"dt_posix";"puissance";"reality";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour"
2016-09-13 00:00:00;526,403442382812;435;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;7;0
2016-09-13 01:00:00;455,985481262207;422,333333333;;;;;;;;;;;;;
2016-09-13 02:00:00;403,504875183105;376,166666667;;;;;;;;;;;;;
2016-09-13 03:00:00;398,497711181641;407,833333333;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;7;3
2016-09-13 04:00:00;384,840997695923;399,5;;;;;;;;;;;;;
2016-09-13 05:00:00;321,866851806641;346,333333333;;;;;;;;;;;;;
2016-09-13 06:00:00;354,162506103516;313,833333333;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;8;6
2016-09-13 07:00:00;412,104167938232;362,833333333;;;;;;;;;;;;;
2016-09-13 08:00:00;498,734039306641;445,666666667;;;;;;;;;;;;;
2016-09-13 09:00:00;521,145446777344;503,833333333;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;8;9
2016-09-13 10:00:00;549,228132247925;513,833333333;;;;;;;;;;;;;
2016-09-13 11:00:00;567,743946075439;545,5;;;;;;;;;;;;;
2016-09-13 12:00:00;579,091369628906;555,666666667;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;;12
2016-09-13 13:00:00;553,809577941895;576,5;;;;;;;;;;;;;
2016-09-13 14:00:00;566,228054046631;588,5;;;;;;;;;;;;;
2016-09-13 15:00:00;562,143310546875;563;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;8;15
2016-09-13 16:00:00;498,348400115967;496,5;;;;;;;;;;;;;
2016-09-13 17:00:00;433,629684448242;449,333333333;;;;;;;;;;;;;
2016-09-13 18:00:00;556,580505371094;505,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;8;18
2016-09-13 19:00:00;604,997364044189;561,166666667;;;;;;;;;;;;;
2016-09-13 20:00:00;597,405281066895;542,333333333;;;;;;;;;;;;;
2016-09-13 21:00:00;534,1630859375;512,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;8;21
2016-09-13 22:00:00;648,244888305664;624,333333333;;;;;;;;;;;;;
2016-09-13 23:00:00;596,861671447754;550,666666667;;;;;;;;;;;;;
2016-09-14 00:00:00;529,049743652344;467,166666667;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;8;0
2016-09-14 01:00:00;463,045593261719;405,833333333;;;;;;;;;;;;;
2016-09-14 02:00:00;419,455192565918;362,5;;;;;;;;;;;;;
