"dt_posix";"puissance";"reality";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour"
2016-09-13 00:00:00;496,138763427734;435;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;7;0
2016-09-13 01:00:00;428,410835266113;422,333333333;;;;;;;;;;;;;
2016-09-13 02:00:00;375,322189331055;376,166666667;;;;;;;;;;;;;
2016-09-13 03:00:00;381,265167236328;407,833333333;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;7;3
2016-09-13 04:00:00;369,627837181091;399,5;;;;;;;;;;;;;
2016-09-13 05:00:00;301,079208374023;346,333333333;;;;;;;;;;;;;
2016-09-13 06:00:00;323,890594482422;313,833333333;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;8;6
2016-09-13 07:00:00;388,066223144531;362,833333333;;;;;;;;;;;;;
2016-09-13 08:00:00;468,630584716797;445,666666667;;;;;;;;;;;;;
2016-09-13 09:00:00;495,870269775391;503,833333333;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;8;9
2016-09-13 10:00:00;524,027648925781;513,833333333;;;;;;;;;;;;;
2016-09-13 11:00:00;536,878456115723;545,5;;;;;;;;;;;;;
2016-09-13 12:00:00;550,410949707031;555,666666667;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;;12
2016-09-13 13:00:00;538,688375473022;576,5;;;;;;;;;;;;;
2016-09-13 14:00:00;556,634915351868;588,5;;;;;;;;;;;;;
2016-09-13 15:00:00;524,419616699219;563;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;8;15
2016-09-13 16:00:00;453,887451171875;496,5;;;;;;;;;;;;;
2016-09-13 17:00:00;391,500305175781;449,333333333;;;;;;;;;;;;;
2016-09-13 18:00:00;506,286773681641;505,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;8;18
2016-09-13 19:00:00;553,339046478271;561,166666667;;;;;;;;;;;;;
2016-09-13 20:00:00;530,196474075317;542,333333333;;;;;;;;;;;;;
