"dt_posix";"puissance";"reality";"mape";"Month";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour"
2016-09-13 00:00:00;510,745758056641;435;17,4128179440553;"September";18,3;1009;97;17,8;9;12,964;20,372;180;0;0
2016-09-13 01:00:00;449,576148986816;422,333333333;6,45054830004055;;;;;;;;;;;
2016-09-13 02:00:00;391,942237854004;376,166666667;4,19377169348425;;;;;;;;;;;
2016-09-13 03:00:00;443,346496582031;407,833333333;8,70776377173526;"September";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;3
2016-09-13 04:00:00;432,195181846619;399,5;8,18402549352157;;;;;;;;;;;
2016-09-13 05:00:00;373,76725769043;346,333333333;7,92124861139252;;;;;;;;;;;
2016-09-13 06:00:00;368,215057373047;313,833333333;17,3282179628586;"September";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;6
2016-09-13 07:00:00;435,056648254395;362,833333333;19,9053692939258;;;;;;;;;;;
2016-09-13 08:00:00;524,631942749023;445,666666667;17,7184613497302;;;;;;;;;;;
2016-09-13 09:00:00;581,563537597656;503,833333333;15,4277613492639;"September";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;9
2016-09-13 10:00:00;588,05163860321;513,833333333;14,4440425436767;;;;;;;;;;;
2016-09-13 11:00:00;617,950004577637;545,5;13,2813940563954;;;;;;;;;;;
2016-09-13 12:00:00;580,199829101562;555,666666667;4,41508622097441;"September";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;12
2016-09-13 13:00:00;571,620095252991;576,5;0,846470901476024;;;;;;;;;;;
2016-09-13 14:00:00;579,493591785431;588,5;1,53040071615448;;;;;;;;;;;
2016-09-13 15:00:00;563,330932617188;563;0,058780216196714;"September";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;15
2016-09-13 16:00:00;501,751014709473;496,5;1,05760618519087;;;;;;;;;;;
2016-09-13 17:00:00;507,601100921631;449,333333333;12,9676040627613;;;;;;;;;;;
2016-09-13 18:00:00;554,417602539062;505,833333333;9,60479786611424;"September";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;18
2016-09-13 19:00:00;608,960945129395;561,166666667;8,51694893894259;;;;;;;;;;;
2016-09-13 20:00:00;616,432590484619;542,333333333;13,6630468011674;;;;;;;;;;;
2016-09-13 21:00:00;587,569030761719;512,833333333;14,5730966711928;"September";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;21
2016-09-13 22:00:00;720,336334228516;624,333333333;15,3768821509183;;;;;;;;;;;
2016-09-13 23:00:00;657,43431854248;550,666666667;19,388798766722;;;;;;;;;;;
2016-09-14 00:00:00;519,059753417969;467,166666667;11,108045683396;"September";17,5;1005,5;97;17;9;12,964;24,076;110;3;0
2016-09-14 01:00:00;454,671524047852;405,833333333;12,0340511001787;;;;;;;;;;;
2016-09-14 02:00:00;403,137680053711;362,5;11,2103944975754;;;;;;;;;;;
2016-09-14 03:00:00;437,233825683594;396,666666667;10,2270148781243;"September";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;3
2016-09-14 04:00:00;425,01872253418;407,833333333;4,21382653073815;;;;;;;;;;;
2016-09-14 05:00:00;352,08570098877;330,833333333;6,42388946774538;;;;;;;;;;;
2016-09-14 06:00:00;358,591339111328;317,166666667;13,0608531090755;"September";15,5;1004,6;94;14,5;45;18;36;100;0;6
2016-09-14 07:00:00;395,860256195068;384,833333333;2,86537623094273;;;;;;;;;;;
2016-09-14 08:00:00;476,512817382812;458,833333333;3,85313855063393;;;;;;;;;;;
