"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour"
2016-09-13 00:00:00;474,504425048828;435;9,08147702271911;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;0
2016-09-13 01:00:00;409,58268737793;422,333333333;3,01909533269464;;;;;;;;;;;;
2016-09-13 02:00:00;360,747917175293;376,166666667;4,09891435313072;;;;;;;;;;;;
2016-09-13 03:00:00;383,137756347656;407,833333333;6,05531107119671;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;3
2016-09-13 04:00:00;369,718151092529;399,5;7,45478070274611;;;;;;;;;;;;
2016-09-13 05:00:00;294,979496002197;346,333333333;14,8278644843654;;;;;;;;;;;;
2016-09-13 06:00:00;320,721984863281;313,833333333;2,1950031429491;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;6
2016-09-13 07:00:00;385,795349121094;362,833333333;6,3285298451396;;;;;;;;;;;;
2016-09-13 08:00:00;460,032516479492;445,666666667;3,22345171559045;;;;;;;;;;;;
2016-09-13 09:00:00;493,161163330078;503,833333333;2,11819450934745;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;9
2016-09-13 10:00:00;500,215554237366;513,833333333;2,65023271404019;;;;;;;;;;;;
2016-09-13 11:00:00;514,741949081421;545,5;5,63850612622898;;;;;;;;;;;;
2016-09-13 12:00:00;543,652770996094;555,666666667;2,16206880700042;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;12
2016-09-13 13:00:00;548,217334270477;576,5;4,90592640581487;;;;;;;;;;;;
2016-09-13 14:00:00;538,516075611115;588,5;8,49344509581742;;;;;;;;;;;;
2016-09-13 15:00:00;526,167236328125;563;6,5422315580595;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;15
2016-09-13 16:00:00;447,789665222168;496,5;9,81074215062075;;;;;;;;;;;;
2016-09-13 17:00:00;382,753372192383;449,333333333;14,817498770178;;;;;;;;;;;;
2016-09-13 18:00:00;495,757720947266;505,833333333;1,99188383243644;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;18
2016-09-13 19:00:00;533,64875793457;561,166666667;4,90369623981229;;;;;;;;;;;;
2016-09-13 20:00:00;526,236743450165;542,333333333;2,96802517815215;;;;;;;;;;;;
2016-09-13 21:00:00;517,8369140625;512,833333333;0,975673850406866;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;21
2016-09-13 22:00:00;630,699180603027;624,333333333;1,01962316124357;;;;;;;;;;;;
2016-09-13 23:00:00;568,484870910645;550,666666667;3,23575137596255;;;;;;;;;;;;
2016-09-14 00:00:00;473,459594726562;467,166666667;1,34704132562783;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;0
2016-09-14 01:00:00;408,583923339844;405,833333333;0,677763451378897;;;;;;;;;;;;
2016-09-14 02:00:00;366,087295532227;362,5;0,989598767510776;;;;;;;;;;;;
2016-09-14 03:00:00;379,718139648438;396,666666667;4,2727379038357;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;3
2016-09-14 04:00:00;357,31591796875;407,833333333;12,3867794109419;;;;;;;;;;;;
2016-09-14 05:00:00;283,767433166504;330,833333333;14,2264685641945;;;;;;;;;;;;
2016-09-14 06:00:00;320,817077636719;317,166666667;1,15094407873302;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;6
2016-09-14 07:00:00;378,693920135498;384,833333333;1,59534340342328;;;;;;;;;;;;
2016-09-14 08:00:00;446,025966644287;458,833333333;2,79128950716793;;;;;;;;;;;;
2016-09-14 09:00:00;482,910491943359;478,333333333;0,956897270459076;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;9
2016-09-14 10:00:00;513,540742874146;504;1,89300453852093;;;;;;;;;;;;
2016-09-14 11:00:00;515,254458427429;492,333333333;4,65561105506664;;;;;;;;;;;;
2016-09-14 12:00:00;539,803527832031;519,5;3,9082825470705;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;12
2016-09-14 13:00:00;546,476039886475;543,333333333;0,578412249106103;;;;;;;;;;;;
2016-09-14 14:00:00;547,061159968376;573;4,52684817305826;;;;;;;;;;;;
2016-09-14 15:00:00;479,586395263672;539;11,022932233085;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;15
2016-09-14 16:00:00;400,058235168457;438,833333333;8,83595096799979;;;;;;;;;;;;
2016-09-14 17:00:00;334,95238494873;380,5;11,970463876812;;;;;;;;;;;;
2016-09-14 18:00:00;459,862213134766;426;7,94887632271494;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18
2016-09-14 19:00:00;486,465484619141;480,5;1,24151604976912;;;;;;;;;;;;
2016-09-14 20:00:00;501,164343833923;471,833333333;6,21639219377126;;;;;;;;;;;;
2016-09-14 21:00:00;496,545684814453;477,166666667;4,06126821112949;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21
2016-09-14 22:00:00;630,732635498047;607,166666667;3,88130148191611;;;;;;;;;;;;
2016-09-14 23:00:00;605,738340377808;539,833333333;12,2083989586011;;;;;;;;;;;;
2016-09-15 00:00:00;543,250122070312;445,333333333;21,9873028601914;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0
2016-09-15 01:00:00;476,878059387207;393,166666667;21,291579326868;;;;;;;;;;;;
2016-09-15 02:00:00;398,681083679199;358,5;11,2081126022871;;;;;;;;;;;;
2016-09-15 03:00:00;379,473785400391;383,833333333;1,13579190602166;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3
2016-09-15 04:00:00;359,992597579956;396,833333333;9,28367973618015;;;;;;;;;;;;
2016-09-15 05:00:00;295,543523788452;316;6,4735684213759;;;;;;;;;;;;
2016-09-15 06:00:00;325,756042480469;294;10,8013749933567;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6
2016-09-15 07:00:00;380,542877197266;357,5;6,4455600551792;;;;;;;;;;;;
2016-09-15 08:00:00;454,008773803711;459,166666667;1,12331605008029;;;;;;;;;;;;
2016-09-15 09:00:00;546,660766601562;503;8,68007288301441;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9
2016-09-15 10:00:00;553,854966163635;525,5;5,39580707205238;;;;;;;;;;;;
2016-09-15 11:00:00;577,820900917053;593,666666667;2,6691351628194;;;;;;;;;;;;
2016-09-15 12:00:00;570,305480957031;615,5;7,34273258212327;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12
2016-09-15 13:00:00;545,945783615112;625,333333333;12,6952371617159;;;;;;;;;;;;
2016-09-15 14:00:00;552,058130264282;658;16,1005881057322;;;;;;;;;;;;
2016-09-15 15:00:00;511,812042236328;613;16,5070077917899;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;15
2016-09-15 16:00:00;452,116321563721;522;13,3876778613562;;;;;;;;;;;;
2016-09-15 17:00:00;434,997636795044;437;0,458206683056305;;;;;;;;;;;;
2016-09-15 18:00:00;489,923370361328;485,5;0,911095851972837;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18
2016-09-15 19:00:00;547,066394805908;557;1,78341206357124;;;;;;;;;;;;
2016-09-15 20:00:00;537,786536216736;533,166666667;0,866496320675147;;;;;;;;;;;;
2016-09-15 21:00:00;501,313079833984;497,666666667;0,732701908971584;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;21
2016-09-15 22:00:00;621,654823303223;616,5;0,836143277083967;;;;;;;;;;;;
2016-09-15 23:00:00;553,823837280273;541,833333333;2,21295059008565;;;;;;;;;;;;
2016-09-16 00:00:00;471,858856201172;442,5;6,63476976297669;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;0
2016-09-16 01:00:00;404,57763671875;412,5;1,92057291666667;;;;;;;;;;;;
2016-09-16 02:00:00;365,088722229004;371,166666667;1,6375243209674;;;;;;;;;;;;
2016-09-16 03:00:00;378,076629638672;412;8,23382775760391;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3
2016-09-16 04:00:00;363,568815231323;407,166666667;10,7076180357694;;;;;;;;;;;;
2016-09-16 05:00:00;294,474760055542;341,833333333;13,8542876482216;;;;;;;;;;;;
2016-09-16 06:00:00;326,355285644531;328;0,50143730349657;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;6
2016-09-16 07:00:00;391,32795715332;425,666666667;8,06704217235383;;;;;;;;;;;;
2016-09-16 08:00:00;445,053905487061;461,833333333;3,63322147512484;;;;;;;;;;;;
2016-09-16 09:00:00;513,145812988281;499,166666667;2,80049675885247;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;9
2016-09-16 10:00:00;521,804505348206;506;3,12342002928964;;;;;;;;;;;;
2016-09-16 11:00:00;517,520576953888;536,666666667;3,56759435647828;;;;;;;;;;;;
2016-09-16 12:00:00;541,731994628906;524,833333333;3,21981479121949;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12
2016-09-16 13:00:00;501,852478027344;564,5;11,0978781173882;;;;;;;;;;;;
2016-09-16 14:00:00;471,369255065918;572,666666667;17,6887214670005;;;;;;;;;;;;
2016-09-16 15:00:00;481,924468994141;520,833333333;7,47050195306579;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15
2016-09-16 16:00:00;455,772573471069;442,166666667;3,07709916412945;;;;;;;;;;;;
2016-09-16 17:00:00;465,011630058289;386,666666667;20,2616284632468;;;;;;;;;;;;
2016-09-16 18:00:00;440,726654052734;447,833333333;1,58690270493582;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;18
2016-09-16 19:00:00;482,013191223145;488,166666667;1,26052757470494;;;;;;;;;;;;
2016-09-16 20:00:00;484,956154584885;493,5;1,73127566669004;;;;;;;;;;;;
2016-09-16 21:00:00;493,721221923828;511,333333333;3,44435034077901;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21
2016-09-16 22:00:00;613,724166870117;616,5;0,450256793168339;;;;;;;;;;;;
2016-09-16 23:00:00;616,144649028778;560,5;9,9276804690059;;;;;;;;;;;;
2016-09-17 00:00:00;541,678771972656;461,333333333;17,4159187802849;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0
2016-09-17 01:00:00;475,470001220703;397,666666667;19,5649625868327;;;;;;;;;;;;
2016-09-17 02:00:00;406,045715332031;363,333333333;11,7557014676341;;;;;;;;;;;;
2016-09-17 03:00:00;377,742370605469;398,666666667;5,24856924619911;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;3
2016-09-17 04:00:00;372,038282394409;398,666666667;6,6793606034871;;;;;;;;;;;;
2016-09-17 05:00:00;301,13095664978;332,166666667;9,34341495750786;;;;;;;;;;;;
2016-09-17 06:00:00;326,140899658203;316;3,20914546145669;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;6
2016-09-17 07:00:00;366,210884094238;369,166666667;0,800663450860243;;;;;;;;;;;;
2016-09-17 08:00:00;452,064231872559;452,166666667;0,0226542118189487;;;;;;;;;;;;
2016-09-17 09:00:00;503,861877441406;515,166666667;2,19439454395077;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;9
2016-09-17 10:00:00;517,402245521545;510,833333333;1,28592081994448;;;;;;;;;;;;
2016-09-17 11:00:00;533,617957115173;534,833333333;0,227243917325172;;;;;;;;;;;;
2016-09-17 12:00:00;543,195007324219;524,5;3,56434839355934;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;12
2016-09-17 13:00:00;505,047889709473;567,333333333;10,9786328361159;;;;;;;;;;;;
2016-09-17 14:00:00;465,247959136963;606,166666667;23,2475184267187;;;;;;;;;;;;
2016-09-17 15:00:00;497,637878417969;556,666666667;10,6039739369454;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;15
2016-09-17 16:00:00;467,697217941284;449;4,16419107823701;;;;;;;;;;;;
2016-09-17 17:00:00;467,070752263069;401,666666667;16,2831748371821;;;;;;;;;;;;
2016-09-17 18:00:00;453,658935546875;454;0,0751243288821586;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18
2016-09-17 19:00:00;482,90379524231;489,666666667;1,38111737740351;;;;;;;;;;;;
2016-09-17 20:00:00;481,115540981293;499,833333333;3,74480673925703;;;;;;;;;;;;
2016-09-17 21:00:00;509,607788085938;517,666666667;1,5567698482403;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;21
2016-09-17 22:00:00;651,046875;628,666666667;3,55994830323248;;;;;;;;;;;;
2016-09-17 23:00:00;644,812960624695;571,333333333;12,8610782891023;;;;;;;;;;;;
2016-09-18 00:00:00;486,104034423828;473,666666667;2,6257637769499;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0
2016-09-18 01:00:00;409,582954406738;430,833333333;4,93238969275315;;;;;;;;;;;;
2016-09-18 02:00:00;354,090564727783;390,166666667;9,24633112495156;;;;;;;;;;;;
