"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour"
2016-09-13 00:00:00;491,362976074219;435;12,9570059940733;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;0
2016-09-13 01:00:00;421,646125793457;422,333333333;0,16271686019183;;;;;;;;;;;;
2016-09-13 02:00:00;372,597408294678;376,166666667;0,948850254050275;;;;;;;;;;;;
2016-09-13 03:00:00;400,931610107422;407,833333333;1,69229012478555;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;3
2016-09-13 04:00:00;387,83887386322;399,5;2,91893019694112;;;;;;;;;;;;
2016-09-13 05:00:00;308,376242637634;346,333333333;10,9596989495868;;;;;;;;;;;;
2016-09-13 06:00:00;335,884033203125;313,833333333;7,02624531178389;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;6
2016-09-13 07:00:00;406,681457519531;362,833333333;12,0849216866986;;;;;;;;;;;;
2016-09-13 08:00:00;484,965339660645;445,666666667;8,81795205541102;;;;;;;;;;;;
2016-09-13 09:00:00;528,434265136719;503,833333333;4,88275192928913;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;9
2016-09-13 10:00:00;538,346472740173;513,833333333;4,77064017006601;;;;;;;;;;;;
2016-09-13 11:00:00;554,202140808105;545,5;1,59525954319074;;;;;;;;;;;;
2016-09-13 12:00:00;579,153747558594;555,666666667;4,22682919464542;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;12
2016-09-13 13:00:00;580,821410298347;576,5;0,74959415409323;;;;;;;;;;;;
2016-09-13 14:00:00;572,55585205555;588,5;2,70928597186922;;;;;;;;;;;;
2016-09-13 15:00:00;554,979736328125;563;1,42455837866341;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;15
2016-09-13 16:00:00;473,030502319336;496,5;4,72698845532005;;;;;;;;;;;;
2016-09-13 17:00:00;406,258613586426;449,333333333;9,58636196141087;;;;;;;;;;;;
2016-09-13 18:00:00;517,488525390625;505,833333333;2,30415658470498;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;18
2016-09-13 19:00:00;559,494235992432;561,166666667;0,298027444235341;;;;;;;;;;;;
2016-09-13 20:00:00;550,727247238159;542,333333333;1,54774073235973;;;;;;;;;;;;
2016-09-13 21:00:00;537,117309570312;512,833333333;4,73525698485439;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;21
2016-09-13 22:00:00;653,523147583008;624,333333333;4,67535732782008;;;;;;;;;;;;
2016-09-13 23:00:00;591,586933135986;550,666666667;7,43104112632475;;;;;;;;;;;;
2016-09-14 00:00:00;502,212310791016;467,166666667;7,50174330160341;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;0
2016-09-14 01:00:00;432,14794921875;405,833333333;6,48409426343449;;;;;;;;;;;;
2016-09-14 02:00:00;384,596618652344;362,5;6,09561893857759;;;;;;;;;;;;
2016-09-14 03:00:00;397,176300048828;396,666666667;0,128479003822105;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;3
2016-09-14 04:00:00;374,424993515015;407,833333333;8,19166485116779;;;;;;;;;;;;
2016-09-14 05:00:00;298,331197738647;330,833333333;9,82432310157741;;;;;;;;;;;;
2016-09-14 06:00:00;337,338348388672;317,166666667;6,3599627078247;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;6
2016-09-14 07:00:00;398,579662322998;384,833333333;3,57202139194716;;;;;;;;;;;;
2016-09-14 08:00:00;465,624500274658;458,833333333;1,48009450236029;;;;;;;;;;;;
2016-09-14 09:00:00;516,813049316406;478,333333333;8,04453992685012;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;9
2016-09-14 10:00:00;548,563539505005;504;8,8419721240089;;;;;;;;;;;;
2016-09-14 11:00:00;547,886208593845;492,333333333;11,2835901003825;;;;;;;;;;;;
2016-09-14 12:00:00;576,994445800781;519,5;11,0672657941831;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;12
2016-09-14 13:00:00;581,451021671295;543,333333333;7,01552546104022;;;;;;;;;;;;
2016-09-14 14:00:00;582,685692667961;573;1,69034776055168;;;;;;;;;;;;
2016-09-14 15:00:00;502,068939208984;539;6,85177380167266;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;15
2016-09-14 16:00:00;415,500122070312;438,833333333;5,31710093339276;;;;;;;;;;;;
2016-09-14 17:00:00;350,12858581543;380,5;7,98197481854673;;;;;;;;;;;;
2016-09-14 18:00:00;492,302978515625;426;15,5640794637617;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18
2016-09-14 19:00:00;519,946914672852;480,5;8,20955560309086;;;;;;;;;;;;
2016-09-14 20:00:00;533,747653007507;471,833333333;13,12207410976;;;;;;;;;;;;
2016-09-14 21:00:00;528,228820800781;477,166666667;10,7011150821681;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21
2016-09-14 22:00:00;671,669403076172;607,166666667;10,6235635041125;;;;;;;;;;;;
2016-09-14 23:00:00;643,153636932373;539,833333333;19,1392967458049;;;;;;;;;;;;
2016-09-15 00:00:00;570,038635253906;445,333333333;28,0026875571107;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0
2016-09-15 01:00:00;504,331573486328;393,166666667;28,2742450578806;;;;;;;;;;;;
2016-09-15 02:00:00;423,874504089355;358,5;18,2355659942414;;;;;;;;;;;;
2016-09-15 03:00:00;396,322082519531;383,833333333;3,25369062610737;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3
2016-09-15 04:00:00;374,795551300049;396,833333333;5,55341000410827;;;;;;;;;;;;
2016-09-15 05:00:00;305,624523162842;316;3,28337874593614;;;;;;;;;;;;
2016-09-15 06:00:00;359,905975341797;294;22,4169984155772;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6
2016-09-15 07:00:00;417,256053924561;357,5;16,7149801187582;;;;;;;;;;;;
2016-09-15 08:00:00;494,488399505615;459,166666667;7,69257339497414;;;;;;;;;;;;
2016-09-15 09:00:00;576,236511230469;503;14,5599425905504;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9
2016-09-15 10:00:00;586,985617637634;525,5;11,7004029757629;;;;;;;;;;;;
2016-09-15 11:00:00;612,634419441223;593,666666667;3,19501731177078;;;;;;;;;;;;
2016-09-15 12:00:00;600,237670898438;615,5;2,47966354208976;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12
2016-09-15 13:00:00;575,29118347168;625,333333333;8,00247599062053;;;;;;;;;;;;
2016-09-15 14:00:00;578,925656557083;658;12,0173774229357;;;;;;;;;;;;
2016-09-15 15:00:00;559,34375;613;8,75305872756933;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;15
2016-09-15 16:00:00;497,572330474854;522;4,67963017723113;;;;;;;;;;;;
2016-09-15 17:00:00;478,772836685181;437;9,55900152978963;;;;;;;;;;;;
2016-09-15 18:00:00;531,464477539062;485,5;9,46745160433831;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18
2016-09-15 19:00:00;592,907386779785;557;6,44656854215173;;;;;;;;;;;;
2016-09-15 20:00:00;580,387613296509;533,166666667;8,85669521028058;;;;;;;;;;;;
2016-09-15 21:00:00;524,36083984375;497,666666667;5,36386601006003;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;21
2016-09-15 22:00:00;644,843124389648;616,5;4,59742488072156;;;;;;;;;;;;
2016-09-15 23:00:00;574,95288848877;541,833333333;6,11249864456288;;;;;;;;;;;;
2016-09-16 00:00:00;486,608825683594;442,5;9,9680961996822;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;0
2016-09-16 01:00:00;415,044807434082;412,5;0,616923014322917;;;;;;;;;;;;
2016-09-16 02:00:00;377,537708282471;371,166666667;1,7164907809964;;;;;;;;;;;;
2016-09-16 03:00:00;393,150482177734;412;4,57512568501593;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3
2016-09-16 04:00:00;376,294919967651;407,166666667;7,58209087989931;;;;;;;;;;;;
2016-09-16 05:00:00;304,021894454956;341,833333333;11,061366809775;;;;;;;;;;;;
2016-09-16 06:00:00;334,064971923828;328;1,84907680604516;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;6
2016-09-16 07:00:00;403,739128112793;425,666666667;5,15134030247217;;;;;;;;;;;;
2016-09-16 08:00:00;460,181957244873;461,833333333;0,357569705116159;;;;;;;;;;;;
2016-09-16 09:00:00;538,331115722656;499,166666667;7,84596642182906;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;9
2016-09-16 10:00:00;546,41944694519;506;7,98803299312064;;;;;;;;;;;;
2016-09-16 11:00:00;546,159272670746;536,666666667;1,76880857212546;;;;;;;;;;;;
2016-09-16 12:00:00;573,689208984375;524,833333333;9,30883626257338;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12
2016-09-16 13:00:00;533,874759674072;564,5;5,42519757766656;;;;;;;;;;;;
2016-09-16 14:00:00;503,439249038696;572,666666667;12,0886061050518;;;;;;;;;;;;
2016-09-16 15:00:00;494,848327636719;520,833333333;4,9891210936892;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15
2016-09-16 16:00:00;464,571846008301;442,166666667;5,06713441566918;;;;;;;;;;;;
2016-09-16 17:00:00;473,285265922546;386,666666667;22,4013618764151;;;;;;;;;;;;
2016-09-16 18:00:00;461,127532958984;447,833333333;2,96855964852868;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;18
2016-09-16 19:00:00;500,317317962646;488,166666667;2,48903747947521;;;;;;;;;;;;
2016-09-16 20:00:00;502,878541946411;493,5;1,90041376826973;;;;;;;;;;;;
2016-09-16 21:00:00;532,80419921875;511,333333333;4,1989959359382;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21
2016-09-16 22:00:00;654,07884979248;616,5;6,09551497039424;;;;;;;;;;;;
2016-09-16 23:00:00;653,54267847538;560,5;16,599942636107;;;;;;;;;;;;
2016-09-17 00:00:00;571,395874023438;461,333333333;23,8574871438982;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0
2016-09-17 01:00:00;501,274253845215;397,666666667;26,0538777480624;;;;;;;;;;;;
2016-09-17 02:00:00;425,437728881836;363,333333333;17,092952903365;;;;;;;;;;;;
2016-09-17 03:00:00;396,524047851562;398,666666667;0,537446191162807;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;3
2016-09-17 04:00:00;388,517025947571;398,666666667;2,54589650152694;;;;;;;;;;;;
2016-09-17 05:00:00;313,779324531555;332,166666667;5,53557716069033;;;;;;;;;;;;
2016-09-17 06:00:00;346,178253173828;316;9,55008011830004;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;6
2016-09-17 07:00:00;388,972557067871;369,166666667;5,36502674515211;;;;;;;;;;;;
2016-09-17 08:00:00;479,296043395996;452,166666667;5,99986215900687;;;;;;;;;;;;
2016-09-17 09:00:00;528,847839355469;515,166666667;2,65567894308507;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;9
2016-09-17 10:00:00;544,502702713013;510,833333333;6,59106741534121;;;;;;;;;;;;
2016-09-17 11:00:00;561,25732421875;534,833333333;4,94060284557802;;;;;;;;;;;;
2016-09-17 12:00:00;568,372985839844;524,5;8,36472561293494;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;12
2016-09-17 13:00:00;527,741195678711;567,333333333;6,97863765939701;;;;;;;;;;;;
2016-09-17 14:00:00;482,639659881592;606,166666667;20,3783899013484;;;;;;;;;;;;
2016-09-17 15:00:00;515,359741210938;556,666666667;7,4204057705457;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;15
2016-09-17 16:00:00;482,193321228027;449;7,39272187706622;;;;;;;;;;;;
2016-09-17 17:00:00;482,448504507542;401,666666667;20,1116608731472;;;;;;;;;;;;
2016-09-17 18:00:00;461,278564453125;454;1,60320802932269;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18
2016-09-17 19:00:00;490,861349105835;489,666666667;0,24397871453386;;;;;;;;;;;;
2016-09-17 20:00:00;487,737310171127;499,833333333;2,42001130281042;;;;;;;;;;;;
2016-09-17 21:00:00;544,83837890625;517,666666667;5,24888195220204;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;21
2016-09-17 22:00:00;691,957580566406;628,666666667;10,0674836531346;;;;;;;;;;;;
2016-09-17 23:00:00;686,507829189301;571,333333333;20,1588965909628;;;;;;;;;;;;
2016-09-18 00:00:00;530,303405761719;473,666666667;11,9570877750905;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0
2016-09-18 01:00:00;448,874008178711;430,833333333;4,18739067985878;;;;;;;;;;;;
