"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour"
2016-09-13 00:00:00;482,455535888672;435;10,909318595097;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;0
2016-09-13 01:00:00;420,285785675049;422,333333333;0,484817914274532;;;;;;;;;;;;
2016-09-13 02:00:00;380,731624603271;376,166666667;1,21354663790893;;;;;;;;;;;;
2016-09-13 03:00:00;379,671356201172;407,833333333;6,90526615411143;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;3
2016-09-13 04:00:00;369,29762172699;399,5;7,5600446240326;;;;;;;;;;;;
2016-09-13 05:00:00;305,154990196228;346,333333333;11,8898007132276;;;;;;;;;;;;
2016-09-13 06:00:00;318,521209716797;313,833333333;1,49374712176374;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;6
2016-09-13 07:00:00;383,165313720703;362,833333333;5,6036693764966;;;;;;;;;;;;
2016-09-13 08:00:00;459,331825256348;445,666666667;3,06622855407721;;;;;;;;;;;;
2016-09-13 09:00:00;503,735443115234;503,833333333;0,0194290872177984;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;9
2016-09-13 10:00:00;518,057183265686;513,833333333;0,822027233088952;;;;;;;;;;;;
2016-09-13 11:00:00;536,606873512268;545,5;1,63027066686195;;;;;;;;;;;;
2016-09-13 12:00:00;549,328002929688;555,666666667;1,14073132645027;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;12
2016-09-13 13:00:00;543,872154712677;576,5;5,65964358843417;;;;;;;;;;;;
2016-09-13 14:00:00;551,790881633759;588,5;6,23774313784901;;;;;;;;;;;;
2016-09-13 15:00:00;524,071350097656;563;6,91450264695271;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;15
2016-09-13 16:00:00;457,611129760742;496,5;7,83260226369744;;;;;;;;;;;;
2016-09-13 17:00:00;405,921398162842;449,333333333;9,66140990434504;;;;;;;;;;;;
2016-09-13 18:00:00;502,212310791016;505,833333333;0,715852891331811;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;18
2016-09-13 19:00:00;546,388328552246;561,166666667;2,63350248555006;;;;;;;;;;;;
2016-09-13 20:00:00;536,490376472473;542,333333333;1,07737372966143;;;;;;;;;;;;
2016-09-13 21:00:00;512,123413085938;512,833333333;0,1384309874026;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;21
2016-09-13 22:00:00;625,990524291992;624,333333333;0,265433682700432;;;;;;;;;;;;
2016-09-13 23:00:00;560,158477783203;550,666666667;1,72369451262665;;;;;;;;;;;;
2016-09-14 00:00:00;504,633697509766;467,166666667;8,02005654857058;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;0
2016-09-14 01:00:00;438,588813781738;405,833333333;8,07116561365878;;;;;;;;;;;;
2016-09-14 02:00:00;400,285263061523;362,5;10,4235208445582;;;;;;;;;;;;
2016-09-14 03:00:00;378,870330810547;396,666666667;4,48647122431215;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;3
2016-09-14 04:00:00;363,382816314697;407,833333333;10,8991868455265;;;;;;;;;;;;
2016-09-14 05:00:00;300,444744110107;330,833333333;9,18546777519089;;;;;;;;;;;;
2016-09-14 06:00:00;316,396606445312;317,166666667;0,242793553868641;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;6
2016-09-14 07:00:00;376,312934875488;384,833333333;2,21404897120461;;;;;;;;;;;;
2016-09-14 08:00:00;451,882148742676;458,833333333;1,51496939854615;;;;;;;;;;;;
2016-09-14 09:00:00;501,017517089844;478,333333333;4,74233806763615;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;9
2016-09-14 10:00:00;526,832136154175;504;4,53018574487595;;;;;;;;;;;;
2016-09-14 11:00:00;537,884938240051;492,333333333;9,25218786196658;;;;;;;;;;;;
2016-09-14 12:00:00;548,381286621094;519,5;5,55943919559071;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;12
2016-09-14 13:00:00;540,158234596252;543,333333333;0,584374000628751;;;;;;;;;;;;
2016-09-14 14:00:00;540,650157898664;573;5,64569670180376;;;;;;;;;;;;
2016-09-14 15:00:00;481,169647216797;539;10,7291934662715;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;15
2016-09-14 16:00:00;419,063926696777;438,833333333;4,5049920173728;;;;;;;;;;;;
2016-09-14 17:00:00;382,462959289551;380,5;0,515889432207827;;;;;;;;;;;;
2016-09-14 18:00:00;469,363189697266;426;10,1791525110952;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18
2016-09-14 19:00:00;505,376434326172;480,5;5,17719757048322;;;;;;;;;;;;
2016-09-14 20:00:00;517,104334831238;471,833333333;9,59470183644008;;;;;;;;;;;;
2016-09-14 21:00:00;489,358367919922;477,166666667;2,55501947319176;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21
2016-09-14 22:00:00;617,621948242188;607,166666667;1,72197884850647;;;;;;;;;;;;
2016-09-14 23:00:00;622,93724822998;539,833333333;15,3943652171099;;;;;;;;;;;;
2016-09-15 00:00:00;541,960998535156;445,333333333;21,6978290124765;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0
2016-09-15 01:00:00;472,998237609863;393,166666667;20,3047658184304;;;;;;;;;;;;
2016-09-15 02:00:00;403,663513183594;358,5;12,5979116272228;;;;;;;;;;;;
2016-09-15 03:00:00;370,446258544922;383,833333333;3,48773116493871;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3
2016-09-15 04:00:00;354,3785572052;396,833333333;10,6983896164222;;;;;;;;;;;;
2016-09-15 05:00:00;303,313100814819;316;4,01484151429768;;;;;;;;;;;;
2016-09-15 06:00:00;333,64208984375;294;13,4837040284864;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6
2016-09-15 07:00:00;388,847072601318;357,5;8,76841191645269;;;;;;;;;;;;
2016-09-15 08:00:00;463,881801605225;459,166666667;1,02688964171786;;;;;;;;;;;;
2016-09-15 09:00:00;544,968322753906;503;8,34360293318216;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9
2016-09-15 10:00:00;559,37735080719;525,5;6,44668902134918;;;;;;;;;;;;
2016-09-15 11:00:00;568,107751846313;593,666666667;4,30526358573927;;;;;;;;;;;;
2016-09-15 12:00:00;573,806762695312;615,5;6,77388095933184;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12
2016-09-15 13:00:00;540,155326843262;625,333333333;13,6212163896243;;;;;;;;;;;;
2016-09-15 14:00:00;537,743126392365;658;18,2761206090631;;;;;;;;;;;;
2016-09-15 15:00:00;526,380798339844;613;14,13037547474;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;15
