"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour";"f_weekend";"f_evening"
2016-09-13 00:00:00;479,672302246094;435;10,269494769217;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;0;0;0
2016-09-13 01:00:00;428,295349121094;422,333333333;1,41168487484573;;;;;;;;;;;;;;
2016-09-13 02:00:00;392,14192199707;376,166666667;4,24685564822051;;;;;;;;;;;;;;
2016-09-13 03:00:00;417,192260742188;407,833333333;2,29479217225872;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;3;0;0
2016-09-13 04:00:00;409,624009609222;399,5;2,53417011494929;;;;;;;;;;;;;;
2016-09-13 05:00:00;328,083023071289;346,333333333;5,26957947884364;;;;;;;;;;;;;;
2016-09-13 06:00:00;340,187835693359;313,833333333;8,39761094860989;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;6;0;0
2016-09-13 07:00:00;405,140151977539;362,833333333;11,6601245690155;;;;;;;;;;;;;;
2016-09-13 08:00:00;499,331604003906;445,666666667;12,0414967846371;;;;;;;;;;;;;;
2016-09-13 09:00:00;584,989685058594;503,833333333;16,1077773851765;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;9;0;0
2016-09-13 10:00:00;591,987962245941;513,833333333;15,210112665519;;;;;;;;;;;;;;
2016-09-13 11:00:00;628,879096984863;545,5;15,2848940393883;;;;;;;;;;;;;;
2016-09-13 12:00:00;593,137512207031;555,666666667;6,74340351649829;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;12;0;0
2016-09-13 13:00:00;591,322984695435;576,5;2,57120289599906;;;;;;;;;;;;;;
2016-09-13 14:00:00;609,825656890869;588,5;3,62373099250113;;;;;;;;;;;;;;
2016-09-13 15:00:00;530,597839355469;563;5,75526832052065;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;15;0;0
2016-09-13 16:00:00;488,364448547363;496,5;1,63858035299833;;;;;;;;;;;;;;
2016-09-13 17:00:00;464,739845275879;449,333333333;3,42874894871447;;;;;;;;;;;;;;
2016-09-13 18:00:00;533,713684082031;505,833333333;5,51176621068527;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;18;0;1
2016-09-13 19:00:00;590,708209991455;561,166666667;5,26430828472306;;;;;;;;;;;;;;
2016-09-13 20:00:00;599,368408203125;542,333333333;10,5166087652415;;;;;;;;;;;;;;
2016-09-13 21:00:00;555,876281738281;512,833333333;8,39316510990754;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;21;0;1
2016-09-13 22:00:00;675,625373840332;624,333333333;8,215489670159;;;;;;;;;;;;;;
2016-09-13 23:00:00;628,584426879883;550,666666667;14,1497143243648;;;;;;;;;;;;;;
2016-09-14 00:00:00;517,012329101562;467,166666667;10,6697814701092;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;0;0;0
2016-09-14 01:00:00;447,331970214844;405,833333333;10,2255368086763;;;;;;;;;;;;;;
2016-09-14 02:00:00;401,840942382812;362,5;10,8526737607759;;;;;;;;;;;;;;
2016-09-14 03:00:00;421,989440917969;396,666666667;6,38389266830608;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;3;0;0
2016-09-14 04:00:00;408,52823638916;407,833333333;0,170388979851428;;;;;;;;;;;;;;
2016-09-14 05:00:00;331,093154907227;330,833333333;0,0785354884312866;;;;;;;;;;;;;;
2016-09-14 06:00:00;403,459045410156;317,166666667;27,2072660251389;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;6;0;0
2016-09-14 07:00:00;471,529312133789;384,833333333;22,528188514733;;;;;;;;;;;;;;
2016-09-14 08:00:00;540,944198608398;458,833333333;17,8955754323556;;;;;;;;;;;;;;
2016-09-14 09:00:00;502,357177734375;478,333333333;5,02240649506448;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;9;0;0
2016-09-14 10:00:00;513,208433151245;504;1,82707006969149;;;;;;;;;;;;;;
2016-09-14 11:00:00;514,470356941223;492,333333333;4,4963487355934;;;;;;;;;;;;;;
2016-09-14 12:00:00;597,896362304688;519,5;15,0907338411333;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;12;0;0
2016-09-14 13:00:00;596,568942189217;543,333333333;9,79796482016857;;;;;;;;;;;;;;
2016-09-14 14:00:00;605,073756694794;573;5,5975142573811;;;;;;;;;;;;;;
2016-09-14 15:00:00;558,571044921875;539;3,6309916367115;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;15;0;0
2016-09-14 16:00:00;477,304473876953;438,833333333;8,76668603356985;;;;;;;;;;;;;;
2016-09-14 17:00:00;446,424873352051;380,5;17,3258537061894;;;;;;;;;;;;;;
2016-09-14 18:00:00;506,349426269531;426;18,8613676689041;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18;0;1
2016-09-14 19:00:00;557,322486877441;480,5;15,9880305676257;;;;;;;;;;;;;;
2016-09-14 20:00:00;547,238224029541;471,833333333;15,9812555344248;;;;;;;;;;;;;;
2016-09-14 21:00:00;534,96630859375;477,166666667;12,1130929640328;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21;0;1
2016-09-14 22:00:00;674,13444519043;607,166666667;11,029554519362;;;;;;;;;;;;;;
2016-09-14 23:00:00;698,097106933594;539,833333333;29,3171547268956;;;;;;;;;;;;;;
2016-09-15 00:00:00;533,122497558594;445,333333333;19,7131356794146;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0;0;0
2016-09-15 01:00:00;478,000358581543;393,166666667;21,5770305844352;;;;;;;;;;;;;;
2016-09-15 02:00:00;388,295654296875;358,5;8,31120064069038;;;;;;;;;;;;;;
2016-09-15 03:00:00;405,919372558594;383,833333333;5,75407014127997;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3;0;0
2016-09-15 04:00:00;391,71311378479;396,833333333;1,29026952075957;;;;;;;;;;;;;;
2016-09-15 05:00:00;300,503486633301;316;4,90395992617064;;;;;;;;;;;;;;
