"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"f_weekend";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening"
2016-09-13 00:00:00;536,162719726562;435;23,2557976382902;"September";"South";0;18,3;1009;97;17,8;9;12,964;20,372;0;7;0;0
2016-09-13 01:00:00;464,855270385742;422,333333333;10,0683355294655;;;;;;;;;;;;;;
2016-09-13 02:00:00;417,448173522949;376,166666667;10,9742596869949;;;;;;;;;;;;;;
2016-09-13 03:00:00;415,678039550781;407,833333333;1,92350785887724;"September";"East";0;17,1;1007,4;98;16,8;0,4;3,704;11,112;0;7;3;0
2016-09-13 04:00:00;402,369222640991;399,5;0,718203414515948;;;;;;;;;;;;;;
2016-09-13 05:00:00;323,66024017334;346,333333333;6,54661015197747;;;;;;;;;;;;;;
2016-09-13 06:00:00;371,754913330078;313,833333333;18,4561593193223;"September";"South";0;17,6;1008,1;99;17,4;5;5,556;14,816;0;8;6;0
2016-09-13 07:00:00;441,007850646973;362,833333333;21,5455720663421;;;;;;;;;;;;;;
2016-09-13 08:00:00;520,380279541016;445,666666667;16,7644606299087;;;;;;;;;;;;;;
2016-09-13 09:00:00;505,896850585938;503,833333333;0,409563464030211;"September";"North";0;20,1;1007,2;87;17,9;45;11,112;18,52;0;8;9;0
2016-09-13 10:00:00;514,407274246216;513,833333333;0,11169787477447;;;;;;;;;;;;;;
2016-09-13 11:00:00;573,93497467041;545,5;5,21264430254998;;;;;;;;;;;;;;
2016-09-13 12:00:00;584,80517578125;555,666666667;5,24388286398906;"September";"North";0;23,3;1005,8;76;18,8;40;14,816;25,928;0;;12;0
2016-09-13 13:00:00;573,045539855957;576,5;0,599212514144487;;;;;;;;;;;;;;
2016-09-13 14:00:00;593,128282546997;588,5;0,786454128631618;;;;;;;;;;;;;;
2016-09-13 15:00:00;588,211608886719;563;4,47808328360901;"September";"North";0;18,8;1005,1;93;17,6;5;14,816;29,632;0;8;15;0
2016-09-13 16:00:00;501,175369262695;496,5;0,941665511116881;;;;;;;;;;;;;;
2016-09-13 17:00:00;417,199645996094;449,333333333;7,15141409575595;;;;;;;;;;;;;;
2016-09-13 18:00:00;560,377624511719;505,833333333;10,7830559167225;"September";"North";0;17,2;1005,1;98;16,9;3,9;9,26;24,076;2;8;18;1
2016-09-13 19:00:00;613,303936004639;561,166666667;9,29087068683239;;;;;;;;;;;;;;
2016-09-13 20:00:00;609,397521972656;542,333333333;12,3658614578422;;;;;;;;;;;;;;
2016-09-13 21:00:00;569,294250488281;512,833333333;11,0096036051969;"September";"East";0;17,2;1005,1;98;16,9;3;12,964;25,928;0;8;21;1
2016-09-13 22:00:00;674,625244140625;624,333333333;8,05529804714124;;;;;;;;;;;;;;
2016-09-13 23:00:00;593,080219268799;550,666666667;7,70221899547939;;;;;;;;;;;;;;
2016-09-14 00:00:00;506,389495849609;467,166666667;8,39589636444838;"September";"East";0;17,5;1005,5;97;17;9;12,964;24,076;3;8;0;0
2016-09-14 01:00:00;454,807201385498;405,833333333;12,0674828876891;;;;;;;;;;;;;;
2016-09-14 02:00:00;403,887435913086;362,5;11,4172237001616;;;;;;;;;;;;;;
2016-09-14 03:00:00;424,375610351562;396,666666667;6,98544798769896;"September";"East";0;16,2;1004;97;15,7;2,9;7,408;12,964;0;;3;0
2016-09-14 04:00:00;410,759412765503;407,833333333;0,717469415407929;;;;;;;;;;;;;;
2016-09-14 05:00:00;341,438911437988;330,833333333;3,20571630377803;;;;;;;;;;;;;;
2016-09-14 06:00:00;335,874114990234;317,166666667;5,89830215130258;"September";"East";0;15,5;1004,6;94;14,5;45;18;36;0;7;6;0
2016-09-14 07:00:00;376,714996337891;384,833333333;2,10957219448672;;;;;;;;;;;;;;
2016-09-14 08:00:00;442,623634338379;458,833333333;3,5328076268724;;;;;;;;;;;;;;
2016-09-14 09:00:00;517,612182617188;478,333333333;8,21160612213552;"September";"East";0;18;1005,9;82;14,9;29;28,8;46,8;0;;9;0
2016-09-14 10:00:00;561,03689956665;504;11,3168451521132;;;;;;;;;;;;;;
2016-09-14 11:00:00;557,63932800293;492,333333333;13,2645893033122;;;;;;;;;;;;;;
2016-09-14 12:00:00;603,298828125;519,5;16,1306695139557;"September";"South";0;20,2;1007,2;65;13,4;7;32,4;54;0;7;12;0
2016-09-14 13:00:00;578,156488418579;543,333333333;6,40916964765652;;;;;;;;;;;;;;
2016-09-14 14:00:00;628,542028427124;573;9,69319867838116;;;;;;;;;;;;;;
2016-09-14 15:00:00;528,822937011719;539;1,88813784569225;"September";"South";0;20,4;1007,9;62;12,9;28;25,2;46,8;0;;15;0
2016-09-14 16:00:00;438,474594116211;438,833333333;0,0817483972934264;;;;;;;;;;;;;;
2016-09-14 17:00:00;393,385406494141;380,5;3,38644060292789;;;;;;;;;;;;;;
2016-09-14 18:00:00;473,828125;426;11,2272593896714;"September";"East";0;18,6;1009,3;63;11,4;45;25,2;43,2;0;;18;1
2016-09-14 19:00:00;520,294509887695;480,5;8,2818959183549;;;;;;;;;;;;;;
2016-09-14 20:00:00;526,921276092529;471,833333333;11,6752969465704;;;;;;;;;;;;;;
2016-09-14 21:00:00;524,954345703125;477,166666667;10,0148820892962;"September";"East";0;13,8;1010,5;89;12;60;3,6;10,8;0;;21;1
2016-09-14 22:00:00;663,425674438477;607,166666667;9,26582614956559;;;;;;;;;;;;;;
2016-09-14 23:00:00;660,267852783203;539,833333333;22,3095744582175;;;;;;;;;;;;;;
2016-09-15 00:00:00;549,66357421875;445,333333333;23,4274493007099;"September";"North";0;13,4;1010,4;89;11,6;60;10,8;14,4;0;8;0;0
2016-09-15 01:00:00;497,142269134521;393,166666667;26,4456810006189;;;;;;;;;;;;;;
2016-09-15 02:00:00;416,749801635742;358,5;16,2482012930941;;;;;;;;;;;;;;
2016-09-15 03:00:00;405,087829589844;383,833333333;5,53742846466232;"September";"East";0;12,7;1009,8;94;11,8;60;7,2;7,2;0;7;3;0
2016-09-15 04:00:00;376,572793960571;396,833333333;5,1055538107801;;;;;;;;;;;;;;
2016-09-15 05:00:00;329,466857910156;316;4,26166389561907;;;;;;;;;;;;;;
2016-09-15 06:00:00;360,5634765625;294;22,6406382865646;"September";"North";0;13,8;1010,1;92;12,5;4,6;7,2;18;;8;6;0
2016-09-15 07:00:00;416,072315216064;357,5;16,3838643961019;;;;;;;;;;;;;;
2016-09-15 08:00:00;477,928062438965;459,166666667;4,08596641131424;;;;;;;;;;;;;;
2016-09-15 09:00:00;602,925231933594;503;19,8658512790445;"September";"West";0;14;1010,8;98;13,7;2,9;7,2;14,4;9;8;9;0
2016-09-15 10:00:00;629,710500717163;525,5;19,8307327720577;;;;;;;;;;;;;;
2016-09-15 11:00:00;644,477993011475;593,666666667;8,55889831742495;;;;;;;;;;;;;;
2016-09-15 12:00:00;623,52392578125;615,5;1,30364350629569;"September";"West";0;16,4;1011,4;95;15,6;2;10,8;14,4;0;8;12;0
2016-09-15 13:00:00;607,80918598175;625,333333333;2,8023689794124;;;;;;;;;;;;;;
2016-09-15 14:00:00;587,914287567139;658;10,6513240779425;;;;;;;;;;;;;;
2016-09-15 15:00:00;589,953918457031;613;3,75955653229506;"September";"North";0;16,3;1011,8;91;14,8;19;10,8;18;1;8;15;0
2016-09-15 16:00:00;529,304969787598;522;1,39941949953978;;;;;;;;;;;;;;
2016-09-15 17:00:00;454,807067871094;437;4,07484390642878;;;;;;;;;;;;;;
2016-09-15 18:00:00;544,440246582031;485,5;12,1401125812629;"September";"West";0;16,1;1012,8;94;15,1;18;7,2;10,8;;8;18;1
2016-09-15 19:00:00;589,659896850586;557;5,86353623888437;;;;;;;;;;;;;;
2016-09-15 20:00:00;586,339447021484;533,166666667;9,97301288298553;;;;;;;;;;;;;;
2016-09-15 21:00:00;525,660705566406;497,666666667;5,62505805078114;"September";"North";0;16,2;1014;96;15,6;10;14,4;25,2;0;8;21;1
2016-09-15 22:00:00;647,067588806152;616,5;4,95824635947321;;;;;;;;;;;;;;
2016-09-15 23:00:00;596,459884643555;541,833333333;10,0817996882045;;;;;;;;;;;;;;
2016-09-16 00:00:00;501,346801757812;442,5;13,2987122616525;"September";"West";0;15,9;1014,7;95;15,1;16;18;28,8;0;8;0;0
2016-09-16 01:00:00;433,373794555664;412,5;5,06031383167614;;;;;;;;;;;;;;
2016-09-16 02:00:00;387,59260559082;371,166666667;4,42548870870378;;;;;;;;;;;;;;
2016-09-16 03:00:00;410,448577880859;412;0,376558766781705;"September";"North";0;15,2;1015,4;92;13,9;40;21,6;32,4;0;8;3;0
2016-09-16 04:00:00;380,340023040771;407,166666667;6,58861488977648;;;;;;;;;;;;;;
2016-09-16 05:00:00;349,180541992188;341,833333333;2,14935406899893;;;;;;;;;;;;;;
2016-09-16 06:00:00;349,921844482422;328;6,68348917147008;"September";"North";0;15,1;1016,8;92;13,8;15;18;36;;8;6;0
2016-09-16 07:00:00;398,547359466553;425,666666667;6,37101970252765;;;;;;;;;;;;;;
2016-09-16 08:00:00;489,054138183594;461,833333333;5,89407539168822;;;;;;;;;;;;;;
2016-09-16 09:00:00;532,188903808594;499,166666667;6,61547321700935;"September";"North";0;16,4;1019;76;12,2;13;28,8;39,6;;6;9;0
2016-09-16 10:00:00;542,155704498291;506;7,14539614590732;;;;;;;;;;;;;;
2016-09-16 11:00:00;557,585405349731;536,666666667;3,89790161789786;;;;;;;;;;;;;;
2016-09-16 12:00:00;560,129516601562;524,833333333;6,72521751703745;"September";"North";0;16,6;1020,4;68;10,7;16;25,2;46,8;0;7;12;0
2016-09-16 13:00:00;508,49458694458;564,5;9,92124234817005;;;;;;;;;;;;;;
2016-09-16 14:00:00;462,926406860352;572,666666667;19,1630255774013;;;;;;;;;;;;;;
2016-09-16 15:00:00;501,691986083984;520,833333333;3,67513867181336;"September";"North";0;16,7;1021,1;70;11,2;19;28,8;50,4;0;8;15;0
2016-09-16 16:00:00;481,924802780151;442,166666667;8,99166289780355;;;;;;;;;;;;;;
2016-09-16 17:00:00;492,461133956909;386,666666667;27,3606380921943;;;;;;;;;;;;;;
2016-09-16 18:00:00;466,169250488281;447,833333333;4,09436185082879;"September";"North";0;14,5;1022,6;80;11,1;55;18;39,6;0;;18;1
2016-09-16 19:00:00;509,69115447998;488,166666667;4,40924980805034;;;;;;;;;;;;;;
2016-09-16 20:00:00;515,685543060303;493,5;4,49555077209782;;;;;;;;;;;;;;
2016-09-16 21:00:00;561,068298339844;511,333333333;9,72652509912833;"September";"North";0;13,3;1024,3;87;11,2;45;14,4;21,6;0;;21;1
2016-09-16 22:00:00;697,665145874023;616,5;13,1654737832966;;;;;;;;;;;;;;
2016-09-16 23:00:00;718,102752685547;560,5;28,1182431196337;;;;;;;;;;;;;;
2016-09-17 00:00:00;564,5234375;461,333333333;22,3677971460422;"September";"North";1;12,2;1024,3;94;11,3;19;7,2;14,4;;;0;0
2016-09-17 01:00:00;487,502334594727;397,666666667;22,5906960421587;;;;;;;;;;;;;;
2016-09-17 02:00:00;406,663635253906;363,333333333;11,9257711709026;;;;;;;;;;;;;;
2016-09-17 03:00:00;399,029357910156;398,666666667;0,0909760643367721;"September";"West";1;12,6;1024,5;95;11,8;19;10,8;18;0;;3;0
2016-09-17 04:00:00;388,370516777039;398,666666667;2,58264629346643;;;;;;;;;;;;;;
2016-09-17 05:00:00;342,008140563965;332,166666667;2,96281201112542;;;;;;;;;;;;;;
2016-09-17 06:00:00;315,060028076172;316;0,297459469565862;"September";"North";1;12,3;1024,7;96;11,7;18;3,6;18;0;8;6;0
2016-09-17 07:00:00;376,416831970215;369,166666667;1,96392739590292;;;;;;;;;;;;;;
2016-09-17 08:00:00;451,719879150391;452,166666667;0,0988103612109977;;;;;;;;;;;;;;
