"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour"
2016-09-13 00:00:00;488,315460205078;435;12,2564276333513;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;0
2016-09-13 01:00:00;432,948505401611;422,333333333;2,51345826407728;;;;;;;;;;;;
2016-09-13 02:00:00;369,798408508301;376,166666667;1,69293526593538;;;;;;;;;;;;
2016-09-13 03:00:00;405,277252197266;407,833333333;0,626746498341589;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;3
2016-09-13 04:00:00;401,515035867691;399,5;0,504389453739935;;;;;;;;;;;;
2016-09-13 05:00:00;325,778182983398;346,333333333;5,93507709806198;;;;;;;;;;;;
2016-09-13 06:00:00;339,353149414062;313,833333333;8,13164612249271;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;6
2016-09-13 07:00:00;401,537128448486;362,833333333;10,6671001696432;;;;;;;;;;;;
2016-09-13 08:00:00;496,400192260742;445,666666667;11,3837379791408;;;;;;;;;;;;
2016-09-13 09:00:00;558,381469726562;503,833333333;10,8266231677668;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;9
2016-09-13 10:00:00;576,989265441895;513,833333333;12,2911317759848;;;;;;;;;;;;
2016-09-13 11:00:00;591,968952178955;545,5;8,51859801630707;;;;;;;;;;;;
2016-09-13 12:00:00;576,103515625;555,666666667;3,6778972329912;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;12
2016-09-13 13:00:00;566,678668022156;576,5;1,70361352607879;;;;;;;;;;;;
2016-09-13 14:00:00;580,66813659668;588,5;1,33081791050473;;;;;;;;;;;;
2016-09-13 15:00:00;524,949768066406;563;6,75847814095804;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;15
2016-09-13 16:00:00;479,734981536865;496,5;3,37664017384386;;;;;;;;;;;;
2016-09-13 17:00:00;435,360702514648;449,333333333;3,10963593880458;;;;;;;;;;;;
2016-09-13 18:00:00;541,210632324219;505,833333333;6,99386470996548;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;18
2016-09-13 19:00:00;609,55241394043;561,166666667;8,62234878646884;;;;;;;;;;;;
2016-09-13 20:00:00;608,626930236816;542,333333333;12,2237732459478;;;;;;;;;;;;
2016-09-13 21:00:00;561,911437988281;512,833333333;9,5699911580071;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;21
2016-09-13 22:00:00;692,853485107422;624,333333333;10,9749308768487;;;;;;;;;;;;
2016-09-13 23:00:00;639,838989257812;550,666666667;16,1935210515905;;;;;;;;;;;;
2016-09-14 00:00:00;508,498107910156;467,166666667;8,84725820402285;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;0
2016-09-14 01:00:00;442,075012207031;405,833333333;8,93018781291032;;;;;;;;;;;;
2016-09-14 02:00:00;392,247886657715;362,5;8,20631356074892;;;;;;;;;;;;
2016-09-14 03:00:00;396,439117431641;396,666666667;0,057365353451899;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;3
2016-09-14 04:00:00;378,543556213379;407,833333333;7,18180068319861;;;;;;;;;;;;
2016-09-14 05:00:00;306,326026916504;330,833333333;7,40775005033373;;;;;;;;;;;;
2016-09-14 06:00:00;346,648132324219;317,166666667;9,29525979732667;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;6
2016-09-14 07:00:00;410,145599365234;384,833333333;6,577461939954;;;;;;;;;;;;
2016-09-14 08:00:00;478,362121582031;458,833333333;4,25618341788132;;;;;;;;;;;;
2016-09-14 09:00:00;526,9541015625;478,333333333;10,1646205357911;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;9
2016-09-14 10:00:00;549,732149124146;504;9,07383911193363;;;;;;;;;;;;
2016-09-14 11:00:00;529,267475366592;492,333333333;7,5018568788661;;;;;;;;;;;;
2016-09-14 12:00:00;596,696838378906;519,5;14,859834144159;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;12
2016-09-14 13:00:00;591,580877780914;543,333333333;8,87991615606329;;;;;;;;;;;;
2016-09-14 14:00:00;584,947422027588;573;2,08506492628061;;;;;;;;;;;;
