"dt_posix";"puissance";"reality";"mape";"Month";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour"
2016-09-13 00:00:00;519,194641113281;435;19,3550899110991;"September";18,3;1009;97;17,8;9;12,964;20,372;180;0;0
2016-09-13 01:00:00;445,312568664551;422,333333333;5,44101862625942;;;;;;;;;;;
2016-09-13 02:00:00;436,762794494629;376,166666667;16,1088509953678;;;;;;;;;;;
2016-09-13 03:00:00;435,388214111328;407,833333333;6,7564072198653;"September";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;3
2016-09-13 04:00:00;421,65055847168;399,5;5,54457033083346;;;;;;;;;;;
2016-09-13 05:00:00;342,715705871582;346,333333333;1,04455075883198;;;;;;;;;;;
2016-09-13 06:00:00;360,908996582031;313,833333333;15,0002113379972;"September";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;6
2016-09-13 07:00:00;434,16032409668;362,833333333;19,6583346156395;;;;;;;;;;;
2016-09-13 08:00:00;499,281463623047;445,666666667;12,0302461382214;;;;;;;;;;;
2016-09-13 09:00:00;504,807220458984;503,833333333;0,193295493083368;"September";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;9
2016-09-13 10:00:00;528,509857177734;513,833333333;2,8562809947604;;;;;;;;;;;
2016-09-13 11:00:00;541,436164855957;545,5;0,744974361877721;;;;;;;;;;;
2016-09-13 12:00:00;571,250122070312;555,666666667;2,8044610803785;"September";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;12
2016-09-13 13:00:00;555,331964492798;576,5;3,67181882171763;;;;;;;;;;;
2016-09-13 14:00:00;563,114844322205;588,5;4,31353537430678;;;;;;;;;;;
2016-09-13 15:00:00;592,531555175781;563;5,24539168308726;"September";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;15
2016-09-13 16:00:00;507,017211914062;496,5;2,11827027473565;;;;;;;;;;;
2016-09-13 17:00:00;432,167037963867;449,333333333;3,82039214446859;;;;;;;;;;;
2016-09-13 18:00:00;550,874206542969;505,833333333;8,90429124415126;"September";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;18
2016-09-13 19:00:00;590,906509399414;561,166666667;5,29964527455832;;;;;;;;;;;
2016-09-13 20:00:00;579,092329025269;542,333333333;6,77793405512436;;;;;;;;;;;
2016-09-13 21:00:00;576,952697753906;512,833333333;12,5029634879976;"September";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;21
2016-09-13 22:00:00;694,290199279785;624,333333333;11,2050506054708;;;;;;;;;;;
2016-09-13 23:00:00;608,005250930786;550,666666667;10,4125758348217;;;;;;;;;;;
2016-09-14 00:00:00;507,707855224609;467,166666667;8,67809958421272;"September";17,5;1005,5;97;17;9;12,964;24,076;110;3;0
2016-09-14 01:00:00;449,879066467285;405,833333333;10,8531580618451;;;;;;;;;;;
2016-09-14 02:00:00;410,326461791992;362,5;13,1935067012392;;;;;;;;;;;
2016-09-14 03:00:00;409,133972167969;396,666666667;3,14301819351889;"September";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;3
2016-09-14 04:00:00;393,242787361145;407,833333333;3,57757563674709;;;;;;;;;;;
2016-09-14 05:00:00;316,020790100098;330,833333333;4,47734304269539;;;;;;;;;;;
2016-09-14 06:00:00;333,243286132812;317,166666667;5,06882379373481;"September";15,5;1004,6;94;14,5;45;18;36;100;0;6
2016-09-14 07:00:00;366,783802032471;384,833333333;4,69022034661193;;;;;;;;;;;
2016-09-14 08:00:00;435,404945373535;458,833333333;5,10607801514316;;;;;;;;;;;
2016-09-14 09:00:00;539,914306640625;478,333333333;12,8740710747738;"September";18;1005,9;82;14,9;29;28,8;46,8;130;0;9
2016-09-14 10:00:00;609,03059387207;504;20,8394035460457;;;;;;;;;;;
2016-09-14 11:00:00;599,481853485107;492,333333333;21,7634096449925;;;;;;;;;;;
2016-09-14 12:00:00;593,708312988281;519,5;14,2845645790724;"September";20,2;1007,2;65;13,4;7;32,4;54;140;0;12
2016-09-14 13:00:00;572,181413650513;543,333333333;5,30946263512829;;;;;;;;;;;
2016-09-14 14:00:00;594,416024744511;573;3,73752613342245;;;;;;;;;;;
2016-09-14 15:00:00;531,451477050781;539;1,40046807963242;"September";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;15
2016-09-14 16:00:00;443,991096496582;438,833333333;1,17533532022468;;;;;;;;;;;
2016-09-14 17:00:00;389,542282104492;380,5;2,37642105242896;;;;;;;;;;;
2016-09-14 18:00:00;493,917846679688;426;15,9431564975792;"September";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18
2016-09-14 19:00:00;532,296031951904;480,5;10,7796112282839;;;;;;;;;;;
