"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour";"f_weekend"
2016-09-13 00:00:00;479,834381103516;435;10,3067542766703;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;0;0
2016-09-13 01:00:00;415,971370697021;422,333333333;1,5063842074152;;;;;;;;;;;;;
2016-09-13 02:00:00;374,36930847168;376,166666667;0,477809001856996;;;;;;;;;;;;;
2016-09-13 03:00:00;370,887176513672;407,833333333;9,05913121847772;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;3;0
2016-09-13 04:00:00;361,470703125;399,5;9,51922324780976;;;;;;;;;;;;;
2016-09-13 05:00:00;295,115211486816;346,333333333;14,7886781076707;;;;;;;;;;;;;
2016-09-13 06:00:00;323,802886962891;313,833333333;3,17670322779646;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;6;0
2016-09-13 07:00:00;389,811553955078;362,833333333;7,43543058027642;;;;;;;;;;;;;
2016-09-13 08:00:00;467,446395874023;445,666666667;4,88699982206592;;;;;;;;;;;;;
2016-09-13 09:00:00;507,501861572266;503,833333333;0,728123368693629;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;9;0
2016-09-13 10:00:00;521,029067993164;513,833333333;1,40040246386676;;;;;;;;;;;;;
2016-09-13 11:00:00;538,656892776489;545,5;1,25446511888373;;;;;;;;;;;;;
2016-09-13 12:00:00;558,381896972656;555,666666667;0,488643726272585;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;12;0
2016-09-13 13:00:00;550,656688213348;576,5;4,48279475917634;;;;;;;;;;;;;
2016-09-13 14:00:00;563,239031791687;588,5;4,29243300056295;;;;;;;;;;;;;
2016-09-13 15:00:00;519,667785644531;563;7,69666329582038;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;15;0
2016-09-13 16:00:00;455,683773040771;496,5;8,22079092834411;;;;;;;;;;;;;
2016-09-13 17:00:00;395,778831481934;449,333333333;11,9186576819969;;;;;;;;;;;;;
2016-09-13 18:00:00;505,446258544922;505,833333333;0,0765221986316372;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;18;0
2016-09-13 19:00:00;551,208457946777;561,166666667;1,77455456849718;;;;;;;;;;;;;
2016-09-13 20:00:00;533,47244644165;542,333333333;1,63384515513616;;;;;;;;;;;;;
2016-09-13 21:00:00;517,081726074219;512,833333333;0,828415874141333;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;21;0
2016-09-13 22:00:00;630,228530883789;624,333333333;0,944238796176001;;;;;;;;;;;;;
2016-09-13 23:00:00;563,810394287109;550,666666667;2,38687547580535;;;;;;;;;;;;;
2016-09-14 00:00:00;501,428253173828;467,166666667;7,3339107756269;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;0;0
2016-09-14 01:00:00;436,323867797852;405,833333333;7,51306804062668;;;;;;;;;;;;;
2016-09-14 02:00:00;397,115699768066;362,5;9,54915855670797;;;;;;;;;;;;;
2016-09-14 03:00:00;374,904663085938;396,666666667;5,48621939017922;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;3;0
2016-09-14 04:00:00;358,975292205811;407,833333333;11,9799038317685;;;;;;;;;;;;;
2016-09-14 05:00:00;297,848785400391;330,833333333;9,97014043304058;;;;;;;;;;;;;
2016-09-14 06:00:00;316,383880615234;317,166666667;0,24680590176505;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;6;0
2016-09-14 07:00:00;375,418594360352;384,833333333;2,44644581359634;;;;;;;;;;;;;
2016-09-14 08:00:00;455,180587768555;458,833333333;0,796094202204421;;;;;;;;;;;;;
2016-09-14 09:00:00;506,778869628906;478,333333333;5,94680201308559;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;9;0
2016-09-14 10:00:00;529,979524612427;504;5,15466758183071;;;;;;;;;;;;;
2016-09-14 11:00:00;528,28861618042;492,333333333;7,30303646190473;;;;;;;;;;;;;
2016-09-14 12:00:00;550,957092285156;519,5;6,05526319252286;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;12;0
2016-09-14 13:00:00;543,484777450562;543,333333333;0,0278731504714555;;;;;;;;;;;;;
2016-09-14 14:00:00;546,745828151703;573;4,58187990371678;;;;;;;;;;;;;
2016-09-14 15:00:00;487,999176025391;539;9,46211947580879;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;15;0
2016-09-14 16:00:00;423,690223693848;438,833333333;3,45076558431382;;;;;;;;;;;;;
2016-09-14 17:00:00;380,35750579834;380,5;0,0374491988594366;;;;;;;;;;;;;
2016-09-14 18:00:00;467,364929199219;426;9,71007727681191;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;18;0
2016-09-14 19:00:00;506,923484802246;480,5;5,4991643709149;;;;;;;;;;;;;
2016-09-14 20:00:00;508,217712402344;471,833333333;7,71127779640469;;;;;;;;;;;;;
2016-09-14 21:00:00;488,741607666016;477,166666667;2,42576479196805;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;21;0
2016-09-14 22:00:00;618,859405517578;607,166666667;1,92578734843345;;;;;;;;;;;;;
2016-09-14 23:00:00;618,131561279297;539,833333333;14,5041484309377;;;;;;;;;;;;;
2016-09-15 00:00:00;536,623107910156;445,333333333;20,4992008781193;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;0;0
2016-09-15 01:00:00;469,552909851074;393,166666667;19,4284637178489;;;;;;;;;;;;;
2016-09-15 02:00:00;416,226844787598;358,5;16,1023276952853;;;;;;;;;;;;;
2016-09-15 03:00:00;366,475708007812;383,833333333;4,52217767916697;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;3;0
2016-09-15 04:00:00;349,860300064087;396,833333333;11,8369676444231;;;;;;;;;;;;;
2016-09-15 05:00:00;289,759727478027;316;8,30388370948502;;;;;;;;;;;;;
2016-09-15 06:00:00;333,128509521484;294;13,3090168440423;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;6;0
2016-09-15 07:00:00;389,133724212646;357,5;8,84859418535566;;;;;;;;;;;;;
2016-09-15 08:00:00;465,314636230469;459,166666667;1,33894073977443;;;;;;;;;;;;;
2016-09-15 09:00:00;543,191345214844;503;7,99032708048583;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;9;0
2016-09-15 10:00:00;559,810321807861;525,5;6,5290812193837;;;;;;;;;;;;;
2016-09-15 11:00:00;573,719472885132;593,666666667;3,35999895258679;;;;;;;;;;;;;
2016-09-15 12:00:00;568,593383789062;615,5;7,6208962162368;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;12;0
2016-09-15 13:00:00;540,551233291626;625,333333333;13,5579051238943;;;;;;;;;;;;;
2016-09-15 14:00:00;549,658706665039;658;16,4652421481704;;;;;;;;;;;;;
2016-09-15 15:00:00;530,531005859375;613;13,4533432529568;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;15;0
2016-09-15 16:00:00;478,452228546143;522;8,34248495284625;;;;;;;;;;;;;
2016-09-15 17:00:00;427,977378845215;437;2,06467303313161;;;;;;;;;;;;;
2016-09-15 18:00:00;502,786651611328;485,5;3,56058735557737;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;18;0
2016-09-15 19:00:00;544,950275421143;557;2,16332577717368;;;;;;;;;;;;;
2016-09-15 20:00:00;536,870388031006;533,166666667;0,694664838512707;;;;;;;;;;;;;
2016-09-15 21:00:00;490,06591796875;497,666666667;1,52727703246716;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;21;0
2016-09-15 22:00:00;605,07608795166;616,5;1,85302709624328;;;;;;;;;;;;;
2016-09-15 23:00:00;549,00963973999;541,833333333;1,32444904466219;;;;;;;;;;;;;
2016-09-16 00:00:00;490,232818603516;442,5;10,787077650512;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;0;0
2016-09-16 01:00:00;424,962181091309;412,5;3,0211348100142;;;;;;;;;;;;;
2016-09-16 02:00:00;377,24153137207;371,166666667;1,6366945770269;;;;;;;;;;;;;
2016-09-16 03:00:00;378,040069580078;412;8,24270155823347;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;3;0
2016-09-16 04:00:00;370,093154907227;407,166666667;9,10524234786978;;;;;;;;;;;;;
2016-09-16 05:00:00;325,826110839844;341,833333333;4,68275645826578;;;;;;;;;;;;;
2016-09-16 06:00:00;315,246154785156;328;3,88836744354992;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;6;0
2016-09-16 07:00:00;378,25505065918;425,666666667;11,1382026643187;;;;;;;;;;;;;
2016-09-16 08:00:00;446,29313659668;461,833333333;3,3648928335615;;;;;;;;;;;;;
2016-09-16 09:00:00;502,613159179688;499,166666667;0,690449251289185;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;9;0
2016-09-16 10:00:00;507,931945800781;506;0,381807470510128;;;;;;;;;;;;;
2016-09-16 11:00:00;519,128536224365;536,666666667;3,26797461663798;;;;;;;;;;;;;
2016-09-16 12:00:00;539,656188964844;524,833333333;2,82429767517049;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;12;0
2016-09-16 13:00:00;501,3515625;564,5;11,1866142604074;;;;;;;;;;;;;
2016-09-16 14:00:00;466,440490722656;572,666666667;18,5493904442867;;;;;;;;;;;;;
2016-09-16 15:00:00;475,020629882812;520,833333333;8,79603906244164;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;15;0
2016-09-16 16:00:00;445,817403793335;442,166666667;0,825647295815799;;;;;;;;;;;;;
2016-09-16 17:00:00;452,116083145142;386,666666667;16,926573227091;;;;;;;;;;;;;
2016-09-16 18:00:00;456,398193359375;447,833333333;1,91251061251538;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;18;0
2016-09-16 19:00:00;493,374572753906;488,166666667;1,06682951592407;;;;;;;;;;;;;
2016-09-16 20:00:00;503,136569976807;493,5;1,95269908344613;;;;;;;;;;;;;
2016-09-16 21:00:00;499,363311767578;511,333333333;2,34094293978416;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;21;0
2016-09-16 22:00:00;617,939483642578;616,5;0,233492886062956;;;;;;;;;;;;;
2016-09-16 23:00:00;630,160827636719;560,5;12,4283367772915;;;;;;;;;;;;;
2016-09-17 00:00:00;549,127502441406;461,333333333;19,03052798594;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;0;1
2016-09-17 01:00:00;476,24129486084;397,666666667;19,7589173999432;;;;;;;;;;;;;
2016-09-17 02:00:00;403,279998779297;363,333333333;10,9944950769725;;;;;;;;;;;;;
2016-09-17 03:00:00;376,973876953125;398,666666667;5,44133521250591;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;3;1
2016-09-17 04:00:00;366,105913162231;398,666666667;8,16741308647358;;;;;;;;;;;;;
2016-09-17 05:00:00;316,88928604126;332,166666667;4,59931177894378;;;;;;;;;;;;;
2016-09-17 06:00:00;315,665161132812;316;0,105961666831487;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;6;1
2016-09-17 07:00:00;356,81275177002;369,166666667;3,34643292920162;;;;;;;;;;;;;
2016-09-17 08:00:00;435,7412109375;452,166666667;3,63261092432464;;;;;;;;;;;;;
2016-09-17 09:00:00;506,678436279297;515,166666667;1,64766684976336;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;9;1
2016-09-17 10:00:00;526,017904281616;510,833333333;2,97250981049778;;;;;;;;;;;;;
2016-09-17 11:00:00;529,698343276978;534,833333333;0,960110325215152;;;;;;;;;;;;;
2016-09-17 12:00:00;539,366760253906;524,5;2,83446334678861;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;12;1
2016-09-17 13:00:00;505,157569885254;567,333333333;10,9593002551908;;;;;;;;;;;;;
2016-09-17 14:00:00;473,121673583984;606,166666667;21,9485828566856;;;;;;;;;;;;;
2016-09-17 15:00:00;492,777404785156;556,666666667;11,4771129128992;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;15;1
2016-09-17 16:00:00;459,726005554199;449;2,38886537955439;;;;;;;;;;;;;
2016-09-17 17:00:00;456,704013824463;401,666666667;13,702244105581;;;;;;;;;;;;;
2016-09-17 18:00:00;462,019348144531;454;1,76637624328882;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;18;1
2016-09-17 19:00:00;489,91632270813;489,666666667;0,0509848960782228;;;;;;;;;;;;;
2016-09-17 20:00:00;488,027507781982;499,833333333;2,36195242768098;;;;;;;;;;;;;
2016-09-17 21:00:00;504,345489501953;517,666666667;2,57331175113424;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;21;1
2016-09-17 22:00:00;634,578842163086;628,666666667;0,940430884848809;;;;;;;;;;;;;
2016-09-17 23:00:00;633,031112670898;571,333333333;10,7989112026723;;;;;;;;;;;;;
2016-09-18 00:00:00;521,535949707031;473,666666667;10,1061118311043;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;0;1
2016-09-18 01:00:00;445,27897644043;430,833333333;3,35295391275223;;;;;;;;;;;;;
2016-09-18 02:00:00;377,465087890625;390,166666667;3,25542386408308;;;;;;;;;;;;;
2016-09-18 03:00:00;369,029144287109;418,5;11,8209930018855;"September";"Sunday";10,1;1023,7;98;9,8;0,6;3,6;10,8;300;0;3;1
2016-09-18 04:00:00;362,650507926941;412,666666667;12,1202323279528;;;;;;;;;;;;;
2016-09-18 05:00:00;297,789939880371;348;14,4281781952957;;;;;;;;;;;;;
2016-09-18 06:00:00;318,004119873047;311,5;2,08799995924458;"September";"Sunday";10,4;1023,4;99;10,2;0,3;3,6;10,8;340;0;6;1
2016-09-18 07:00:00;341,481479644775;359,833333333;5,10009829223944;;;;;;;;;;;;;
2016-09-18 08:00:00;411,189666748047;434,333333333;5,32854948234172;;;;;;;;;;;;;
2016-09-18 09:00:00;503,345581054688;515;2,26299396996359;"September";"Sunday";15,2;1023,5;79;11,6;18;7,2;18;360;0;9;1
2016-09-18 10:00:00;548,708572387695;553;0,776026693002656;;;;;;;;;;;;;
2016-09-18 11:00:00;547,930679321289;582,333333333;5,90772535977058;;;;;;;;;;;;;
2016-09-18 12:00:00;543,679992675781;581,333333333;6,47706548002988;"September";"Sunday";18;1023,2;63;10,8;35;10,8;25,2;300;0;12;1
2016-09-18 13:00:00;491,924289703369;582;15,476926167806;;;;;;;;;;;;;
2016-09-18 14:00:00;462,485290527344;572,166666667;19,1694802457779;;;;;;;;;;;;;
2016-09-18 15:00:00;451,714202880859;547,333333333;17,4699994736052;"September";"Sunday";17,7;1023,2;62;10,3;50;10,8;25,2;310;0;15;1
2016-09-18 16:00:00;416,993553161621;451,333333333;7,60851850178824;;;;;;;;;;;;;
2016-09-18 17:00:00;409,193618774414;378,166666667;8,20457085254827;;;;;;;;;;;;;
2016-09-18 18:00:00;428,504180908203;400,166666667;7,08142796530933;"September";"Sunday";15,7;1023,5;75;11,3;55;3,6;14,4;350;0;18;1
2016-09-18 19:00:00;461,998233795166;445,166666667;3,78095854619694;;;;;;;;;;;;;
2016-09-18 20:00:00;469,323638916016;453,833333333;3,4132145978025;;;;;;;;;;;;;
2016-09-18 21:00:00;470,485260009766;450,5;4,43623973579703;"September";"Sunday";14,2;1023,5;86;11,9;35;0;3,6;0;0;21;1
2016-09-18 22:00:00;605,95002746582;580,166666667;4,44412998543043;;;;;;;;;;;;;
2016-09-18 23:00:00;593,889617919922;527;12,6925271195298;;;;;;;;;;;;;
2016-09-19 00:00:00;511,433074951172;453,833333333;12,6918270183359;"September";"Monday";13,3;1023,3;93;12,2;14;3,6;7,2;230;0;0;0
2016-09-19 01:00:00;437,607391357422;406,166666667;7,74084317367158;;;;;;;;;;;;;
2016-09-19 02:00:00;377,376159667969;370,166666667;1,94763430912983;;;;;;;;;;;;;
2016-09-19 03:00:00;366,526733398438;391,166666667;6,29908818113545;"September";"Monday";13,6;1023;96;13;22;3,6;3,6;160;0;3;0
2016-09-19 04:00:00;357,660927772522;402,333333333;11,103331953732;;;;;;;;;;;;;
2016-09-19 05:00:00;288,60311126709;317,5;9,10138227808194;;;;;;;;;;;;;
2016-09-19 06:00:00;305,514709472656;304,166666667;0,443192155283756;"September";"Monday";14,4;1022,9;95;13,6;16;7,2;10,8;190;0;6;0
2016-09-19 07:00:00;360,461605072021;350,333333333;2,89103855538472;;;;;;;;;;;;;
2016-09-19 08:00:00;432,851905822754;407,5;6,2213265822709;;;;;;;;;;;;;
2016-09-19 09:00:00;517,358520507812;476,166666667;8,6507218426567;"September";"Monday";15,7;1023,1;93;14,6;19;10,8;14,4;180;;9;0
2016-09-19 10:00:00;538,736856460571;529,166666667;1,8085398035084;;;;;;;;;;;;;
2016-09-19 11:00:00;540,312740325928;561,5;3,7733320879915;;;;;;;;;;;;;
2016-09-19 12:00:00;539,637451171875;581,833333333;7,25222838633329;"September";"Monday";16,2;1022,8;92;14,9;6;7,2;14,4;230;0;12;0
2016-09-19 13:00:00;508,407649993896;579,166666667;12,2173841737662;;;;;;;;;;;;;
2016-09-19 14:00:00;505,385837554932;567,166666667;10,8928878834026;;;;;;;;;;;;;
2016-09-19 15:00:00;496,844696044922;564,5;11,9849962719359;"September";"Monday";17;1022;86;14,6;40;14,4;21,6;340;0;15;0
2016-09-19 16:00:00;439,877716064453;485,833333333;9,45913219936433;;;;;;;;;;;;;
2016-09-19 17:00:00;375,966293334961;393;4,334276505099;;;;;;;;;;;;;
2016-09-19 18:00:00;464,9931640625;457,5;1,63785006830601;"September";"Monday";15,2;1021,9;91;13,7;18;14,4;21,6;340;0;18;0
2016-09-19 19:00:00;500,675277709961;499,666666667;0,201856779778569;;;;;;;;;;;;;
2016-09-19 20:00:00;497,338005065918;473,666666667;4,99746764227332;;;;;;;;;;;;;
2016-09-19 21:00:00;485,884490966797;470;3,37967892910572;"September";"Monday";14,3;1021,8;96;13,7;7;10,8;21,6;310;0;21;0
2016-09-19 22:00:00;607,950271606445;583,166666667;4,24983222739603;;;;;;;;;;;;;
2016-09-19 23:00:00;589,101928710938;527,833333333;11,6075646437593;;;;;;;;;;;;;
2016-09-20 00:00:00;469,320526123047;440,166666667;6,62336829746871;"September";"Tuesday";14,2;1021;97;13,7;4,8;0;7,2;0;0;0;0
2016-09-20 01:00:00;392,041961669922;404,333333333;3,03991055146453;;;;;;;;;;;;;
2016-09-20 02:00:00;350,340255737305;379,666666667;7,72425222028172;;;;;;;;;;;;;
2016-09-20 03:00:00;362,572265625;399,833333333;9,31914990613532;"September";"Tuesday";13,3;1020,1;98;13;0,3;3,6;3,6;60;0;3;0
2016-09-20 04:00:00;361,425612807274;412,166666667;12,3108096707687;;;;;;;;;;;;;
2016-09-20 05:00:00;291,916175842285;330;11,5405527750651;;;;;;;;;;;;;
2016-09-20 06:00:00;313,421569824219;313,833333333;0,131204516871483;"September";"Tuesday";13,5;1020;99;13,3;7;7,2;10,8;40;0;6;0
2016-09-20 07:00:00;372,918281555176;372,833333333;0,0227845030422546;;;;;;;;;;;;;
2016-09-20 08:00:00;448,172271728516;469,833333333;4,61037139506912;;;;;;;;;;;;;
