"dt_posix";"puissance";"reality";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour"
2016-09-13 00:00:00;522,261047363281;435;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;7;0
2016-09-13 01:00:00;455,979156494141;422,333333333;;;;;;;;;;;;;
2016-09-13 02:00:00;402,3818359375;376,166666667;;;;;;;;;;;;;
2016-09-13 03:00:00;398,0849609375;407,833333333;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;7;3
2016-09-13 04:00:00;386,586295127869;399,5;;;;;;;;;;;;;
2016-09-13 05:00:00;319,349433898926;346,333333333;;;;;;;;;;;;;
2016-09-13 06:00:00;338,0849609375;313,833333333;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;8;6
2016-09-13 07:00:00;407,554946899414;362,833333333;;;;;;;;;;;;;
2016-09-13 08:00:00;491,151229858398;445,666666667;;;;;;;;;;;;;
2016-09-13 09:00:00;532,811645507812;503,833333333;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;8;9
2016-09-13 10:00:00;563,766201019287;513,833333333;;;;;;;;;;;;;
2016-09-13 11:00:00;576,164863586426;545,5;;;;;;;;;;;;;
2016-09-13 12:00:00;582,5205078125;555,666666667;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;;12
2016-09-13 13:00:00;568,989562988281;576,5;;;;;;;;;;;;;
2016-09-13 14:00:00;583,122614741325;588,5;;;;;;;;;;;;;
2016-09-13 15:00:00;552,108154296875;563;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;8;15
2016-09-13 16:00:00;477,194267272949;496,5;;;;;;;;;;;;;
2016-09-13 17:00:00;411,44157409668;449,333333333;;;;;;;;;;;;;
2016-09-13 18:00:00;528,668151855469;505,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;8;18
2016-09-13 19:00:00;577,289558410645;561,166666667;;;;;;;;;;;;;
2016-09-13 20:00:00;557,581441879272;542,333333333;;;;;;;;;;;;;
2016-09-13 21:00:00;541,183471679688;512,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;8;21
2016-09-13 22:00:00;653,81974029541;624,333333333;;;;;;;;;;;;;
2016-09-13 23:00:00;588,173294067383;550,666666667;;;;;;;;;;;;;
2016-09-14 00:00:00;524,78125;467,166666667;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;8;0
2016-09-14 01:00:00;464,149868011475;405,833333333;;;;;;;;;;;;;
2016-09-14 02:00:00;419,503921508789;362,5;;;;;;;;;;;;;
2016-09-14 03:00:00;398,538543701172;396,666666667;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;;3
2016-09-14 04:00:00;381,511203765869;407,833333333;;;;;;;;;;;;;
2016-09-14 05:00:00;319,4501953125;330,833333333;;;;;;;;;;;;;
2016-09-14 06:00:00;343,035827636719;317,166666667;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;7;6
2016-09-14 07:00:00;403,535209655762;384,833333333;;;;;;;;;;;;;
2016-09-14 08:00:00;490,10481262207;458,833333333;;;;;;;;;;;;;
2016-09-14 09:00:00;529,51904296875;478,333333333;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;;9
2016-09-14 10:00:00;550,778814315796;504;;;;;;;;;;;;;
2016-09-14 11:00:00;544,945561408997;492,333333333;;;;;;;;;;;;;
2016-09-14 12:00:00;580,026977539062;519,5;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;7;12
2016-09-14 13:00:00;569,342485427856;543,333333333;;;;;;;;;;;;;
2016-09-14 14:00:00;579,628760099411;573;;;;;;;;;;;;;
2016-09-14 15:00:00;511,398559570312;539;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;;15
2016-09-14 16:00:00;438,703002929688;438,833333333;;;;;;;;;;;;;
2016-09-14 17:00:00;401,052787780762;380,5;;;;;;;;;;;;;
2016-09-14 18:00:00;503,044281005859;426;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;;18
2016-09-14 19:00:00;544,789970397949;480,5;;;;;;;;;;;;;
2016-09-14 20:00:00;545,321720123291;471,833333333;;;;;;;;;;;;;
2016-09-14 21:00:00;537,1728515625;477,166666667;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;;21
2016-09-14 22:00:00;674,651824951172;607,166666667;;;;;;;;;;;;;
2016-09-14 23:00:00;672,792251586914;539,833333333;;;;;;;;;;;;;
2016-09-15 00:00:00;553,261962890625;445,333333333;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;8;0
2016-09-15 01:00:00;489,151588439941;393,166666667;;;;;;;;;;;;;
2016-09-15 02:00:00;434,611953735352;358,5;;;;;;;;;;;;;
2016-09-15 03:00:00;399,839447021484;383,833333333;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;7;3
2016-09-15 04:00:00;382,025897979736;396,833333333;;;;;;;;;;;;;
2016-09-15 05:00:00;315,852119445801;316;;;;;;;;;;;;;
2016-09-15 06:00:00;345,633514404297;294;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;8;6
2016-09-15 07:00:00;405,155708312988;357,5;;;;;;;;;;;;;
2016-09-15 08:00:00;486,299682617188;459,166666667;;;;;;;;;;;;;
2016-09-15 09:00:00;567,278564453125;503;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;8;9
2016-09-15 10:00:00;588,950378417969;525,5;;;;;;;;;;;;;
2016-09-15 11:00:00;603,692138671875;593,666666667;;;;;;;;;;;;;
2016-09-15 12:00:00;601,950012207031;615,5;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;8;12
2016-09-15 13:00:00;581,537612915039;625,333333333;;;;;;;;;;;;;
2016-09-15 14:00:00;576,064643859863;658;;;;;;;;;;;;;
2016-09-15 15:00:00;559,608703613281;613;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;8;15
2016-09-15 16:00:00;503,673915863037;522;;;;;;;;;;;;;
2016-09-15 17:00:00;447,727226257324;437;;;;;;;;;;;;;
2016-09-15 18:00:00;522,533142089844;485,5;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;8;18
2016-09-15 19:00:00;562,433727264404;557;;;;;;;;;;;;;
2016-09-15 20:00:00;558,125953674316;533,166666667;;;;;;;;;;;;;
2016-09-15 21:00:00;524,862976074219;497,666666667;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;8;21
2016-09-15 22:00:00;643,992607116699;616,5;;;;;;;;;;;;;
2016-09-15 23:00:00;591,526420593262;541,833333333;;;;;;;;;;;;;
2016-09-16 00:00:00;505,362823486328;442,5;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;8;0
2016-09-16 01:00:00;434,992889404297;412,5;;;;;;;;;;;;;
2016-09-16 02:00:00;392,842597961426;371,166666667;;;;;;;;;;;;;
2016-09-16 03:00:00;398,534454345703;412;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;8;3
2016-09-16 04:00:00;388,573362350464;407,166666667;;;;;;;;;;;;;
2016-09-16 05:00:00;338,317794799805;341,833333333;;;;;;;;;;;;;
2016-09-16 06:00:00;331,405639648438;328;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;8;6
2016-09-16 07:00:00;397,068695068359;425,666666667;;;;;;;;;;;;;
2016-09-16 08:00:00;471,493041992188;461,833333333;;;;;;;;;;;;;
2016-09-16 09:00:00;531,234252929688;499,166666667;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;6;9
2016-09-16 10:00:00;549,011075973511;506;;;;;;;;;;;;;
2016-09-16 11:00:00;556,828857421875;536,666666667;;;;;;;;;;;;;
2016-09-16 12:00:00;574,722900390625;524,833333333;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;7;12
2016-09-16 13:00:00;535,686603546143;564,5;;;;;;;;;;;;;
2016-09-16 14:00:00;498,813438415527;572,666666667;;;;;;;;;;;;;
