"dt_posix";"puissance";"reality";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour"
2016-09-13 00:00:00;488,511169433594;435;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;7;0
2016-09-13 01:00:00;420,95304107666;422,333333333;;;;;;;;;;;;;
2016-09-13 02:00:00;370,360359191895;376,166666667;;;;;;;;;;;;;
2016-09-13 03:00:00;380,184326171875;407,833333333;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;7;3
2016-09-13 04:00:00;372,245691776276;399,5;;;;;;;;;;;;;
2016-09-13 05:00:00;302,608253479004;346,333333333;;;;;;;;;;;;;
2016-09-13 06:00:00;322,519897460938;313,833333333;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;8;6
2016-09-13 07:00:00;386,34587097168;362,833333333;;;;;;;;;;;;;
2016-09-13 08:00:00;466,093490600586;445,666666667;;;;;;;;;;;;;
2016-09-13 09:00:00;493,189788818359;503,833333333;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;8;9
2016-09-13 10:00:00;524,121883392334;513,833333333;;;;;;;;;;;;;
2016-09-13 11:00:00;534,957332611084;545,5;;;;;;;;;;;;;
2016-09-13 12:00:00;552,786071777344;555,666666667;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;;12
2016-09-13 13:00:00;542,442411422729;576,5;;;;;;;;;;;;;
2016-09-13 14:00:00;553,237877845764;588,5;;;;;;;;;;;;;
2016-09-13 15:00:00;511,209411621094;563;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;8;15
2016-09-13 16:00:00;440,428405761719;496,5;;;;;;;;;;;;;
2016-09-13 17:00:00;384,568992614746;449,333333333;;;;;;;;;;;;;
2016-09-13 18:00:00;502,370727539062;505,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;8;18
2016-09-13 19:00:00;546,171195983887;561,166666667;;;;;;;;;;;;;
2016-09-13 20:00:00;525,130752563477;542,333333333;;;;;;;;;;;;;
2016-09-13 21:00:00;513,729736328125;512,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;8;21
2016-09-13 22:00:00;622,825714111328;624,333333333;;;;;;;;;;;;;
2016-09-13 23:00:00;550,645477294922;550,666666667;;;;;;;;;;;;;
2016-09-14 00:00:00;490,002471923828;467,166666667;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;8;0
2016-09-14 01:00:00;429,629737854004;405,833333333;;;;;;;;;;;;;
2016-09-14 02:00:00;385,332969665527;362,5;;;;;;;;;;;;;
2016-09-14 03:00:00;383,556243896484;396,666666667;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;;3
2016-09-14 04:00:00;368,869972229004;407,833333333;;;;;;;;;;;;;
2016-09-14 05:00:00;305,323318481445;330,833333333;;;;;;;;;;;;;
2016-09-14 06:00:00;323,941986083984;317,166666667;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;7;6
2016-09-14 07:00:00;382,893058776855;384,833333333;;;;;;;;;;;;;
2016-09-14 08:00:00;463,553573608398;458,833333333;;;;;;;;;;;;;
2016-09-14 09:00:00;505,311645507812;478,333333333;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;;9
2016-09-14 10:00:00;525,519245147705;504;;;;;;;;;;;;;
2016-09-14 11:00:00;515,64910030365;492,333333333;;;;;;;;;;;;;
2016-09-14 12:00:00;551,7822265625;519,5;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;7;12
2016-09-14 13:00:00;538,370921134949;543,333333333;;;;;;;;;;;;;
2016-09-14 14:00:00;547,295517921448;573;;;;;;;;;;;;;
2016-09-14 15:00:00;481,316833496094;539;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;;15
2016-09-14 16:00:00;414,320846557617;438,833333333;;;;;;;;;;;;;
2016-09-14 17:00:00;371,966026306152;380,5;;;;;;;;;;;;;
2016-09-14 18:00:00;467,111419677734;426;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;;18
2016-09-14 19:00:00;510,805828094482;480,5;;;;;;;;;;;;;
2016-09-14 20:00:00;508,953681945801;471,833333333;;;;;;;;;;;;;
2016-09-14 21:00:00;491,687072753906;477,166666667;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;;21
2016-09-14 22:00:00;619,904190063477;607,166666667;;;;;;;;;;;;;
2016-09-14 23:00:00;617,867553710938;539,833333333;;;;;;;;;;;;;
2016-09-15 00:00:00;529,073303222656;445,333333333;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;8;0
2016-09-15 01:00:00;475,717239379883;393,166666667;;;;;;;;;;;;;
2016-09-15 02:00:00;416,650588989258;358,5;;;;;;;;;;;;;
2016-09-15 03:00:00;383,932220458984;383,833333333;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;7;3
2016-09-15 04:00:00;364,228605270386;396,833333333;;;;;;;;;;;;;
2016-09-15 05:00:00;306,231559753418;316;;;;;;;;;;;;;
2016-09-15 06:00:00;329,994567871094;294;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;8;6
2016-09-15 07:00:00;383,573329925537;357,5;;;;;;;;;;;;;
2016-09-15 08:00:00;464,017303466797;459,166666667;;;;;;;;;;;;;
2016-09-15 09:00:00;538,817138671875;503;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;8;9
2016-09-15 10:00:00;556,012351989746;525,5;;;;;;;;;;;;;
2016-09-15 11:00:00;568,294967651367;593,666666667;;;;;;;;;;;;;
