"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"rose_vt";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"rr_3h";"Hour";"f_weekend";"f_evening"
2016-09-13 00:00:00;472,931976318359;435;8,71999455594468;"September";"Tuesday";"South";18,3;1009;97;17,8;9;12,964;20,372;0;0;0;0
2016-09-13 01:00:00;412,269523620605;422,333333333;2,38290679851676;;;;;;;;;;;;;;
2016-09-13 02:00:00;355,086982727051;376,166666667;5,60381495966253;;;;;;;;;;;;;;
2016-09-13 03:00:00;378,862762451172;407,833333333;7,10353188766288;"September";"Tuesday";"East";17,1;1007,4;98;16,8;0,4;3,704;11,112;0;3;0;0
2016-09-13 04:00:00;361,661792755127;399,5;9,4713910500308;;;;;;;;;;;;;;
2016-09-13 05:00:00;287,869369506836;346,333333333;16,8808365234515;;;;;;;;;;;;;;
2016-09-13 06:00:00;321,573394775391;313,833333333;2,46629679524127;"September";"Tuesday";"South";17,6;1008,1;99;17,4;5;5,556;14,816;0;6;0;0
2016-09-13 07:00:00;388,010795593262;362,833333333;6,93912602488329;;;;;;;;;;;;;;
2016-09-13 08:00:00;462,44059753418;445,666666667;3,76378403900534;;;;;;;;;;;;;;
2016-09-13 09:00:00;495,326843261719;503,833333333;1,68835396717569;"September";"Tuesday";"North";20,1;1007,2;87;17,9;45;11,112;18,52;0;9;0;0
2016-09-13 10:00:00;503,936722755432;513,833333333;1,92603514321914;;;;;;;;;;;;;;
2016-09-13 11:00:00;544,26118850708;545,5;0,227096515659014;;;;;;;;;;;;;;
2016-09-13 12:00:00;552,297729492188;555,666666667;0,606287433979083;"September";"Tuesday";"North";23,3;1005,8;76;18,8;40;14,816;25,928;0;12;0;0
2016-09-13 13:00:00;560,692275047302;576,5;2,74201647054601;;;;;;;;;;;;;;
2016-09-13 14:00:00;565,054297447205;588,5;3,9839766444852;;;;;;;;;;;;;;
2016-09-13 15:00:00;534,967102050781;563;4,97920034622003;"September";"Tuesday";"North";18,8;1005,1;93;17,6;5;14,816;29,632;0;15;0;0
2016-09-13 16:00:00;450,804046630859;496,5;9,20361598572822;;;;;;;;;;;;;;
2016-09-13 17:00:00;387,607070922852;449,333333333;13,7372987559779;;;;;;;;;;;;;;
2016-09-13 18:00:00;504,884490966797;505,833333333;0,187580039447196;"September";"Tuesday";"North";17,2;1005,1;98;16,9;3,9;9,26;24,076;2;18;0;1
2016-09-13 19:00:00;550,58572769165;561,166666667;1,88552521093138;;;;;;;;;;;;;;
2016-09-13 20:00:00;548,303176879883;542,333333333;1,10077016844864;;;;;;;;;;;;;;
2016-09-13 21:00:00;520,17626953125;512,833333333;1,4318367627406;"September";"Tuesday";"East";17,2;1005,1;98;16,9;3;12,964;25,928;0;21;0;1
2016-09-13 22:00:00;626,035972595215;624,333333333;0,272713176008923;;;;;;;;;;;;;;
2016-09-13 23:00:00;547,149782180786;550,666666667;0,638659410329001;;;;;;;;;;;;;;
2016-09-14 00:00:00;480,155700683594;467,166666667;2,78038544771697;"September";"Wednesday";"East";17,5;1005,5;97;17;9;12,964;24,076;3;0;0;0
2016-09-14 01:00:00;417,913074493408;405,833333333;2,97652759599626;;;;;;;;;;;;;;
2016-09-14 02:00:00;371,371528625488;362,5;2,44731824151401;;;;;;;;;;;;;;
2016-09-14 03:00:00;388,936401367188;396,666666667;1,94880637810236;"September";"Wednesday";"East";16,2;1004;97;15,7;2,9;7,408;12,964;0;3;0;0
2016-09-14 04:00:00;364,521390914917;407,833333333;10,6200104008464;;;;;;;;;;;;;;
2016-09-14 05:00:00;303,339683532715;330,833333333;8,31042311344469;;;;;;;;;;;;;;
2016-09-14 06:00:00;330,160980224609;317,166666667;4,09699849424983;"September";"Wednesday";"East";15,5;1004,6;94;14,5;45;18;36;0;6;0;0
2016-09-14 07:00:00;389,921157836914;384,833333333;1,32208518941147;;;;;;;;;;;;;;
2016-09-14 08:00:00;475,835891723633;458,833333333;3,70560662346063;;;;;;;;;;;;;;
2016-09-14 09:00:00;476,364685058594;478,333333333;0,411564099179291;"September";"Wednesday";"East";18;1005,9;82;14,9;29;28,8;46,8;0;9;0;0
2016-09-14 10:00:00;487,17172908783;504;3,33894264130365;;;;;;;;;;;;;;
2016-09-14 11:00:00;496,055839538574;492,333333333;0,756094693075847;;;;;;;;;;;;;;
2016-09-14 12:00:00;539,586608886719;519,5;3,86652721592276;"September";"Wednesday";"South";20,2;1007,2;65;13,4;7;32,4;54;0;12;0;0
2016-09-14 13:00:00;538,478343725204;543,333333333;0,893556369533476;;;;;;;;;;;;;;
2016-09-14 14:00:00;563,324060440063;573;1,68864564745838;;;;;;;;;;;;;;
2016-09-14 15:00:00;471,042938232422;539;12,6079891962112;"September";"Wednesday";"South";20,4;1007,9;62;12,9;28;25,2;46,8;0;15;0;0
2016-09-14 16:00:00;388,294692993164;438,833333333;11,5165910383306;;;;;;;;;;;;;;
2016-09-14 17:00:00;367,873321533203;380,5;3,3184437494867;;;;;;;;;;;;;;
2016-09-14 18:00:00;458,218048095703;426;7,56292208819322;"September";"Wednesday";"East";18,6;1009,3;63;11,4;45;25,2;43,2;0;18;0;1
2016-09-14 19:00:00;511,156299591064;480,5;6,38008316151185;;;;;;;;;;;;;;
2016-09-14 20:00:00;507,547283172607;471,833333333;7,56918753224288;;;;;;;;;;;;;;
2016-09-14 21:00:00;496,905090332031;477,166666667;4,13658896228099;"September";"Wednesday";"East";13,8;1010,5;89;12;60;3,6;10,8;0;21;0;1
2016-09-14 22:00:00;624,511077880859;607,166666667;2,85661452877023;;;;;;;;;;;;;;
2016-09-14 23:00:00;614,881958007812;539,833333333;13,902184255917;;;;;;;;;;;;;;
2016-09-15 00:00:00;546,021728515625;445,333333333;22,6096695769537;"September";"Thursday";"North";13,4;1010,4;89;11,6;60;10,8;14,4;0;0;0;0
2016-09-15 01:00:00;483,787811279297;393,166666667;23,0490405965799;;;;;;;;;;;;;;
2016-09-15 02:00:00;426,591621398926;358,5;18,9934787723642;;;;;;;;;;;;;;
2016-09-15 03:00:00;381,665313720703;383,833333333;0,56483359417249;"September";"Thursday";"East";12,7;1009,8;94;11,8;60;7,2;7,2;0;3;0;0
2016-09-15 04:00:00;358,08095741272;396,833333333;9,76540342385035;;;;;;;;;;;;;;
2016-09-15 05:00:00;306,122940063477;316;3,12565187864666;;;;;;;;;;;;;;
2016-09-15 06:00:00;332,651153564453;294;13,146650872263;"September";"Thursday";"North";13,8;1010,1;92;12,5;4,6;7,2;18;;6;0;0
2016-09-15 07:00:00;385,591636657715;357,5;7,85780046369646;;;;;;;;;;;;;;
2016-09-15 08:00:00;467,006942749023;459,166666667;1,70750114308916;;;;;;;;;;;;;;
2016-09-15 09:00:00;559,966918945312;503;11,3254312018514;"September";"Thursday";"West";14;1010,8;98;13,7;2,9;7,2;14,4;9;9;0;0
2016-09-15 10:00:00;571,98085975647;525,5;8,84507321721593;;;;;;;;;;;;;;
2016-09-15 11:00:00;615,595275878906;593,666666667;3,69375786837069;;;;;;;;;;;;;;
2016-09-15 12:00:00;584,696166992188;615,5;5,00468448542851;"September";"Thursday";"West";16,4;1011,4;95;15,6;2;10,8;14,4;0;12;0;0
2016-09-15 13:00:00;561,505096435547;625,333333333;10,2070741307282;;;;;;;;;;;;;;
2016-09-15 14:00:00;561,514051437378;658;14,6635180186356;;;;;;;;;;;;;;
2016-09-15 15:00:00;522,445129394531;613;14,7724095604354;"September";"Thursday";"North";16,3;1011,8;91;14,8;19;10,8;18;1;15;0;0
2016-09-15 16:00:00;461,262279510498;522;11,6355786378356;;;;;;;;;;;;;;
2016-09-15 17:00:00;409,351951599121;437;6,32678453109357;;;;;;;;;;;;;;
2016-09-15 18:00:00;494,619873046875;485,5;1,87844964920185;"September";"Thursday";"West";16,1;1012,8;94;15,1;18;7,2;10,8;;18;0;1
2016-09-15 19:00:00;542,384494781494;557;2,62396862091667;;;;;;;;;;;;;;
2016-09-15 20:00:00;521,215982437134;533,166666667;2,24145374739457;;;;;;;;;;;;;;
2016-09-15 21:00:00;514,360107421875;497,666666667;3,35434174578643;"September";"Thursday";"North";16,2;1014;96;15,6;10;14,4;25,2;0;21;0;1
2016-09-15 22:00:00;641,390495300293;616,5;4,0373877210532;;;;;;;;;;;;;;
2016-09-15 23:00:00;580,62459564209;541,833333333;7,15926096138671;;;;;;;;;;;;;;
2016-09-16 00:00:00;470,949371337891;442,5;6,42923646054025;"September";"Friday";"West";15,9;1014,7;95;15,1;16;18;28,8;0;0;0;0
2016-09-16 01:00:00;410,901039123535;412,5;0,387626879142992;;;;;;;;;;;;;;
2016-09-16 02:00:00;358,693786621094;371,166666667;3,36045263921735;;;;;;;;;;;;;;
2016-09-16 03:00:00;384,824279785156;412;6,59604859583586;"September";"Friday";"North";15,2;1015,4;92;13,9;40;21,6;32,4;0;3;0;0
2016-09-16 04:00:00;369,193521499634;407,166666667;9,32619201817482;;;;;;;;;;;;;;
2016-09-16 05:00:00;327,203006744385;341,833333333;4,27995902153959;;;;;;;;;;;;;;
2016-09-16 06:00:00;321,394317626953;328;2,01392755275819;"September";"Friday";"North";15,1;1016,8;92;13,8;15;18;36;;6;0;0
2016-09-16 07:00:00;389,150390625;425,666666667;8,57860831056494;;;;;;;;;;;;;;
2016-09-16 08:00:00;446,999435424805;461,833333333;3,2119591284459;;;;;;;;;;;;;;
2016-09-16 09:00:00;511,704711914062;499,166666667;2,51179537503588;"September";"Friday";"North";16,4;1019;76;12,2;13;28,8;39,6;;9;0;0
2016-09-16 10:00:00;518,225016593933;506;2,41601118457176;;;;;;;;;;;;;;
2016-09-16 11:00:00;534,632507324219;536,666666667;0,379035902381356;;;;;;;;;;;;;;
2016-09-16 12:00:00;542,680603027344;524,833333333;3,4005594844754;"September";"Friday";"North";16,6;1020,4;68;10,7;16;25,2;46,8;0;12;0;0
2016-09-16 13:00:00;505,927055358887;564,5;10,3760752242893;;;;;;;;;;;;;;
2016-09-16 14:00:00;472,227546691895;572,666666667;17,5388451644436;;;;;;;;;;;;;;
2016-09-16 15:00:00;478,529754638672;520,833333333;8,1222871093162;"September";"Friday";"North";16,7;1021,1;70;11,2;19;28,8;50,4;0;15;0;0
2016-09-16 16:00:00;456,447172164917;442,166666667;3,22966577412127;;;;;;;;;;;;;;
2016-09-16 17:00:00;451,651819229126;386,666666667;16,8065049729491;;;;;;;;;;;;;;
2016-09-16 18:00:00;457,715026855469;447,833333333;2,20655605265563;"September";"Friday";"North";14,5;1022,6;80;11,1;55;18;39,6;0;18;0;1
2016-09-16 19:00:00;498,646087646484;488,166666667;2,14668917298953;;;;;;;;;;;;;;
2016-09-16 20:00:00;503,452339172363;493,5;2,01668473604119;;;;;;;;;;;;;;
2016-09-16 21:00:00;508,979095458984;511,333333333;0,460411579012479;"September";"Friday";"North";13,3;1024,3;87;11,2;45;14,4;21,6;0;21;0;1
2016-09-16 22:00:00;639,099548339844;616,5;3,66578237467052;;;;;;;;;;;;;;
2016-09-16 23:00:00;681,118759155273;560,5;21,5198499830996;;;;;;;;;;;;;;
