"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"Hour"
2016-09-13 00:00:00;484,460418701172;435;11,3702111956717;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;0
2016-09-13 01:00:00;422,876415252686;422,333333333;0,128590825497867;;;;;;;;;;;;
2016-09-13 02:00:00;373,816162109375;376,166666667;0,624857215141231;;;;;;;;;;;;
2016-09-13 03:00:00;384,16796875;407,833333333;5,80270484258749;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;3
2016-09-13 04:00:00;383,497705280781;399,5;4,00558065562433;;;;;;;;;;;;
2016-09-13 05:00:00;305,630714416504;346,333333333;11,752440495631;;;;;;;;;;;;
2016-09-13 06:00:00;319,192016601562;313,833333333;1,70749334102014;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;6
2016-09-13 07:00:00;381,991470336914;362,833333333;5,280148002921;;;;;;;;;;;;
2016-09-13 08:00:00;466,770416259766;445,666666667;4,73532152417722;;;;;;;;;;;;
2016-09-13 09:00:00;491,391754150391;503,833333333;2,46938389334124;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;9
2016-09-13 10:00:00;500,682173728943;513,833333333;2,55942126579287;;;;;;;;;;;;
2016-09-13 11:00:00;539,370037078857;545,5;1,12373289113521;;;;;;;;;;;;
2016-09-13 12:00:00;536,669616699219;555,666666667;3,41878523715114;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;12
2016-09-13 13:00:00;538,71831035614;576,5;6,55363220188376;;;;;;;;;;;;
2016-09-13 14:00:00;545,156492233276;588,5;7,36508203342798;;;;;;;;;;;;
2016-09-13 15:00:00;527,81640625;563;6,2493061722913;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;15
2016-09-13 16:00:00;446,550354003906;496,5;10,0603516608447;;;;;;;;;;;;
2016-09-13 17:00:00;375,637191772461;449,333333333;16,4012184482034;;;;;;;;;;;;
2016-09-13 18:00:00;493,607879638672;505,833333333;2,41689364632675;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;18
2016-09-13 19:00:00;537,924697875977;561,166666667;4,14172298028089;;;;;;;;;;;;
2016-09-13 20:00:00;515,169708251953;542,333333333;5,00865858900988;;;;;;;;;;;;
2016-09-13 21:00:00;515,813842773438;512,833333333;0,5811848112654;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;21
2016-09-13 22:00:00;627,342742919922;624,333333333;0,482019688241875;;;;;;;;;;;;
2016-09-13 23:00:00;553,282447814941;550,666666667;0,475020789577457;;;;;;;;;;;;
2016-09-14 00:00:00;473,800354003906;467,166666667;1,41998301895858;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;0
2016-09-14 01:00:00;412,136638641357;405,833333333;1,55317584600311;;;;;;;;;;;;
2016-09-14 02:00:00;366,787124633789;362,5;1,18265507139009;;;;;;;;;;;;
2016-09-14 03:00:00;386,833374023438;396,666666667;2,47898133871116;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;3
2016-09-14 04:00:00;368,371366500854;407,833333333;9,67600330989238;;;;;;;;;;;;
