"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"f_weekend";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening"
2016-09-13 00:00:00;523,607666015625;435;20,3695783943966;"September";"South";0;18,3;1009;97;17,8;9;12,964;20,372;0;7;0;0
2016-09-13 01:00:00;456,168304443359;422,333333333;8,01143751627137;;;;;;;;;;;;;;
2016-09-13 02:00:00;403,674205780029;376,166666667;7,31259347266413;;;;;;;;;;;;;;
2016-09-13 03:00:00;395,900726318359;407,833333333;2,92585378373119;"September";"East";0;17,1;1007,4;98;16,8;0,4;3,704;11,112;0;7;3;0
2016-09-13 04:00:00;375,431051254272;399,5;6,02476814661515;;;;;;;;;;;;;;
2016-09-13 05:00:00;298,631879806519;346,333333333;13,773278207852;;;;;;;;;;;;;;
2016-09-13 06:00:00;328,043701171875;313,833333333;4,52799824924804;"September";"South";0;17,6;1008,1;99;17,4;5;5,556;14,816;0;8;6;0
2016-09-13 07:00:00;396,873588562012;362,833333333;9,38178830382444;;;;;;;;;;;;;;
2016-09-13 08:00:00;469,81795501709;445,666666667;5,419137251325;;;;;;;;;;;;;;
2016-09-13 09:00:00;492,197387695312;503,833333333;2,30948309051178;"September";"North";0;20,1;1007,2;87;17,9;45;11,112;18,52;0;8;9;0
2016-09-13 10:00:00;511,213018417358;513,833333333;0,509954248908857;;;;;;;;;;;;;;
2016-09-13 11:00:00;558,623125076294;545,5;2,40570578850485;;;;;;;;;;;;;;
2016-09-13 12:00:00;562,159606933594;555,666666667;1,16849554887641;"September";"North";0;23,3;1005,8;76;18,8;40;14,816;25,928;0;;12;0
2016-09-13 13:00:00;554,556789398193;576,5;3,80628111046082;;;;;;;;;;;;;;
2016-09-13 14:00:00;577,299964904785;588,5;1,90314954888952;;;;;;;;;;;;;;
2016-09-13 15:00:00;553,926574707031;563;1,61162083356461;"September";"North";0;18,8;1005,1;93;17,6;5;14,816;29,632;0;8;15;0
2016-09-13 16:00:00;463,863891601562;496,5;6,57323431992699;;;;;;;;;;;;;;
2016-09-13 17:00:00;396,355682373047;449,333333333;11,7902784035591;;;;;;;;;;;;;;
2016-09-13 18:00:00;532,431518554688;505,833333333;5,25829032389556;"September";"North";0;17,2;1005,1;98;16,9;3,9;9,26;24,076;2;8;18;1
2016-09-13 19:00:00;577,907596588135;561,166666667;2,98323669518115;;;;;;;;;;;;;;
2016-09-13 20:00:00;580,64355969429;542,333333333;7,06396306600744;;;;;;;;;;;;;;
2016-09-13 21:00:00;540,184204101562;512,833333333;5,33328646771145;"September";"East";0;17,2;1005,1;98;16,9;3;12,964;25,928;0;8;21;1
2016-09-13 22:00:00;658,03540802002;624,333333333;5,39808991249933;;;;;;;;;;;;;;
2016-09-13 23:00:00;594,20166015625;550,666666667;7,90587048835781;;;;;;;;;;;;;;
2016-09-14 00:00:00;507,323150634766;467,166666667;8,59575111688982;"September";"East";0;17,5;1005,5;97;17;9;12,964;24,076;3;8;0;0
2016-09-14 01:00:00;452,025619506836;405,833333333;11,3820828354515;;;;;;;;;;;;;;
2016-09-14 02:00:00;412,616436004639;362,5;13,8252237254176;;;;;;;;;;;;;;
2016-09-14 03:00:00;400,848114013672;396,666666667;1,05414638991639;"September";"East";0;16,2;1004;97;15,7;2,9;7,408;12,964;0;;3;0
2016-09-14 04:00:00;377,722110748291;407,833333333;7,38321763418069;;;;;;;;;;;;;;
2016-09-14 05:00:00;303,94567489624;330,833333333;8,12725192043935;;;;;;;;;;;;;;
2016-09-14 06:00:00;322,522003173828;317,166666667;1,68849285554046;"September";"East";0;15,5;1004,6;94;14,5;45;18;36;0;7;6;0
2016-09-14 07:00:00;363,496143341064;384,833333333;5,54452749899195;;;;;;;;;;;;;;
2016-09-14 08:00:00;445,381114959717;458,833333333;2,93183110206167;;;;;;;;;;;;;;
2016-09-14 09:00:00;491,189331054688;478,333333333;2,68766502892609;"September";"East";0;18;1005,9;82;14,9;29;28,8;46,8;0;;9;0
2016-09-14 10:00:00;532,056392669678;504;5,56674457731701;;;;;;;;;;;;;;
2016-09-14 11:00:00;547,591586112976;492,333333333;11,2237480257306;;;;;;;;;;;;;;
2016-09-14 12:00:00;557,135009765625;519,5;7,2444677123436;"September";"South";0;20,2;1007,2;65;13,4;7;32,4;54;0;7;12;0
2016-09-14 13:00:00;534,772117614746;543,333333333;1,57568387452623;;;;;;;;;;;;;;
2016-09-14 14:00:00;528,980412483215;573;7,68230148634985;;;;;;;;;;;;;;
2016-09-14 15:00:00;498,720855712891;539;7,47293957089228;"September";"South";0;20,4;1007,9;62;12,9;28;25,2;46,8;0;;15;0
2016-09-14 16:00:00;414,631233215332;438,833333333;5,51510067246935;;;;;;;;;;;;;;
2016-09-14 17:00:00;346,947738647461;380,5;8,81793990868306;;;;;;;;;;;;;;
2016-09-14 18:00:00;447,830108642578;426;5,12443864849252;"September";"East";0;18,6;1009,3;63;11,4;45;25,2;43,2;0;;18;1
2016-09-14 19:00:00;493,095352172852;480,5;2,62130118061427;;;;;;;;;;;;;;
2016-09-14 20:00:00;489,647929430008;471,833333333;3,77561203045296;;;;;;;;;;;;;;
2016-09-14 21:00:00;518,064392089844;477,166666667;8,57095188742197;"September";"East";0;13,8;1010,5;89;12;60;3,6;10,8;0;;21;1
2016-09-14 22:00:00;653,207580566406;607,166666667;7,58291197903613;;;;;;;;;;;;;;
2016-09-14 23:00:00;622,340702056885;539,833333333;15,2838595969007;;;;;;;;;;;;;;
2016-09-15 00:00:00;523,892578125;445,333333333;17,6405489802527;"September";"North";0;13,4;1010,4;89;11,6;60;10,8;14,4;0;8;0;0
2016-09-15 01:00:00;462,408473968506;393,166666667;17,6113117341536;;;;;;;;;;;;;;
2016-09-15 02:00:00;384,251476287842;358,5;7,18311751404234;;;;;;;;;;;;;;
2016-09-15 03:00:00;386,484283447266;383,833333333;0,690651354129729;"September";"East";0;12,7;1009,8;94;11,8;60;7,2;7,2;0;7;3;0
2016-09-15 04:00:00;363,932876586914;396,833333333;8,29074928503492;;;;;;;;;;;;;;
2016-09-15 05:00:00;296,089149475098;316;6,30090206484251;;;;;;;;;;;;;;
2016-09-15 06:00:00;335,009704589844;294;13,9488791121918;"September";"North";0;13,8;1010,1;92;12,5;4,6;7,2;18;;8;6;0
2016-09-15 07:00:00;393,988731384277;357,5;10,2066381494482;;;;;;;;;;;;;;
2016-09-15 08:00:00;469,729454040527;459,166666667;2,30042556229103;;;;;;;;;;;;;;
2016-09-15 09:00:00;563,723266601562;503;12,0722200003106;"September";"West";0;14;1010,8;98;13,7;2,9;7,2;14,4;9;8;9;0
2016-09-15 10:00:00;587,883808135986;525,5;11,8713240981896;;;;;;;;;;;;;;
2016-09-15 11:00:00;614,404949188232;593,666666667;3,49325365320957;;;;;;;;;;;;;;
2016-09-15 12:00:00;591,859436035156;615,5;3,84087148088444;"September";"West";0;16,4;1011,4;95;15,6;2;10,8;14,4;0;8;12;0
2016-09-15 13:00:00;572,788145065308;625,333333333;8,40274865688493;;;;;;;;;;;;;;
2016-09-15 14:00:00;576,792989730835;658;12,3414909223655;;;;;;;;;;;;;;
2016-09-15 15:00:00;551,939270019531;613;9,96096737038642;"September";"North";0;16,3;1011,8;91;14,8;19;10,8;18;1;8;15;0
2016-09-15 16:00:00;489,865810394287;522;6,15597502025151;;;;;;;;;;;;;;
2016-09-15 17:00:00;465,73083114624;437;6,5745609030298;;;;;;;;;;;;;;
2016-09-15 18:00:00;507,288421630859;485,5;4,48783143787011;"September";"West";0;16,1;1012,8;94;15,1;18;7,2;10,8;;8;18;1
2016-09-15 19:00:00;553,630386352539;557;0,604957566869109;;;;;;;;;;;;;;
2016-09-15 20:00:00;539,791798591614;533,166666667;1,24260054853573;;;;;;;;;;;;;;
2016-09-15 21:00:00;528,599182128906;497,666666667;6,21550880011095;"September";"North";0;16,2;1014;96;15,6;10;14,4;25,2;0;8;21;1
2016-09-15 22:00:00;654,336585998535;616,5;6,13732132985161;;;;;;;;;;;;;;
2016-09-15 23:00:00;587,685989379883;541,833333333;8,46250188500356;;;;;;;;;;;;;;
2016-09-16 00:00:00;480,223541259766;442,5;8,52509407000353;"September";"West";0;15,9;1014,7;95;15,1;16;18;28,8;0;8;0;0
2016-09-16 01:00:00;410,845260620117;412,5;0,401148940577651;;;;;;;;;;;;;;
2016-09-16 02:00:00;370,962707519531;371,166666667;0,0549508255416028;;;;;;;;;;;;;;
2016-09-16 03:00:00;391,842071533203;412;4,892701084174;"September";"North";0;15,2;1015,4;92;13,9;40;21,6;32,4;0;8;3;0
2016-09-16 04:00:00;368,956220626831;407,166666667;9,3844730348271;;;;;;;;;;;;;;
2016-09-16 05:00:00;298,354452133179;341,833333333;12,7193216576881;;;;;;;;;;;;;;
2016-09-16 06:00:00;340,580749511719;328;3,83559436332889;"September";"North";0;15,1;1016,8;92;13,8;15;18;36;;8;6;0
2016-09-16 07:00:00;391,381679534912;425,666666667;8,05442140925475;;;;;;;;;;;;;;
2016-09-16 08:00:00;469,2057762146;461,833333333;1,59634273870912;;;;;;;;;;;;;;
2016-09-16 09:00:00;539,506896972656;499,166666667;8,08151525321455;"September";"North";0;16,4;1019;76;12,2;13;28,8;39,6;;6;9;0
2016-09-16 10:00:00;553,045050621033;506;9,29744083419619;;;;;;;;;;;;;;
2016-09-16 11:00:00;555,460466146469;536,666666667;3,50195021356351;;;;;;;;;;;;;;
2016-09-16 12:00:00;553,172424316406;524,833333333;5,39963626232281;"September";"North";0;16,6;1020,4;68;10,7;16;25,2;46,8;0;7;12;0
2016-09-16 13:00:00;519,503086090088;564,5;7,97110963860268;;;;;;;;;;;;;;
2016-09-16 14:00:00;480,374526977539;572,666666667;16,1162059993144;;;;;;;;;;;;;;
2016-09-16 15:00:00;487,904510498047;520,833333333;6,32233398431505;"September";"North";0;16,7;1021,1;70;11,2;19;28,8;50,4;0;8;15;0
2016-09-16 16:00:00;463,146186828613;442,166666667;4,74470866828438;;;;;;;;;;;;;;
2016-09-16 17:00:00;475,92221736908;386,666666667;23,0833320781041;;;;;;;;;;;;;;
2016-09-16 18:00:00;453,155151367188;447,833333333;1,18834790491808;"September";"North";0;14,5;1022,6;80;11,1;55;18;39,6;0;;18;1
2016-09-16 19:00:00;496,249351501465;488,166666667;1,65572239695308;;;;;;;;;;;;;;
2016-09-16 20:00:00;501,037609100342;493,5;1,52737773056571;;;;;;;;;;;;;;
2016-09-16 21:00:00;521,017944335938;511,333333333;1,89399172156659;"September";"North";0;13,3;1024,3;87;11,2;45;14,4;21,6;0;;21;1
2016-09-16 22:00:00;665,146896362305;616,5;7,89081855025218;;;;;;;;;;;;;;
2016-09-16 23:00:00;668,266660928726;560,5;19,2268797375069;;;;;;;;;;;;;;
2016-09-17 00:00:00;567,046569824219;461,333333333;22,9147188926218;"September";"North";1;12,2;1024,3;94;11,3;19;7,2;14,4;;;0;0
2016-09-17 01:00:00;475,260803222656;397,666666667;19,5123562168293;;;;;;;;;;;;;;
2016-09-17 02:00:00;405,004219055176;363,333333333;11,4690511162057;;;;;;;;;;;;;;
2016-09-17 03:00:00;385,059051513672;398,666666667;3,41328139297243;"September";"West";1;12,6;1024,5;95;11,8;19;10,8;18;0;;3;0
2016-09-17 04:00:00;375,033550262451;398,666666667;5,92803923190529;;;;;;;;;;;;;;
2016-09-17 05:00:00;301,656887054443;332,166666667;9,18508166960142;;;;;;;;;;;;;;
2016-09-17 06:00:00;312,101837158203;316;1,23359583601167;"September";"North";1;12,3;1024,7;96;11,7;18;3,6;18;0;8;6;0
2016-09-17 07:00:00;374,848011016846;369,166666667;1,53896460943762;;;;;;;;;;;;;;
2016-09-17 08:00:00;450,129680633545;452,166666667;0,450494515323316;;;;;;;;;;;;;;
2016-09-17 09:00:00;521,415954589844;515,166666667;1,21306138909862;"September";"North";1;15,9;1025,3;79;12,3;35;18;28,8;0;7;9;0
2016-09-17 10:00:00;541,124969482422;510,833333333;5,92984720706851;;;;;;;;;;;;;;
2016-09-17 11:00:00;548,800049781799;534,833333333;2,61141473022274;;;;;;;;;;;;;;
2016-09-17 12:00:00;558,927612304688;524,5;6,56389176447807;"September";"North";1;17,3;1025;67;11,1;25;18;28,8;0;7;12;0
2016-09-17 13:00:00;522,802612304688;567,333333333;7,84912826586464;;;;;;;;;;;;;;
2016-09-17 14:00:00;481,269947052002;606,166666667;20,6043529746928;;;;;;;;;;;;;;
2016-09-17 15:00:00;478,085418701172;556,666666667;14,1163918501403;"September";"North";1;16,2;1024,1;71;10,9;40;18;32,4;0;;15;0
2016-09-17 16:00:00;448,156085968018;449;0,187954127390294;;;;;;;;;;;;;;
2016-09-17 17:00:00;445,44221663475;401,666666667;10,8984771703852;;;;;;;;;;;;;;
2016-09-17 18:00:00;449,449676513672;454;1,00227389566699;"September";"North";1;14,5;1024,2;82;11,5;55;7,2;21,6;0;;18;1
2016-09-17 19:00:00;480,227722167969;489,666666667;1,92762651443666;;;;;;;;;;;;;;
2016-09-17 20:00:00;486,586051940918;499,833333333;2,65033972499317;;;;;;;;;;;;;;
2016-09-17 21:00:00;521,203857421875;517,666666667;0,683295058893644;"September";"West";1;12;1024,4;94;11,1;17;7,2;10,8;0;;21;1
2016-09-17 22:00:00;668,494842529297;628,666666667;6,33534080524005;;;;;;;;;;;;;;
2016-09-17 23:00:00;655,759509086609;571,333333333;14,7770435974897;;;;;;;;;;;;;;
2016-09-18 00:00:00;531,520141601562;473,666666667;12,2139637440933;"September";"West";1;9,8;1024,2;97;9,3;6;7,2;7,2;0;;0;0
2016-09-18 01:00:00;446,610877990723;430,833333333;3,66209934028663;;;;;;;;;;;;;;
2016-09-18 02:00:00;400,104259490967;390,166666667;2,54701225731524;;;;;;;;;;;;;;
