"dt_posix";"puissance";"reality";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour"
2016-09-13 00:00:00;523,687622070312;435;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;7;0
2016-09-13 01:00:00;456,210151672363;422,333333333;;;;;;;;;;;;;
2016-09-13 02:00:00;398,973754882812;376,166666667;;;;;;;;;;;;;
2016-09-13 03:00:00;399,714508056641;407,833333333;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;7;3
2016-09-13 04:00:00;386,525462150574;399,5;;;;;;;;;;;;;
2016-09-13 05:00:00;321,193389892578;346,333333333;;;;;;;;;;;;;
2016-09-13 06:00:00;340,683227539062;313,833333333;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;8;6
2016-09-13 07:00:00;409,305404663086;362,833333333;;;;;;;;;;;;;
2016-09-13 08:00:00;495,900726318359;445,666666667;;;;;;;;;;;;;
2016-09-13 09:00:00;531,188171386719;503,833333333;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;8;9
2016-09-13 10:00:00;561,671487808228;513,833333333;;;;;;;;;;;;;
2016-09-13 11:00:00;579,070732116699;545,5;;;;;;;;;;;;;
2016-09-13 12:00:00;592,264221191406;555,666666667;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;;12
2016-09-13 13:00:00;577,111163139343;576,5;;;;;;;;;;;;;
2016-09-13 14:00:00;595,817067146301;588,5;;;;;;;;;;;;;
2016-09-13 15:00:00;545,8095703125;563;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;8;15
2016-09-13 16:00:00;473,420524597168;496,5;;;;;;;;;;;;;
2016-09-13 17:00:00;411,314865112305;449,333333333;;;;;;;;;;;;;
2016-09-13 18:00:00;526,934997558594;505,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;8;18
2016-09-13 19:00:00;573,233562469482;561,166666667;;;;;;;;;;;;;
2016-09-13 20:00:00;557,7884349823;542,333333333;;;;;;;;;;;;;
2016-09-13 21:00:00;538,487609863281;512,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;8;21
2016-09-13 22:00:00;651,055099487305;624,333333333;;;;;;;;;;;;;
2016-09-13 23:00:00;582,630348205566;550,666666667;;;;;;;;;;;;;
2016-09-14 00:00:00;524,349609375;467,166666667;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;8;0
2016-09-14 01:00:00;459,209678649902;405,833333333;;;;;;;;;;;;;
2016-09-14 02:00:00;413,442337036133;362,5;;;;;;;;;;;;;
2016-09-14 03:00:00;404,303619384766;396,666666667;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;;3
2016-09-14 04:00:00;384,901231765747;407,833333333;;;;;;;;;;;;;
2016-09-14 05:00:00;323,253425598145;330,833333333;;;;;;;;;;;;;
2016-09-14 06:00:00;340,390167236328;317,166666667;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;7;6
2016-09-14 07:00:00;403,291240692139;384,833333333;;;;;;;;;;;;;
2016-09-14 08:00:00;490,453979492188;458,833333333;;;;;;;;;;;;;
2016-09-14 09:00:00;528,3515625;478,333333333;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;;9
2016-09-14 10:00:00;549,763944625854;504;;;;;;;;;;;;;
2016-09-14 11:00:00;548,981790542603;492,333333333;;;;;;;;;;;;;
2016-09-14 12:00:00;585,919738769531;519,5;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;7;12
2016-09-14 13:00:00;573,291170120239;543,333333333;;;;;;;;;;;;;
2016-09-14 14:00:00;582,042593717575;573;;;;;;;;;;;;;
2016-09-14 15:00:00;508,847869873047;539;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;;15
2016-09-14 16:00:00;443,028381347656;438,833333333;;;;;;;;;;;;;
2016-09-14 17:00:00;399,816719055176;380,5;;;;;;;;;;;;;
2016-09-14 18:00:00;496,647430419922;426;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;;18
2016-09-14 19:00:00;543,221672058105;480,5;;;;;;;;;;;;;
2016-09-14 20:00:00;541,80114364624;471,833333333;;;;;;;;;;;;;
2016-09-14 21:00:00;520,936828613281;477,166666667;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;;21
2016-09-14 22:00:00;654,405685424805;607,166666667;;;;;;;;;;;;;
2016-09-14 23:00:00;650,383407592773;539,833333333;;;;;;;;;;;;;
2016-09-15 00:00:00;551,429809570312;445,333333333;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;8;0
2016-09-15 01:00:00;489,994331359863;393,166666667;;;;;;;;;;;;;
2016-09-15 02:00:00;431,263801574707;358,5;;;;;;;;;;;;;
2016-09-15 03:00:00;399,638610839844;383,833333333;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;7;3
2016-09-15 04:00:00;384,109084129333;396,833333333;;;;;;;;;;;;;
2016-09-15 05:00:00;317,095153808594;316;;;;;;;;;;;;;
2016-09-15 06:00:00;354,257751464844;294;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;8;6
2016-09-15 07:00:00;414,189628601074;357,5;;;;;;;;;;;;;
2016-09-15 08:00:00;495,101516723633;459,166666667;;;;;;;;;;;;;
2016-09-15 09:00:00;577,315734863281;503;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;8;9
2016-09-15 10:00:00;599,127769470215;525,5;;;;;;;;;;;;;
2016-09-15 11:00:00;615,099597930908;593,666666667;;;;;;;;;;;;;
2016-09-15 12:00:00;604,275024414062;615,5;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;8;12
2016-09-15 13:00:00;583,590818405151;625,333333333;;;;;;;;;;;;;
2016-09-15 14:00:00;584,621820449829;658;;;;;;;;;;;;;
2016-09-15 15:00:00;571,6376953125;613;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;8;15
2016-09-15 16:00:00;518,205986022949;522;;;;;;;;;;;;;
2016-09-15 17:00:00;463,555679321289;437;;;;;;;;;;;;;
2016-09-15 18:00:00;540,346435546875;485,5;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;8;18
2016-09-15 19:00:00;576,662433624268;557;;;;;;;;;;;;;
2016-09-15 20:00:00;577,018928527832;533,166666667;;;;;;;;;;;;;
2016-09-15 21:00:00;516,833190917969;497,666666667;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;8;21
2016-09-15 22:00:00;635,595237731934;616,5;;;;;;;;;;;;;
2016-09-15 23:00:00;579,852466583252;541,833333333;;;;;;;;;;;;;
2016-09-16 00:00:00;505,346160888672;442,5;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;8;0
2016-09-16 01:00:00;435,234230041504;412,5;;;;;;;;;;;;;
2016-09-16 02:00:00;391,998970031738;371,166666667;;;;;;;;;;;;;
2016-09-16 03:00:00;402,566711425781;412;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;8;3
2016-09-16 04:00:00;393,624954223633;407,166666667;;;;;;;;;;;;;
2016-09-16 05:00:00;343,490966796875;341,833333333;;;;;;;;;;;;;
2016-09-16 06:00:00;334,766632080078;328;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;8;6
2016-09-16 07:00:00;401,828559875488;425,666666667;;;;;;;;;;;;;
2016-09-16 08:00:00;471,904968261719;461,833333333;;;;;;;;;;;;;
2016-09-16 09:00:00;536,004272460938;499,166666667;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;6;9
2016-09-16 10:00:00;554,114797592163;506;;;;;;;;;;;;;
2016-09-16 11:00:00;567,357934951782;536,666666667;;;;;;;;;;;;;
2016-09-16 12:00:00;569,301452636719;524,833333333;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;7;12
2016-09-16 13:00:00;529,070865631104;564,5;;;;;;;;;;;;;
2016-09-16 14:00:00;492,768768310547;572,666666667;;;;;;;;;;;;;
2016-09-16 15:00:00;503,126586914062;520,833333333;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;8;15
2016-09-16 16:00:00;476,773103713989;442,166666667;;;;;;;;;;;;;
2016-09-16 17:00:00;479,978984832764;386,666666667;;;;;;;;;;;;;
2016-09-16 18:00:00;465,466522216797;447,833333333;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;;18
2016-09-16 19:00:00;508,260349273682;488,166666667;;;;;;;;;;;;;
2016-09-16 20:00:00;513,43444442749;493,5;;;;;;;;;;;;;
2016-09-16 21:00:00;531,253845214844;511,333333333;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;;21
2016-09-16 22:00:00;661,732208251953;616,5;;;;;;;;;;;;;
2016-09-16 23:00:00;671,239288330078;560,5;;;;;;;;;;;;;
2016-09-17 00:00:00;583,617126464844;461,333333333;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;;0
2016-09-17 01:00:00;493,631721496582;397,666666667;;;;;;;;;;;;;
2016-09-17 02:00:00;435,457641601562;363,333333333;;;;;;;;;;;;;
2016-09-17 03:00:00;398,774200439453;398,666666667;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;;3
2016-09-17 04:00:00;389,731216430664;398,666666667;;;;;;;;;;;;;
2016-09-17 05:00:00;329,635772705078;332,166666667;;;;;;;;;;;;;
2016-09-17 06:00:00;334,873413085938;316;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;8;6
2016-09-17 07:00:00;384,20329284668;369,166666667;;;;;;;;;;;;;
2016-09-17 08:00:00;467,158660888672;452,166666667;;;;;;;;;;;;;
2016-09-17 09:00:00;532,220886230469;515,166666667;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;7;9
2016-09-17 10:00:00;567,372547149658;510,833333333;;;;;;;;;;;;;
2016-09-17 11:00:00;570,44388961792;534,833333333;;;;;;;;;;;;;
2016-09-17 12:00:00;571,301452636719;524,5;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;7;12
2016-09-17 13:00:00;530,016971588135;567,333333333;;;;;;;;;;;;;
2016-09-17 14:00:00;498,059883117676;606,166666667;;;;;;;;;;;;;
2016-09-17 15:00:00;512,068725585938;556,666666667;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;;15
2016-09-17 16:00:00;476,363067626953;449;;;;;;;;;;;;;
2016-09-17 17:00:00;460,939563751221;401,666666667;;;;;;;;;;;;;
2016-09-17 18:00:00;477,753845214844;454;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;;18
2016-09-17 19:00:00;505,30428314209;489,666666667;;;;;;;;;;;;;
2016-09-17 20:00:00;510,289756774902;499,833333333;;;;;;;;;;;;;
2016-09-17 21:00:00;546,123229980469;517,666666667;"September";"Saturday";12;1024,4;94;11,1;17;7,2;10,8;310;0;;21
2016-09-17 22:00:00;690,065063476562;628,666666667;;;;;;;;;;;;;
2016-09-17 23:00:00;672,363105773926;571,333333333;;;;;;;;;;;;;
2016-09-18 00:00:00;560,705261230469;473,666666667;"September";"Sunday";9,8;1024,2;97;9,3;6;7,2;7,2;310;0;;0
