"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"f_weekend";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening"
2016-09-13 00:00:00;513,824829101562;435;18,1206503681753;"September";"South";0;18,3;1009;97;17,8;9;12,964;20,372;0;7;0;0
2016-09-13 01:00:00;449,430549621582;422,333333333;6,41607331221865;;;;;;;;;;;;;;
2016-09-13 02:00:00;415,664825439453;376,166666667;10,5001751278028;;;;;;;;;;;;;;
2016-09-13 03:00:00;399,785949707031;407,833333333;1,97320399492652;"September";"East";0;17,1;1007,4;98;16,8;0,4;3,704;11,112;0;7;3;0
2016-09-13 04:00:00;376,596534729004;399,5;5,73303260850966;;;;;;;;;;;;;;
2016-09-13 05:00:00;307,143882751465;346,333333333;11,315529523072;;;;;;;;;;;;;;
2016-09-13 06:00:00;351,562622070312;313,833333333;12,0220781956514;"September";"South";0;17,6;1008,1;99;17,4;5;5,556;14,816;0;8;6;0
2016-09-13 07:00:00;413,511138916016;362,833333333;13,9672408589055;;;;;;;;;;;;;;
2016-09-13 08:00:00;477,078498840332;445,666666667;7,04827947045068;;;;;;;;;;;;;;
2016-09-13 09:00:00;489,169708251953;503,833333333;2,91041185862849;"September";"North";0;20,1;1007,2;87;17,9;45;11,112;18,52;0;8;9;0
2016-09-13 10:00:00;505,183835983276;513,833333333;1,68332741155938;;;;;;;;;;;;;;
2016-09-13 11:00:00;565,211761474609;545,5;3,6135218101942;;;;;;;;;;;;;;
2016-09-13 12:00:00;546,681579589844;555,666666667;1,61699227543206;"September";"North";0;23,3;1005,8;76;18,8;40;14,816;25,928;0;;12;0
2016-09-13 13:00:00;539,003242492676;576,5;6,50420772026439;;;;;;;;;;;;;;
2016-09-13 14:00:00;562,207916259766;588,5;4,46764379613158;;;;;;;;;;;;;;
2016-09-13 15:00:00;550,204284667969;563;2,27277359361123;"September";"North";0;18,8;1005,1;93;17,6;5;14,816;29,632;0;8;15;0
2016-09-13 16:00:00;466,772529602051;496,5;5,9874059210371;;;;;;;;;;;;;;
2016-09-13 17:00:00;384,958679199219;449,333333333;14,3267034422468;;;;;;;;;;;;;;
2016-09-13 18:00:00;528,983825683594;505,833333333;4,57670359484857;"September";"North";0;17,2;1005,1;98;16,9;3,9;9,26;24,076;2;8;18;1
