"datetime";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_rosee";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-13 00:00:00;491,193450927734;435;12,9180346960309;"September";"South";"Tuesday";18,3;1009;97;17,8;9;20,372;0;7;0;0;FALSE
2016-09-13 01:00:00;423,339782714844;422,333333333;0,238306878100527;;;;;;;;;;;;;;
2016-09-13 02:00:00;379,65544128418;376,166666667;0,927454483963646;;;;;;;;;;;;;;
2016-09-13 03:00:00;381,652008056641;407,833333333;6,4196138806001;"September";"East";"Tuesday";17,1;1007,4;98;16,8;0,4;11,112;0;7;3;0;FALSE
2016-09-13 04:00:00;371,04456615448;399,5;7,12276191377222;;;;;;;;;;;;;;
2016-09-13 05:00:00;308,907165527344;346,333333333;10,8064007138669;;;;;;;;;;;;;;
2016-09-13 06:00:00;323,043426513672;313,833333333;2,93470839533139;"September";"South";"Tuesday";17,6;1008,1;99;17,4;5;14,816;0;8;6;0;FALSE
2016-09-13 07:00:00;383,506774902344;362,833333333;5,69777902692589;;;;;;;;;;;;;;
2016-09-13 08:00:00;473,617263793945;445,666666667;6,27163735084317;;;;;;;;;;;;;;
2016-09-13 09:00:00;493,672454833984;503,833333333;2,01671422408647;"September";"North";"Tuesday";20,1;1007,2;87;17,9;45;18,52;0;8;9;0;FALSE
2016-09-13 10:00:00;523,322465896606;513,833333333;1,84673355114095;;;;;;;;;;;;;;
2016-09-13 11:00:00;531,444355010986;545,5;2,5766535268586;;;;;;;;;;;;;;
2016-09-13 12:00:00;552,692810058594;555,666666667;0,53518715208238;"September";"North";"Tuesday";23,3;1005,8;76;18,8;40;25,928;0;;12;0;FALSE
2016-09-13 13:00:00;544,043771743774;576,5;5,62987480593679;;;;;;;;;;;;;;
2016-09-13 14:00:00;569,775033950806;588,5;3,18181241277729;;;;;;;;;;;;;;
2016-09-13 15:00:00;544,477355957031;563;3,28999006091807;"September";"North";"Tuesday";18,8;1005,1;93;17,6;5;29,632;0;8;15;0;FALSE
2016-09-13 16:00:00;465,262001037598;496,5;6,29164128145062;;;;;;;;;;;;;;
2016-09-13 17:00:00;393,895034790039;449,333333333;12,3379002692141;;;;;;;;;;;;;;
2016-09-13 18:00:00;498,648834228516;505,833333333;1,42032931225485;"September";"North";"Tuesday";17,2;1005,1;98;16,9;3,9;24,076;2;8;18;0;FALSE
2016-09-13 19:00:00;552,569332122803;561,166666667;1,53204654782158;;;;;;;;;;;;;;
2016-09-13 20:00:00;542,656517028809;542,333333333;0,059591339116549;;;;;;;;;;;;;;
2016-09-13 21:00:00;516,376403808594;512,833333333;0,690881470704454;"September";"East";"Tuesday";17,2;1005,1;98;16,9;3;25,928;0;8;21;1;FALSE
2016-09-13 22:00:00;621,93229675293;624,333333333;0,38457606728323;;;;;;;;;;;;;;
2016-09-13 23:00:00;542,856065750122;550,666666667;1,41838999701086;;;;;;;;;;;;;;
2016-09-14 00:00:00;470,892120361328;467,166666667;0,797457087618719;"September";"East";"Wednesday";17,5;1005,5;97;17;9;24,076;3;8;0;0;FALSE
2016-09-14 01:00:00;408,604122161865;405,833333333;0,682740573848261;;;;;;;;;;;;;;
2016-09-14 02:00:00;371,671836853027;362,5;2,5301618904903;;;;;;;;;;;;;;
2016-09-14 03:00:00;387,234130859375;396,666666667;2,37795020360095;"September";"East";"Wednesday";16,2;1004;97;15,7;2,9;12,964;0;;3;0;FALSE
2016-09-14 04:00:00;371,439935684204;407,833333333;8,92359566379051;;;;;;;;;;;;;;
2016-09-14 05:00:00;313,297508239746;330,833333333;5,30050128763876;;;;;;;;;;;;;;
2016-09-14 06:00:00;312,210723876953;317,166666667;1,56256735366527;"September";"East";"Wednesday";15,5;1004,6;94;14,5;45;36;0;7;6;0;FALSE
2016-09-14 07:00:00;369,125392913818;384,833333333;4,08175151646476;;;;;;;;;;;;;;
2016-09-14 08:00:00;451,666030883789;458,833333333;1,56207100237184;;;;;;;;;;;;;;
2016-09-14 09:00:00;505,240264892578;478,333333333;5,62514248632688;"September";"East";"Wednesday";18;1005,9;82;14,9;29;46,8;0;;9;0;FALSE
2016-09-14 10:00:00;518,891777038574;504;2,95471766638377;;;;;;;;;;;;;;
2016-09-14 11:00:00;494,297986030579;492,333333333;0,399049295378462;;;;;;;;;;;;;;
2016-09-14 12:00:00;556,926452636719;519,5;7,20432197049447;"September";"South";"Wednesday";20,2;1007,2;65;13,4;7;54;0;7;12;0;FALSE
2016-09-14 13:00:00;556,357487618923;543,333333333;2,39708361090757;;;;;;;;;;;;;;
2016-09-14 14:00:00;564,620750904083;573;1,46234713715825;;;;;;;;;;;;;;
2016-09-14 15:00:00;481,549346923828;539;10,6587482516089;"September";"South";"Wednesday";20,4;1007,9;62;12,9;28;46,8;0;;15;0;FALSE
2016-09-14 16:00:00;406,585777282715;438,833333333;7,34847460318488;;;;;;;;;;;;;;
2016-09-14 17:00:00;366,566017150879;380,5;3,66201914562972;;;;;;;;;;;;;;
2016-09-14 18:00:00;464,417877197266;426;9,01828103222198;"September";"East";"Wednesday";18,6;1009,3;63;11,4;45;43,2;0;;18;0;FALSE
2016-09-14 19:00:00;516,185161590576;480,5;7,42667254746642;;;;;;;;;;;;;;
2016-09-14 20:00:00;508,915565490723;471,833333333;7,85918025243706;;;;;;;;;;;;;;
2016-09-14 21:00:00;529,23828125;477,166666667;10,9126680928321;"September";"East";"Wednesday";13,8;1010,5;89;12;60;10,8;0;;21;1;FALSE
2016-09-14 22:00:00;663,243515014648;607,166666667;9,23582459746654;;;;;;;;;;;;;;
2016-09-14 23:00:00;669,148849487305;539,833333333;23,9547112357613;;;;;;;;;;;;;;
2016-09-15 00:00:00;520,871704101562;445,333333333;16,9622090049294;"September";"North";"Thursday";13,4;1010,4;89;11,6;60;14,4;0;8;0;0;FALSE
2016-09-15 01:00:00;462,783157348633;393,166666667;17,7066106015024;;;;;;;;;;;;;;
2016-09-15 02:00:00;388,664276123047;358,5;8,4140240231651;;;;;;;;;;;;;;
