"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-13 00:00:00;493,580261230469;435;13,466726719648;"September";"South";"Tuesday";18,3;1009;97;17,8;9;20,372;0;7;0;0;0
2016-09-13 01:00:00;426,91007232666;422,333333333;1,08367931973097;;;;;;;;;;;;;;
2016-09-13 02:00:00;378,509620666504;376,166666667;0,622849977714262;;;;;;;;;;;;;;
2016-09-13 03:00:00;383,067901611328;407,833333333;6,07243932693717;"September";"East";"Tuesday";17,1;1007,4;98;16,8;0,4;11,112;0;7;3;0;0
2016-09-13 04:00:00;370,894760131836;399,5;7,16026029240652;;;;;;;;;;;;;;
2016-09-13 05:00:00;301,479415893555;346,333333333;12,95108299504;;;;;;;;;;;;;;
2016-09-13 06:00:00;323,004669189453;313,833333333;2,92235874342949;"September";"South";"Tuesday";17,6;1008,1;99;17,4;5;14,816;0;8;6;0;0
2016-09-13 07:00:00;387,966186523438;362,833333333;6,92683138000752;;;;;;;;;;;;;;
2016-09-13 08:00:00;471,192855834961;445,666666667;5,72764154852846;;;;;;;;;;;;;;
2016-09-13 09:00:00;496,411468505859;503,833333333;1,47307935702524;"September";"North";"Tuesday";20,1;1007,2;87;17,9;45;18,52;0;8;9;0;0
2016-09-13 10:00:00;524,277814865112;513,833333333;2,03265939645521;;;;;;;;;;;;;;
2016-09-13 11:00:00;539,436347961426;545,5;1,11157690899619;;;;;;;;;;;;;;
2016-09-13 12:00:00;550,945373535156;555,666666667;0,849662831165125;"September";"North";"Tuesday";23,3;1005,8;76;18,8;40;25,928;0;;12;0;0
2016-09-13 13:00:00;539,503576278687;576,5;6,41741955269965;;;;;;;;;;;;;;
2016-09-13 14:00:00;564,877021789551;588,5;4,01409995079851;;;;;;;;;;;;;;
2016-09-13 15:00:00;526,280334472656;563;6,52214307768095;"September";"North";"Tuesday";18,8;1005,1;93;17,6;5;29,632;0;8;15;0;0
2016-09-13 16:00:00;451,812927246094;496,5;9,0004174730929;;;;;;;;;;;;;;
2016-09-13 17:00:00;391,002380371094;449,333333333;12,9816660894546;;;;;;;;;;;;;;
2016-09-13 18:00:00;506,3984375;505,833333333;0,111717462998429;"September";"North";"Tuesday";17,2;1005,1;98;16,9;3,9;24,076;2;8;18;1;0
2016-09-13 19:00:00;559,253936767578;561,166666667;0,340848808925577;;;;;;;;;;;;;;
2016-09-13 20:00:00;560,749778747559;542,333333333;3,39577973225013;;;;;;;;;;;;;;
2016-09-13 21:00:00;517,172729492188;512,833333333;0,846161097014679;"September";"East";"Tuesday";17,2;1005,1;98;16,9;3;25,928;0;8;21;1;0
2016-09-13 22:00:00;633,601745605469;624,333333333;1,48452946168825;;;;;;;;;;;;;;
2016-09-13 23:00:00;560,739028930664;550,666666667;1,82912147645121;;;;;;;;;;;;;;
2016-09-14 00:00:00;493,500457763672;467,166666667;5,63691568248014;"September";"East";"Wednesday";17,5;1005,5;97;17;9;24,076;3;8;0;0;0
2016-09-14 01:00:00;432,152214050293;405,833333333;6,48514514595021;;;;;;;;;;;;;;
2016-09-14 02:00:00;390,472610473633;362,5;7,71658219962284;;;;;;;;;;;;;;
2016-09-14 03:00:00;386,555999755859;396,666666667;2,54890762465516;"September";"East";"Wednesday";16,2;1004;97;15,7;2,9;12,964;0;;3;0;0
2016-09-14 04:00:00;369,151014328003;407,833333333;9,48483506457589;;;;;;;;;;;;;;
2016-09-14 05:00:00;302,710968017578;330,833333333;8,50046306764238;;;;;;;;;;;;;;
2016-09-14 06:00:00;321,781280517578;317,166666667;1,45494919093219;"September";"East";"Wednesday";15,5;1004,6;94;14,5;45;36;0;7;6;0;0
2016-09-14 07:00:00;378,309276580811;384,833333333;1,69529408892033;;;;;;;;;;;;;;
2016-09-14 08:00:00;455,56950378418;458,833333333;0,711332266361642;;;;;;;;;;;;;;
2016-09-14 09:00:00;513,089477539062;478,333333333;7,26609286538399;"September";"East";"Wednesday";18;1005,9;82;14,9;29;46,8;0;;9;0;0
2016-09-14 10:00:00;528,161995887756;504;4,79404680312626;;;;;;;;;;;;;;
2016-09-14 11:00:00;522,000037193298;492,333333333;6,02573538124274;;;;;;;;;;;;;;
2016-09-14 12:00:00;556,104553222656;519,5;7,04611226615135;"September";"South";"Wednesday";20,2;1007,2;65;13,4;7;54;0;7;12;0;0
2016-09-14 13:00:00;545,319277763367;543,333333333;0,365511244852983;;;;;;;;;;;;;;
2016-09-14 14:00:00;568,718813896179;573;0,747152897699965;;;;;;;;;;;;;;
2016-09-14 15:00:00;483,989349365234;539;10,2060576316819;"September";"South";"Wednesday";20,4;1007,9;62;12,9;28;46,8;0;;15;0;0
2016-09-14 16:00:00;419,196990966797;438,833333333;4,47466973783928;;;;;;;;;;;;;;
2016-09-14 17:00:00;375,364227294922;380,5;1,34974315507966;;;;;;;;;;;;;;
2016-09-14 18:00:00;470,304168701172;426;10,4000396012141;"September";"East";"Wednesday";18,6;1009,3;63;11,4;45;43,2;0;;18;1;0
2016-09-14 19:00:00;518,663665771484;480,5;7,94249027502276;;;;;;;;;;;;;;
2016-09-14 20:00:00;510,83177947998;471,833333333;8,26530119682261;;;;;;;;;;;;;;
2016-09-14 21:00:00;515,145568847656;477,166666667;7,95925298930416;"September";"East";"Wednesday";13,8;1010,5;89;12;60;10,8;0;;21;1;0
2016-09-14 22:00:00;640,776489257812;607,166666667;5,53551840638936;;;;;;;;;;;;;;
2016-09-14 23:00:00;652,881301879883;539,833333333;20,9412723458387;;;;;;;;;;;;;;
2016-09-15 00:00:00;523,872009277344;445,333333333;17,6359302270365;"September";"North";"Thursday";13,4;1010,4;89;11,6;60;14,4;0;8;0;0;0
2016-09-15 01:00:00;465,025814056396;393,166666667;18,2770192596869;;;;;;;;;;;;;;
2016-09-15 02:00:00;413,805183410645;358,5;15,4268294032481;;;;;;;;;;;;;;
2016-09-15 03:00:00;377,905029296875;383,833333333;1,54449953177511;"September";"East";"Thursday";12,7;1009,8;94;11,8;60;7,2;0;7;3;0;0
2016-09-15 04:00:00;360,529907226562;396,833333333;9,14828041322167;;;;;;;;;;;;;;
2016-09-15 05:00:00;304,545349121094;316;3,62488951864122;;;;;;;;;;;;;;
2016-09-15 06:00:00;335,638488769531;294;14,1627512821535;"September";"North";"Thursday";13,8;1010,1;92;12,5;4,6;18;;8;6;0;0
2016-09-15 07:00:00;389,685543060303;357,5;9,00294910777699;;;;;;;;;;;;;;
2016-09-15 08:00:00;473,510559082031;459,166666667;3,12389671470508;;;;;;;;;;;;;;
2016-09-15 09:00:00;532,8271484375;503;5,92985058399602;"September";"West";"Thursday";14;1010,8;98;13,7;2,9;14,4;9;8;9;0;0
2016-09-15 10:00:00;555,125171661377;525,5;5,63752077285955;;;;;;;;;;;;;;
2016-09-15 11:00:00;570,536682128906;593,666666667;3,89612316755992;;;;;;;;;;;;;;
2016-09-15 12:00:00;556,31982421875;615,5;9,61497575649878;"September";"West";"Thursday";16,4;1011,4;95;15,6;2;14,4;0;8;12;0;0
2016-09-15 13:00:00;538,273519515991;625,333333333;13,9221450666933;;;;;;;;;;;;;;
2016-09-15 14:00:00;527,792757034302;658;19,7883347972186;;;;;;;;;;;;;;
2016-09-15 15:00:00;536,487182617188;613;12,4816994099205;"September";"North";"Thursday";16,3;1011,8;91;14,8;19;18;1;8;15;0;0
2016-09-15 16:00:00;481,576812744141;522;7,74390560457076;;;;;;;;;;;;;;
2016-09-15 17:00:00;427,603561401367;437;2,15021478229584;;;;;;;;;;;;;;
2016-09-15 18:00:00;495,657104492188;485,5;2,09209155348867;"September";"West";"Thursday";16,1;1012,8;94;15,1;18;10,8;;8;18;1;0
2016-09-15 19:00:00;542,81530380249;557;2,54662409291019;;;;;;;;;;;;;;
2016-09-15 20:00:00;534,882122039795;533,166666667;0,321748428782849;;;;;;;;;;;;;;
