"dt_posix";"puissance";"reality";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour"
2016-09-13 00:00:00;489,271057128906;435;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;7;0
2016-09-13 01:00:00;423,575302124023;422,333333333;;;;;;;;;;;;;
2016-09-13 02:00:00;373,569442749023;376,166666667;;;;;;;;;;;;;
2016-09-13 03:00:00;376,085327148438;407,833333333;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;7;3
2016-09-13 04:00:00;366,360240936279;399,5;;;;;;;;;;;;;
2016-09-13 05:00:00;301,362533569336;346,333333333;;;;;;;;;;;;;
2016-09-13 06:00:00;323,60986328125;313,833333333;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;8;6
2016-09-13 07:00:00;389,445030212402;362,833333333;;;;;;;;;;;;;
2016-09-13 08:00:00;466,581314086914;445,666666667;;;;;;;;;;;;;
2016-09-13 09:00:00;490,429077148438;503,833333333;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;8;9
2016-09-13 10:00:00;519,449287414551;513,833333333;;;;;;;;;;;;;
2016-09-13 11:00:00;535,076389312744;545,5;;;;;;;;;;;;;
2016-09-13 12:00:00;551,059875488281;555,666666667;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;;12
2016-09-13 13:00:00;537,953743934631;576,5;;;;;;;;;;;;;
2016-09-13 14:00:00;551,580924034119;588,5;;;;;;;;;;;;;
2016-09-13 15:00:00;528,805786132812;563;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;8;15
2016-09-13 16:00:00;458,088233947754;496,5;;;;;;;;;;;;;
2016-09-13 17:00:00;392,915740966797;449,333333333;;;;;;;;;;;;;
2016-09-13 18:00:00;503,298522949219;505,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;8;18
2016-09-13 19:00:00;548,649295806885;561,166666667;;;;;;;;;;;;;
2016-09-13 20:00:00;530,809175491333;542,333333333;;;;;;;;;;;;;
2016-09-13 21:00:00;510,10986328125;512,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;8;21
2016-09-13 22:00:00;625,838317871094;624,333333333;;;;;;;;;;;;;
2016-09-13 23:00:00;552,892547607422;550,666666667;;;;;;;;;;;;;
2016-09-14 00:00:00;487,889862060547;467,166666667;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;8;0
2016-09-14 01:00:00;424,053562164307;405,833333333;;;;;;;;;;;;;
2016-09-14 02:00:00;387,901252746582;362,5;;;;;;;;;;;;;
2016-09-14 03:00:00;380,448120117188;396,666666667;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;;3
2016-09-14 04:00:00;362,897357940674;407,833333333;;;;;;;;;;;;;
2016-09-14 05:00:00;302,706359863281;330,833333333;;;;;;;;;;;;;
2016-09-14 06:00:00;323,631774902344;317,166666667;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;7;6
2016-09-14 07:00:00;380,904796600342;384,833333333;;;;;;;;;;;;;
