"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"f_weekend";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening"
2016-09-13 00:00:00;510,52294921875;435;17,3615975215517;"September";"South";0;18,3;1009;97;17,8;9;12,964;20,372;0;7;0;0
2016-09-13 01:00:00;442,356750488281;422,333333333;4,74114060504272;;;;;;;;;;;;;;
2016-09-13 02:00:00;399,38542175293;376,166666667;6,1724647990897;;;;;;;;;;;;;;
2016-09-13 03:00:00;397,713134765625;407,833333333;2,48145449138944;"September";"East";0;17,1;1007,4;98;16,8;0,4;3,704;11,112;0;7;3;0
2016-09-13 04:00:00;386,239296913147;399,5;3,3193249278731;;;;;;;;;;;;;;
2016-09-13 05:00:00;321,507874488831;346,333333333;7,16808243816939;;;;;;;;;;;;;;
2016-09-13 06:00:00;361,018798828125;313,833333333;15,0351987770075;"September";"South";0;17,6;1008,1;99;17,4;5;5,556;14,816;0;8;6;0
2016-09-13 07:00:00;425,299125671387;362,833333333;17,2161118066451;;;;;;;;;;;;;;
2016-09-13 08:00:00;506,678504943848;445,666666667;13,6900160680932;;;;;;;;;;;;;;
2016-09-13 09:00:00;489,042694091797;503,833333333;2,93562141737603;"September";"North";0;20,1;1007,2;87;17,9;45;11,112;18,52;0;8;9;0
2016-09-13 10:00:00;496,522923946381;513,833333333;3,36887629970107;;;;;;;;;;;;;;
2016-09-13 11:00:00;518,613015651703;545,5;4,92886972471075;;;;;;;;;;;;;;
2016-09-13 12:00:00;569,122131347656;555,666666667;2,42149934264815;"September";"North";0;23,3;1005,8;76;18,8;40;14,816;25,928;0;;12;0
2016-09-13 13:00:00;557,663078308105;576,5;3,26746256580998;;;;;;;;;;;;;;
2016-09-13 14:00:00;586,454713821411;588,5;0,347542256344752;;;;;;;;;;;;;;
2016-09-13 15:00:00;559,153747558594;563;0,683170948740009;"September";"North";0;18,8;1005,1;93;17,6;5;14,816;29,632;0;8;15;0
2016-09-13 16:00:00;470,67894744873;496,5;5,20061481395157;;;;;;;;;;;;;;
2016-09-13 17:00:00;400,034202575684;449,333333333;10,9716166373931;;;;;;;;;;;;;;
2016-09-13 18:00:00;537,665405273438;505,833333333;6,29299610025538;"September";"North";0;17,2;1005,1;98;16,9;3,9;9,26;24,076;2;8;18;1
2016-09-13 19:00:00;586,11404800415;561,166666667;4,44562779990537;;;;;;;;;;;;;;
2016-09-13 20:00:00;582,672477722168;542,333333333;7,43807210618182;;;;;;;;;;;;;;
2016-09-13 21:00:00;546,133361816406;512,833333333;6,49334322068791;"September";"East";0;17,2;1005,1;98;16,9;3;12,964;25,928;0;8;21;1
2016-09-13 22:00:00;644,652534484863;624,333333333;3,25454369757727;;;;;;;;;;;;;;
2016-09-13 23:00:00;565,694488525391;550,666666667;2,7290233398998;;;;;;;;;;;;;;
2016-09-14 00:00:00;482,282043457031;467,166666667;3,23554265929799;"September";"East";0;17,5;1005,5;97;17;9;12,964;24,076;3;8;0;0
2016-09-14 01:00:00;432,293537139893;405,833333333;6,51996808383926;;;;;;;;;;;;;;
2016-09-14 02:00:00;394,969314575195;362,5;8,9570522966056;;;;;;;;;;;;;;
2016-09-14 03:00:00;405,690887451172;396,666666667;2,27501364306662;"September";"East";0;16,2;1004;97;15,7;2,9;7,408;12,964;0;;3;0
2016-09-14 04:00:00;394,606009483337;407,833333333;3,24331602362241;;;;;;;;;;;;;;
2016-09-14 05:00:00;329,874587059021;330,833333333;0,289797362412077;;;;;;;;;;;;;;
2016-09-14 06:00:00;321,310699462891;317,166666667;1,30657891620166;"September";"East";0;15,5;1004,6;94;14,5;45;18;36;0;7;6;0
2016-09-14 07:00:00;361,581325531006;384,833333333;6,0420981728924;;;;;;;;;;;;;;
2016-09-14 08:00:00;431,478336334229;458,833333333;5,96185913522514;;;;;;;;;;;;;;
2016-09-14 09:00:00;502,329620361328;478,333333333;5,01664537177941;"September";"East";0;18;1005,9;82;14,9;29;28,8;46,8;0;;9;0
2016-09-14 10:00:00;543,427879333496;504;7,82299193124923;;;;;;;;;;;;;;
2016-09-14 11:00:00;542,132474064827;492,333333333;10,1149236422195;;;;;;;;;;;;;;
2016-09-14 12:00:00;578,171630859375;519,5;11,2938654204764;"September";"South";0;20,2;1007,2;65;13,4;7;32,4;54;0;7;12;0
2016-09-14 13:00:00;553,859958648682;543,333333333;1,93741570227388;;;;;;;;;;;;;;
2016-09-14 14:00:00;564,588795661926;573;1,46792396825021;;;;;;;;;;;;;;
2016-09-14 15:00:00;503,781341552734;539;6,5340739234259;"September";"South";0;20,4;1007,9;62;12,9;28;25,2;46,8;0;;15;0
2016-09-14 16:00:00;416,490692138672;438,833333333;5,09137285097115;;;;;;;;;;;;;;
2016-09-14 17:00:00;350,631843566895;380,5;7,8497125973996;;;;;;;;;;;;;;
2016-09-14 18:00:00;460,355621337891;426;8,06469984457526;"September";"East";0;18,6;1009,3;63;11,4;45;25,2;43,2;0;;18;1
2016-09-14 19:00:00;505,441337585449;480,5;5,19070501258048;;;;;;;;;;;;;;
2016-09-14 20:00:00;500,506724357605;471,833333333;6,07701681906576;;;;;;;;;;;;;;
2016-09-14 21:00:00;496,766296386719;477,166666667;4,1075018623203;"September";"East";0;13,8;1010,5;89;12;60;3,6;10,8;0;;21;1
2016-09-14 22:00:00;629,192764282227;607,166666667;3,6276855803263;;;;;;;;;;;;;;
2016-09-14 23:00:00;626,893169403076;539,833333333;16,1271693862544;;;;;;;;;;;;;;
2016-09-15 00:00:00;528,740234375;445,333333333;18,7290945453733;"September";"North";0;13,4;1010,4;89;11,6;60;10,8;14,4;0;8;0;0
2016-09-15 01:00:00;479,751468658447;393,166666667;22,02241678458;;;;;;;;;;;;;;
2016-09-15 02:00:00;398,47855758667;358,5;11,1516199683877;;;;;;;;;;;;;;
2016-09-15 03:00:00;380,683227539062;383,833333333;0,820696255477261;"September";"East";0;12,7;1009,8;94;11,8;60;7,2;7,2;0;7;3;0
2016-09-15 04:00:00;355,035455703735;396,833333333;10,5328545054934;;;;;;;;;;;;;;
2016-09-15 05:00:00;287,569887161255;316;8,99687115150162;;;;;;;;;;;;;;
2016-09-15 06:00:00;343,621520996094;294;16,8780683660183;"September";"North";0;13,8;1010,1;92;12,5;4,6;7,2;18;;8;6;0
2016-09-15 07:00:00;397,842891693115;357,5;11,2847249491231;;;;;;;;;;;;;;
2016-09-15 08:00:00;475,081409454346;459,166666667;3,46600568871161;;;;;;;;;;;;;;
