"dt_posix";"puissance";"reality";"mape";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour";"f_weekend"
2016-09-13 00:00:00;509,393463134766;435;17,101945548222;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;7;0;0
2016-09-13 01:00:00;446,555107116699;422,333333333;5,73522662597909;;;;;;;;;;;;;;
2016-09-13 02:00:00;395,466003417969;376,166666667;5,13052815709835;;;;;;;;;;;;;;
2016-09-13 03:00:00;393,565856933594;407,833333333;3,49835955850051;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;7;3;0
2016-09-13 04:00:00;378,820449829102;399,5;5,17635799021237;;;;;;;;;;;;;;
2016-09-13 05:00:00;312,502281188965;346,333333333;9,76834999347479;;;;;;;;;;;;;;
2016-09-13 06:00:00;329,159484863281;313,833333333;4,88353208612774;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;8;6;0
2016-09-13 07:00:00;398,340553283691;362,833333333;9,78609644944163;;;;;;;;;;;;;;
2016-09-13 08:00:00;477,838821411133;445,666666667;7,2188828894784;;;;;;;;;;;;;;
2016-09-13 09:00:00;487,593627929688;503,833333333;3,22322965332251;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;8;9;0
2016-09-13 10:00:00;524,231605529785;513,833333333;2,02366633735813;;;;;;;;;;;;;;
2016-09-13 11:00:00;522,028610229492;545,5;4,30272956379612;;;;;;;;;;;;;;
2016-09-13 12:00:00;551,130249023438;555,666666667;0,816391897461261;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;;12;0
2016-09-13 13:00:00;544,8366522789;576,5;5,49234132196008;;;;;;;;;;;;;;
2016-09-13 14:00:00;554,74866604805;588,5;5,73514595615124;;;;;;;;;;;;;;
2016-09-13 15:00:00;532,675659179688;563;5,3862061847802;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;8;15;0
2016-09-13 16:00:00;457,179847717285;496,5;7,91946672360823;;;;;;;;;;;;;;
2016-09-13 17:00:00;374,363052368164;449,333333333;16,6847806301687;;;;;;;;;;;;;;
2016-09-13 18:00:00;494,981597900391;505,833333333;2,14531837218119;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;8;18;0
2016-09-13 19:00:00;534,492252349854;561,166666667;4,75338538469806;;;;;;;;;;;;;;
2016-09-13 20:00:00;511,782779693604;542,333333333;5,63316907917922;;;;;;;;;;;;;;
2016-09-13 21:00:00;519,753234863281;512,833333333;1,34934706472909;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;8;21;0
2016-09-13 22:00:00;621,379806518555;624,333333333;0,47306889713512;;;;;;;;;;;;;;
2016-09-13 23:00:00;568,364990234375;550,666666667;3,2139812773664;;;;;;;;;;;;;;
2016-09-14 00:00:00;497,466033935547;467,166666667;6,48577251556017;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;8;0;0
2016-09-14 01:00:00;443,890735626221;405,833333333;9,37759399423047;;;;;;;;;;;;;;
2016-09-14 02:00:00;395,381393432617;362,5;9,07072922279095;;;;;;;;;;;;;;
2016-09-14 03:00:00;400,701812744141;396,666666667;1,01726371692535;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;;3;0
2016-09-14 04:00:00;377,84531211853;407,833333333;7,35300887972887;;;;;;;;;;;;;;
2016-09-14 05:00:00;323,844253540039;330,833333333;2,11256819938578;;;;;;;;;;;;;;
2016-09-14 06:00:00;328,118072509766;317,166666667;3,45288676072121;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;7;6;0
2016-09-14 07:00:00;390,296028137207;384,833333333;1,4194962678766;;;;;;;;;;;;;;
2016-09-14 08:00:00;467,964447021484;458,833333333;1,99007199894465;;;;;;;;;;;;;;
2016-09-14 09:00:00;501,938385009766;478,333333333;4,93485400908336;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;;9;0
2016-09-14 10:00:00;520,094432830811;504;3,19333984738304;;;;;;;;;;;;;;
2016-09-14 11:00:00;507,198627948761;492,333333333;3,01935571071856;;;;;;;;;;;;;;
2016-09-14 12:00:00;551,748901367188;519,5;6,2076807251564;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;7;12;0
2016-09-14 13:00:00;547,762835264206;543,333333333;0,815245754210173;;;;;;;;;;;;;;
2016-09-14 14:00:00;549,456019878387;573;4,10889705438264;;;;;;;;;;;;;;
2016-09-14 15:00:00;479,108032226562;539;11,1116823327342;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;;15;0
2016-09-14 16:00:00;394,604682922363;438,833333333;10,0786898011402;;;;;;;;;;;;;;
2016-09-14 17:00:00;355,218109130859;380,5;6,64438656219202;;;;;;;;;;;;;;
2016-09-14 18:00:00;461,079223632812;426;8,2345595382189;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;;18;0
2016-09-14 19:00:00;496,825347900391;480,5;3,39757500528421;;;;;;;;;;;;;;
2016-09-14 20:00:00;509,077709197998;471,833333333;7,89354486718991;;;;;;;;;;;;;;
2016-09-14 21:00:00;505,561309814453;477,166666667;5,95067617480264;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;;21;0
2016-09-14 22:00:00;641,201110839844;607,166666667;5,60545333617762;;;;;;;;;;;;;;
2016-09-14 23:00:00;635,54069519043;539,833333333;17,7290574604795;;;;;;;;;;;;;;
2016-09-15 00:00:00;518,6845703125;445,333333333;16,4710861481037;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;8;0;0
2016-09-15 01:00:00;460,691791534424;393,166666667;17,1746820349385;;;;;;;;;;;;;;
2016-09-15 02:00:00;412,866142272949;358,5;15,1648932421058;;;;;;;;;;;;;;
2016-09-15 03:00:00;395,899810791016;383,833333333;3,14367628085787;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;7;3;0
2016-09-15 04:00:00;378,971794128418;396,833333333;4,50101785920126;;;;;;;;;;;;;;
2016-09-15 05:00:00;314,592956542969;316;0,445266916782041;;;;;;;;;;;;;;
2016-09-15 06:00:00;319,653717041016;294;8,72575409558355;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;8;6;0
2016-09-15 07:00:00;376,983352661133;357,5;5,44988885626093;;;;;;;;;;;;;;
2016-09-15 08:00:00;457,212478637695;459,166666667;0,425594489140461;;;;;;;;;;;;;;
2016-09-15 09:00:00;547,411682128906;503;8,82936026419607;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;8;9;0
2016-09-15 10:00:00;566,973733901978;525,5;7,89224241712227;;;;;;;;;;;;;;
2016-09-15 11:00:00;580,600467681885;593,666666667;2,20093188968689;;;;;;;;;;;;;;
2016-09-15 12:00:00;574,899536132812;615,5;6,59633856493704;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;8;12;0
2016-09-15 13:00:00;551,761459350586;625,333333333;11,7652250504989;;;;;;;;;;;;;;
2016-09-15 14:00:00;559,095240592957;658;15,0311184509185;;;;;;;;;;;;;;
2016-09-15 15:00:00;527,5888671875;613;13,9333006219413;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;8;15;0
2016-09-15 16:00:00;463,531852722168;522;11,200794497669;;;;;;;;;;;;;;
2016-09-15 17:00:00;405,480484008789;437;7,21270388814896;;;;;;;;;;;;;;
2016-09-15 18:00:00;497,705749511719;485,5;2,51405757192971;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;8;18;0
2016-09-15 19:00:00;548,593627929688;557;1,50922299287478;;;;;;;;;;;;;;
2016-09-15 20:00:00;517,486246109009;533,166666667;2,9409979164704;;;;;;;;;;;;;;
2016-09-15 21:00:00;499,883819580078;497,666666667;0,445509627543863;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;8;21;0
2016-09-15 22:00:00;617,442909240723;616,5;0,152945537830115;;;;;;;;;;;;;;
2016-09-15 23:00:00;576,598526000977;541,833333333;6,41621519557021;;;;;;;;;;;;;;
2016-09-16 00:00:00;477,641143798828;442,5;7,94150142346398;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;8;0;0
2016-09-16 01:00:00;407,42845916748;412,5;1,22946444424716;;;;;;;;;;;;;;
2016-09-16 02:00:00;377,058303833008;371,166666667;1,58732927687539;;;;;;;;;;;;;;
2016-09-16 03:00:00;374,143218994141;412;9,18853907909208;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;8;3;0
2016-09-16 04:00:00;361,007638931274;407,166666667;11,3366420963621;;;;;;;;;;;;;;
2016-09-16 05:00:00;325,89347076416;341,833333333;4,66305097089869;;;;;;;;;;;;;;
2016-09-16 06:00:00;317,296173095703;328;3,26336186106612;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;8;6;0
2016-09-16 07:00:00;379,271324157715;425,666666667;10,8994539959081;;;;;;;;;;;;;;
2016-09-16 08:00:00;435,318222045898;461,833333333;5,74127274351224;;;;;;;;;;;;;;
2016-09-16 09:00:00;501,150115966797;499,166666667;0,397352113481576;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;6;9;0
2016-09-16 10:00:00;515,874196052551;506;1,95142214477298;;;;;;;;;;;;;;
2016-09-16 11:00:00;536,871364593506;536,666666667;0,0381424707774734;;;;;;;;;;;;;;
2016-09-16 12:00:00;543,956420898438;524,833333333;3,64364958376302;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;7;12;0
2016-09-16 13:00:00;504,354785919189;564,5;10,6545994828717;;;;;;;;;;;;;;
2016-09-16 14:00:00;475,588272094727;572,666666667;16,9519897390367;;;;;;;;;;;;;;
2016-09-16 15:00:00;487,0107421875;520,833333333;6,49393749994016;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;8;15;0
2016-09-16 16:00:00;460,353517532349;442,166666667;4,11312119080322;;;;;;;;;;;;;;
2016-09-16 17:00:00;468,655195236206;386,666666667;21,2039298023626;;;;;;;;;;;;;;
2016-09-16 18:00:00;444,870941162109;447,833333333;0,661494344077294;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;;18;0
2016-09-16 19:00:00;484,830226898193;488,166666667;0,683463250693966;;;;;;;;;;;;;;
2016-09-16 20:00:00;490,805618286133;493,5;0,54597400483631;;;;;;;;;;;;;;
2016-09-16 21:00:00;489,791900634766;511,333333333;4,21279648596775;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;;21;0
2016-09-16 22:00:00;614,925590515137;616,5;0,25537866745552;;;;;;;;;;;;;;
2016-09-16 23:00:00;656,433837890625;560,5;17,115760551405;;;;;;;;;;;;;;
2016-09-17 00:00:00;539,418518066406;461,333333333;16,925979349739;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;;0;1
2016-09-17 01:00:00;445,047637939453;397,666666667;11,9147455001878;;;;;;;;;;;;;;
2016-09-17 02:00:00;390,990768432617;363,333333333;7,61213810081906;;;;;;;;;;;;;;
2016-09-17 03:00:00;378,298431396484;398,666666667;5,10908911467356;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;;3;1
2016-09-17 04:00:00;368,703675270081;398,666666667;7,51580051761565;;;;;;;;;;;;;;
2016-09-17 05:00:00;311,078521728516;332,166666667;6,34866380485596;;;;;;;;;;;;;;
2016-09-17 06:00:00;318,137573242188;316;0,676447228540348;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;8;6;1
2016-09-17 07:00:00;364,770225524902;369,166666667;1,19090956444976;;;;;;;;;;;;;;
2016-09-17 08:00:00;442,112457275391;452,166666667;2,2235627110067;;;;;;;;;;;;;;
2016-09-17 09:00:00;509,940795898438;515,166666667;1,01440390201729;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;7;9;1
2016-09-17 10:00:00;538,345705032349;510,833333333;5,38578238813049;;;;;;;;;;;;;;
2016-09-17 11:00:00;533,966690063477;534,833333333;0,162039875884827;;;;;;;;;;;;;;
2016-09-17 12:00:00;544,11669921875;524,5;3,74007611415634;"September";"Saturday";17,3;1025;67;11,1;25;18;28,8;340;0;7;12;1
2016-09-17 13:00:00;503,637592315674;567,333333333;11,22721639554;;;;;;;;;;;;;;
2016-09-17 14:00:00;472,976089477539;606,166666667;21,9726000312435;;;;;;;;;;;;;;
2016-09-17 15:00:00;488,958160400391;556,666666667;12,1632047185453;"September";"Saturday";16,2;1024,1;71;10,9;40;18;32,4;330;0;;15;1
2016-09-17 16:00:00;449,856693267822;449;0,190800282365761;;;;;;;;;;;;;;
2016-09-17 17:00:00;446,332939147949;401,666666667;11,1202338126752;;;;;;;;;;;;;;
2016-09-17 18:00:00;473,501007080078;454;4,29537600882778;"September";"Saturday";14,5;1024,2;82;11,5;55;7,2;21,6;340;0;;18;1
