"dt_posix";"puissance";"reality";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour"
2016-09-13 00:00:00;507,896148681641;435;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;7;0
2016-09-13 01:00:00;449,892013549805;422,333333333;;;;;;;;;;;;;
2016-09-13 02:00:00;387,116477966309;376,166666667;;;;;;;;;;;;;
2016-09-13 03:00:00;387,738006591797;407,833333333;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;7;3
2016-09-13 04:00:00;374,371866226196;399,5;;;;;;;;;;;;;
2016-09-13 05:00:00;307,48844909668;346,333333333;;;;;;;;;;;;;
2016-09-13 06:00:00;321,690124511719;313,833333333;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;8;6
2016-09-13 07:00:00;387,518165588379;362,833333333;;;;;;;;;;;;;
2016-09-13 08:00:00;472,994476318359;445,666666667;;;;;;;;;;;;;
2016-09-13 09:00:00;485,097045898438;503,833333333;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;8;9
2016-09-13 10:00:00;520,221611022949;513,833333333;;;;;;;;;;;;;
2016-09-13 11:00:00;518,819694519043;545,5;;;;;;;;;;;;;
2016-09-13 12:00:00;547,438049316406;555,666666667;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;;12
2016-09-13 13:00:00;543,113392829895;576,5;;;;;;;;;;;;;
2016-09-13 14:00:00;552,19623374939;588,5;;;;;;;;;;;;;
2016-09-13 15:00:00;528,598266601562;563;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;8;15
2016-09-13 16:00:00;445,237922668457;496,5;;;;;;;;;;;;;
2016-09-13 17:00:00;364,747192382812;449,333333333;;;;;;;;;;;;;
2016-09-13 18:00:00;495,873260498047;505,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;8;18
2016-09-13 19:00:00;540,825305938721;561,166666667;;;;;;;;;;;;;
2016-09-13 20:00:00;514,898101806641;542,333333333;;;;;;;;;;;;;
2016-09-13 21:00:00;516,619140625;512,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;8;21
2016-09-13 22:00:00;622,668807983398;624,333333333;;;;;;;;;;;;;
2016-09-13 23:00:00;569,35710144043;550,666666667;;;;;;;;;;;;;
2016-09-14 00:00:00;490,419708251953;467,166666667;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;8;0
2016-09-14 01:00:00;435,069049835205;405,833333333;;;;;;;;;;;;;
2016-09-14 02:00:00;384,723014831543;362,5;;;;;;;;;;;;;
2016-09-14 03:00:00;390,692352294922;396,666666667;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;;3
2016-09-14 04:00:00;367,584913253784;407,833333333;;;;;;;;;;;;;
2016-09-14 05:00:00;314,882568359375;330,833333333;;;;;;;;;;;;;
2016-09-14 06:00:00;327,553894042969;317,166666667;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;7;6
2016-09-14 07:00:00;389,569023132324;384,833333333;;;;;;;;;;;;;
2016-09-14 08:00:00;470,576736450195;458,833333333;;;;;;;;;;;;;
2016-09-14 09:00:00;496,784576416016;478,333333333;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;;9
2016-09-14 10:00:00;515,209957122803;504;;;;;;;;;;;;;
2016-09-14 11:00:00;501,44650554657;492,333333333;;;;;;;;;;;;;
2016-09-14 12:00:00;552,221374511719;519,5;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;7;12
2016-09-14 13:00:00;552,274216447026;543,333333333;;;;;;;;;;;;;
2016-09-14 14:00:00;549,386126995087;573;;;;;;;;;;;;;
2016-09-14 15:00:00;477,347595214844;539;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;;15
2016-09-14 16:00:00;391,151832580566;438,833333333;;;;;;;;;;;;;
2016-09-14 17:00:00;353,764625549316;380,5;;;;;;;;;;;;;
2016-09-14 18:00:00;459,116882324219;426;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;;18
2016-09-14 19:00:00;496,883983612061;480,5;;;;;;;;;;;;;
2016-09-14 20:00:00;503,414779663086;471,833333333;;;;;;;;;;;;;
2016-09-14 21:00:00;512,400207519531;477,166666667;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;;21
2016-09-14 22:00:00;647,220474243164;607,166666667;;;;;;;;;;;;;
2016-09-14 23:00:00;641,344207763672;539,833333333;;;;;;;;;;;;;
2016-09-15 00:00:00;520,839599609375;445,333333333;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;8;0
2016-09-15 01:00:00;463,802391052246;393,166666667;;;;;;;;;;;;;
2016-09-15 02:00:00;409,148643493652;358,5;;;;;;;;;;;;;
2016-09-15 03:00:00;387,100555419922;383,833333333;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;7;3
2016-09-15 04:00:00;366,687685012817;396,833333333;;;;;;;;;;;;;
2016-09-15 05:00:00;304,602203369141;316;;;;;;;;;;;;;
2016-09-15 06:00:00;322,856140136719;294;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;8;6
2016-09-15 07:00:00;381,53364944458;357,5;;;;;;;;;;;;;
2016-09-15 08:00:00;458,137878417969;459,166666667;;;;;;;;;;;;;
2016-09-15 09:00:00;539,767639160156;503;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;8;9
2016-09-15 10:00:00;559,918636322021;525,5;;;;;;;;;;;;;
2016-09-15 11:00:00;573,649005889893;593,666666667;;;;;;;;;;;;;
2016-09-15 12:00:00;573,51708984375;615,5;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;8;12
2016-09-15 13:00:00;553,150859832764;625,333333333;;;;;;;;;;;;;
2016-09-15 14:00:00;558,353644371033;658;;;;;;;;;;;;;
2016-09-15 15:00:00;527,435363769531;613;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;8;15
2016-09-15 16:00:00;465,328784942627;522;;;;;;;;;;;;;
2016-09-15 17:00:00;405,448097229004;437;;;;;;;;;;;;;
2016-09-15 18:00:00;485,534912109375;485,5;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;8;18
2016-09-15 19:00:00;535,560169219971;557;;;;;;;;;;;;;
2016-09-15 20:00:00;504,621479034424;533,166666667;;;;;;;;;;;;;
2016-09-15 21:00:00;504,610992431641;497,666666667;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;8;21
2016-09-15 22:00:00;622,846633911133;616,5;;;;;;;;;;;;;
2016-09-15 23:00:00;579,573631286621;541,833333333;;;;;;;;;;;;;
2016-09-16 00:00:00;471,779144287109;442,5;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;8;0
2016-09-16 01:00:00;401,824317932129;412,5;;;;;;;;;;;;;
2016-09-16 02:00:00;369,998428344727;371,166666667;;;;;;;;;;;;;
2016-09-16 03:00:00;375,345397949219;412;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;8;3
2016-09-16 04:00:00;359,317737579346;407,166666667;;;;;;;;;;;;;
2016-09-16 05:00:00;327,125003814697;341,833333333;;;;;;;;;;;;;
2016-09-16 06:00:00;315,869018554688;328;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;8;6
