"dt_posix";"puissance";"reality";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour"
2016-09-13 00:00:00;526,209899902344;435;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;7;0
2016-09-13 01:00:00;456,707695007324;422,333333333;;;;;;;;;;;;;
2016-09-13 02:00:00;399,97029876709;376,166666667;;;;;;;;;;;;;
2016-09-13 03:00:00;402,677093505859;407,833333333;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;7;3
2016-09-13 04:00:00;392,284230232239;399,5;;;;;;;;;;;;;
2016-09-13 05:00:00;323,267631530762;346,333333333;;;;;;;;;;;;;
2016-09-13 06:00:00;343,979888916016;313,833333333;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;8;6
2016-09-13 07:00:00;414,056503295898;362,833333333;;;;;;;;;;;;;
2016-09-13 08:00:00;503,289794921875;445,666666667;;;;;;;;;;;;;
2016-09-13 09:00:00;531,566772460938;503,833333333;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;8;9
2016-09-13 10:00:00;561,182943344116;513,833333333;;;;;;;;;;;;;
2016-09-13 11:00:00;578,228282928467;545,5;;;;;;;;;;;;;
2016-09-13 12:00:00;589,388488769531;555,666666667;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;;12
2016-09-13 13:00:00;573,416215896606;576,5;;;;;;;;;;;;;
2016-09-13 14:00:00;590,534726381302;588,5;;;;;;;;;;;;;
2016-09-13 15:00:00;552,078735351562;563;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;8;15
2016-09-13 16:00:00;481,235916137695;496,5;;;;;;;;;;;;;
2016-09-13 17:00:00;414,59684753418;449,333333333;;;;;;;;;;;;;
2016-09-13 18:00:00;540,659912109375;505,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;8;18
2016-09-13 19:00:00;590,421413421631;561,166666667;;;;;;;;;;;;;
2016-09-13 20:00:00;571,448469161987;542,333333333;;;;;;;;;;;;;
2016-09-13 21:00:00;533,498596191406;512,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;8;21
2016-09-13 22:00:00;651,533493041992;624,333333333;;;;;;;;;;;;;
