"dt_posix";"puissance";"reality";"Month";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_moy";"vt_raf";"vt_dir";"rr_3h";"nebul";"Hour"
2016-09-13 00:00:00;492,87109375;435;"September";"Tuesday";18,3;1009;97;17,8;9;12,964;20,372;180;0;7;0
2016-09-13 01:00:00;427,758743286133;422,333333333;;;;;;;;;;;;;
2016-09-13 02:00:00;379,212020874023;376,166666667;;;;;;;;;;;;;
2016-09-13 03:00:00;378,91455078125;407,833333333;"September";"Tuesday";17,1;1007,4;98;16,8;0,4;3,704;11,112;50;0;7;3
2016-09-13 04:00:00;366,42782497406;399,5;;;;;;;;;;;;;
2016-09-13 05:00:00;305,038124084473;346,333333333;;;;;;;;;;;;;
2016-09-13 06:00:00;320,888854980469;313,833333333;"September";"Tuesday";17,6;1008,1;99;17,4;5;5,556;14,816;160;0;8;6
2016-09-13 07:00:00;387,31510925293;362,833333333;;;;;;;;;;;;;
2016-09-13 08:00:00;461,486923217773;445,666666667;;;;;;;;;;;;;
2016-09-13 09:00:00;491,0869140625;503,833333333;"September";"Tuesday";20,1;1007,2;87;17,9;45;11,112;18,52;40;0;8;9
2016-09-13 10:00:00;522,863128662109;513,833333333;;;;;;;;;;;;;
2016-09-13 11:00:00;535,787891387939;545,5;;;;;;;;;;;;;
2016-09-13 12:00:00;549,46630859375;555,666666667;"September";"Tuesday";23,3;1005,8;76;18,8;40;14,816;25,928;10;0;;12
2016-09-13 13:00:00;539,121390342712;576,5;;;;;;;;;;;;;
2016-09-13 14:00:00;554,533604621887;588,5;;;;;;;;;;;;;
2016-09-13 15:00:00;518,925659179688;563;"September";"Tuesday";18,8;1005,1;93;17,6;5;14,816;29,632;10;0;8;15
2016-09-13 16:00:00;449,094245910645;496,5;;;;;;;;;;;;;
2016-09-13 17:00:00;389,448883056641;449,333333333;;;;;;;;;;;;;
2016-09-13 18:00:00;495,458648681641;505,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3,9;9,26;24,076;360;2;8;18
2016-09-13 19:00:00;540,561496734619;561,166666667;;;;;;;;;;;;;
2016-09-13 20:00:00;520,452270507812;542,333333333;;;;;;;;;;;;;
2016-09-13 21:00:00;508,152099609375;512,833333333;"September";"Tuesday";17,2;1005,1;98;16,9;3;12,964;25,928;60;0;8;21
2016-09-13 22:00:00;623,54296875;624,333333333;;;;;;;;;;;;;
2016-09-13 23:00:00;548,678298950195;550,666666667;;;;;;;;;;;;;
2016-09-14 00:00:00;495,979339599609;467,166666667;"September";"Wednesday";17,5;1005,5;97;17;9;12,964;24,076;110;3;8;0
2016-09-14 01:00:00;432,992767333984;405,833333333;;;;;;;;;;;;;
2016-09-14 02:00:00;394,802734375;362,5;;;;;;;;;;;;;
2016-09-14 03:00:00;381,738189697266;396,666666667;"September";"Wednesday";16,2;1004;97;15,7;2,9;7,408;12,964;80;0;;3
2016-09-14 04:00:00;363,571989059448;407,833333333;;;;;;;;;;;;;
2016-09-14 05:00:00;303,71752166748;330,833333333;;;;;;;;;;;;;
2016-09-14 06:00:00;320,270538330078;317,166666667;"September";"Wednesday";15,5;1004,6;94;14,5;45;18;36;100;0;7;6
2016-09-14 07:00:00;378,287120819092;384,833333333;;;;;;;;;;;;;
2016-09-14 08:00:00;457,869110107422;458,833333333;;;;;;;;;;;;;
2016-09-14 09:00:00;509,410583496094;478,333333333;"September";"Wednesday";18;1005,9;82;14,9;29;28,8;46,8;130;0;;9
2016-09-14 10:00:00;527,715564727783;504;;;;;;;;;;;;;
2016-09-14 11:00:00;523,773684501648;492,333333333;;;;;;;;;;;;;
2016-09-14 12:00:00;552,099731445312;519,5;"September";"Wednesday";20,2;1007,2;65;13,4;7;32,4;54;140;0;7;12
2016-09-14 13:00:00;543,587999343872;543,333333333;;;;;;;;;;;;;
2016-09-14 14:00:00;551,739786714315;573;;;;;;;;;;;;;
2016-09-14 15:00:00;481,96533203125;539;"September";"Wednesday";20,4;1007,9;62;12,9;28;25,2;46,8;150;0;;15
2016-09-14 16:00:00;420,136783599854;438,833333333;;;;;;;;;;;;;
2016-09-14 17:00:00;369,703247070312;380,5;;;;;;;;;;;;;
2016-09-14 18:00:00;469,187408447266;426;"September";"Wednesday";18,6;1009,3;63;11,4;45;25,2;43,2;130;0;;18
2016-09-14 19:00:00;509,042530059814;480,5;;;;;;;;;;;;;
2016-09-14 20:00:00;510,203300476074;471,833333333;;;;;;;;;;;;;
2016-09-14 21:00:00;491,304504394531;477,166666667;"September";"Wednesday";13,8;1010,5;89;12;60;3,6;10,8;50;0;;21
2016-09-14 22:00:00;622,726333618164;607,166666667;;;;;;;;;;;;;
2016-09-14 23:00:00;610,554473876953;539,833333333;;;;;;;;;;;;;
2016-09-15 00:00:00;521,498046875;445,333333333;"September";"Thursday";13,4;1010,4;89;11,6;60;10,8;14,4;40;0;8;0
2016-09-15 01:00:00;463,038619995117;393,166666667;;;;;;;;;;;;;
2016-09-15 02:00:00;410,848419189453;358,5;;;;;;;;;;;;;
2016-09-15 03:00:00;369,264526367188;383,833333333;"September";"Thursday";12,7;1009,8;94;11,8;60;7,2;7,2;100;0;7;3
2016-09-15 04:00:00;354,515617370605;396,833333333;;;;;;;;;;;;;
2016-09-15 05:00:00;293,900665283203;316;;;;;;;;;;;;;
2016-09-15 06:00:00;328,783386230469;294;"September";"Thursday";13,8;1010,1;92;12,5;4,6;7,2;18;20;;8;6
2016-09-15 07:00:00;385,950561523438;357,5;;;;;;;;;;;;;
2016-09-15 08:00:00;458,998565673828;459,166666667;;;;;;;;;;;;;
2016-09-15 09:00:00;537,615600585938;503;"September";"Thursday";14;1010,8;98;13,7;2,9;7,2;14,4;310;9;8;9
2016-09-15 10:00:00;555,780601501465;525,5;;;;;;;;;;;;;
2016-09-15 11:00:00;570,621963500977;593,666666667;;;;;;;;;;;;;
2016-09-15 12:00:00;564,675842285156;615,5;"September";"Thursday";16,4;1011,4;95;15,6;2;10,8;14,4;290;0;8;12
2016-09-15 13:00:00;545,531404495239;625,333333333;;;;;;;;;;;;;
2016-09-15 14:00:00;541,032302856445;658;;;;;;;;;;;;;
2016-09-15 15:00:00;519,109191894531;613;"September";"Thursday";16,3;1011,8;91;14,8;19;10,8;18;330;1;8;15
2016-09-15 16:00:00;469,138828277588;522;;;;;;;;;;;;;
2016-09-15 17:00:00;417,783325195312;437;;;;;;;;;;;;;
2016-09-15 18:00:00;489,53857421875;485,5;"September";"Thursday";16,1;1012,8;94;15,1;18;7,2;10,8;300;;8;18
2016-09-15 19:00:00;527,669826507568;557;;;;;;;;;;;;;
2016-09-15 20:00:00;520,971961975098;533,166666667;;;;;;;;;;;;;
2016-09-15 21:00:00;493,667572021484;497,666666667;"September";"Thursday";16,2;1014;96;15,6;10;14,4;25,2;320;0;8;21
2016-09-15 22:00:00;608,761047363281;616,5;;;;;;;;;;;;;
2016-09-15 23:00:00;556,916221618652;541,833333333;;;;;;;;;;;;;
2016-09-16 00:00:00;486,702667236328;442,5;"September";"Friday";15,9;1014,7;95;15,1;16;18;28,8;310;0;8;0
2016-09-16 01:00:00;419,164772033691;412,5;;;;;;;;;;;;;
2016-09-16 02:00:00;376,44620513916;371,166666667;;;;;;;;;;;;;
2016-09-16 03:00:00;379,298522949219;412;"September";"Friday";15,2;1015,4;92;13,9;40;21,6;32,4;320;0;8;3
2016-09-16 04:00:00;371,132659912109;407,166666667;;;;;;;;;;;;;
2016-09-16 05:00:00;319,357524871826;341,833333333;;;;;;;;;;;;;
2016-09-16 06:00:00;316,824981689453;328;"September";"Friday";15,1;1016,8;92;13,8;15;18;36;320;;8;6
2016-09-16 07:00:00;376,562072753906;425,666666667;;;;;;;;;;;;;
2016-09-16 08:00:00;443,674964904785;461,833333333;;;;;;;;;;;;;
2016-09-16 09:00:00;500,871490478516;499,166666667;"September";"Friday";16,4;1019;76;12,2;13;28,8;39,6;350;;6;9
2016-09-16 10:00:00;514,962522506714;506;;;;;;;;;;;;;
2016-09-16 11:00:00;530,795579910278;536,666666667;;;;;;;;;;;;;
2016-09-16 12:00:00;537,317199707031;524,833333333;"September";"Friday";16,6;1020,4;68;10,7;16;25,2;46,8;340;0;7;12
2016-09-16 13:00:00;501,23558807373;564,5;;;;;;;;;;;;;
2016-09-16 14:00:00;463,480575561523;572,666666667;;;;;;;;;;;;;
2016-09-16 15:00:00;481,404693603516;520,833333333;"September";"Friday";16,7;1021,1;70;11,2;19;28,8;50,4;330;0;8;15
2016-09-16 16:00:00;455,980630874634;442,166666667;;;;;;;;;;;;;
2016-09-16 17:00:00;460,318141937256;386,666666667;;;;;;;;;;;;;
2016-09-16 18:00:00;450,018829345703;447,833333333;"September";"Friday";14,5;1022,6;80;11,1;55;18;39,6;330;0;;18
2016-09-16 19:00:00;487,47802734375;488,166666667;;;;;;;;;;;;;
2016-09-16 20:00:00;495,845363616943;493,5;;;;;;;;;;;;;
2016-09-16 21:00:00;502,796356201172;511,333333333;"September";"Friday";13,3;1024,3;87;11,2;45;14,4;21,6;330;0;;21
2016-09-16 22:00:00;623,610656738281;616,5;;;;;;;;;;;;;
2016-09-16 23:00:00;638,573486328125;560,5;;;;;;;;;;;;;
2016-09-17 00:00:00;541,961791992188;461,333333333;"September";"Saturday";12,2;1024,3;94;11,3;19;7,2;14,4;320;;;0
2016-09-17 01:00:00;453,578964233398;397,666666667;;;;;;;;;;;;;
2016-09-17 02:00:00;402,056732177734;363,333333333;;;;;;;;;;;;;
2016-09-17 03:00:00;378,834503173828;398,666666667;"September";"Saturday";12,6;1024,5;95;11,8;19;10,8;18;310;0;;3
2016-09-17 04:00:00;369,862080574036;398,666666667;;;;;;;;;;;;;
2016-09-17 05:00:00;313,978530883789;332,166666667;;;;;;;;;;;;;
2016-09-17 06:00:00;317,460021972656;316;"September";"Saturday";12,3;1024,7;96;11,7;18;3,6;18;350;0;8;6
2016-09-17 07:00:00;363,499031066895;369,166666667;;;;;;;;;;;;;
2016-09-17 08:00:00;443,679237365723;452,166666667;;;;;;;;;;;;;
2016-09-17 09:00:00;501,149139404297;515,166666667;"September";"Saturday";15,9;1025,3;79;12,3;35;18;28,8;340;0;7;9
2016-09-17 10:00:00;532,471811294556;510,833333333;;;;;;;;;;;;;
2016-09-17 11:00:00;535,17406463623;534,833333333;;;;;;;;;;;;;
