"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-13 00:00:00;499,054168701172;435;14,725096253143;"September";"South";"Tuesday";18,3;1009;97;17,8;9;20,372;0;7;0;0;0
2016-09-13 01:00:00;436,469249725342;422,333333333;3,34709938256187;;;;;;;;;;;;;;
2016-09-13 02:00:00;365,922637939453;376,166666667;2,72326860280137;;;;;;;;;;;;;;
2016-09-13 03:00:00;395,048156738281;407,833333333;3,13490231174398;"September";"East";"Tuesday";17,1;1007,4;98;16,8;0,4;11,112;0;7;3;0;0
2016-09-13 04:00:00;374,419994354248;399,5;6,27784872234091;;;;;;;;;;;;;;
2016-09-13 05:00:00;300,728813171387;346,333333333;13,1678114037509;;;;;;;;;;;;;;
2016-09-13 06:00:00;326,437347412109;313,833333333;4,01614893652346;"September";"South";"Tuesday";17,6;1008,1;99;17,4;5;14,816;0;8;6;0;0
2016-09-13 07:00:00;392,705612182617;362,833333333;8,23305802011336;;;;;;;;;;;;;;
2016-09-13 08:00:00;471,458831787109;445,666666667;5,78732201647496;;;;;;;;;;;;;;
2016-09-13 09:00:00;498,668670654297;503,833333333;1,02507363785111;"September";"North";"Tuesday";20,1;1007,2;87;17,9;45;18,52;0;8;9;0;0
2016-09-13 10:00:00;537,359970092773;513,833333333;4,57865133177853;;;;;;;;;;;;;;
2016-09-13 11:00:00;531,102794647217;545,5;2,6392677090345;;;;;;;;;;;;;;
2016-09-13 12:00:00;577,181457519531;555,666666667;3,87188797585814;"September";"North";"Tuesday";23,3;1005,8;76;18,8;40;25,928;0;;12;0;0
2016-09-13 13:00:00;563,750171661377;576,5;2,211592079553;;;;;;;;;;;;;;
2016-09-13 14:00:00;595,800170898438;588,5;1,24047084085599;;;;;;;;;;;;;;
2016-09-13 15:00:00;549,849975585938;563;2,33570593500222;"September";"North";"Tuesday";18,8;1005,1;93;17,6;5;29,632;0;8;15;0;0
2016-09-13 16:00:00;462,076965332031;496,5;6,9331389059353;;;;;;;;;;;;;;
