"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-13 00:00:00;469,124664306641;435;7,84475041531968;"September";"South";"Tuesday";18,3;1009;97;17,8;9;20,372;0;7;0;0;0
2016-09-13 01:00:00;411,064121246338;422,333333333;2,66832172533646;;;;;;;;;;;;;;
2016-09-13 02:00:00;344,142654418945;376,166666667;8,51325092991395;;;;;;;;;;;;;;
2016-09-13 03:00:00;368,03955078125;407,833333333;9,75736392769494;"September";"East";"Tuesday";17,1;1007,4;98;16,8;0,4;11,112;0;7;3;0;0
2016-09-13 04:00:00;350,973644256592;399,5;12,1467724013537;;;;;;;;;;;;;;
2016-09-13 05:00:00;281,562606811523;346,333333333;18,7018459638707;;;;;;;;;;;;;;
2016-09-13 06:00:00;301,407135009766;313,833333333;3,95948964097108;"September";"South";"Tuesday";17,6;1008,1;99;17,4;5;14,816;0;8;6;0;0
2016-09-13 07:00:00;363,965564727783;362,833333333;0,312052750055377;;;;;;;;;;;;;;
2016-09-13 08:00:00;434,899291992188;445,666666667;2,41601525986637;;;;;;;;;;;;;;
2016-09-13 09:00:00;469,862884521484;503,833333333;6,74239804397051;"September";"North";"Tuesday";20,1;1007,2;87;17,9;45;18,52;0;8;9;0;0
2016-09-13 10:00:00;507,677677154541;513,833333333;1,19798693061233;;;;;;;;;;;;;;
2016-09-13 11:00:00;501,331588745117;545,5;8,09686732445148;;;;;;;;;;;;;;
2016-09-13 12:00:00;531,445861816406;555,666666667;4,35887309848456;"September";"North";"Tuesday";23,3;1005,8;76;18,8;40;25,928;0;;12;0;0
2016-09-13 13:00:00;522,113206863403;576,5;9,43396238275745;;;;;;;;;;;;;;
2016-09-13 14:00:00;550,10404586792;588,5;6,5243762331487;;;;;;;;;;;;;;
2016-09-13 15:00:00;516,209655761719;563;8,31089595706594;"September";"North";"Tuesday";18,8;1005,1;93;17,6;5;29,632;0;8;15;0;0
2016-09-13 16:00:00;433,616165161133;496,5;12,66542494237;;;;;;;;;;;;;;
2016-09-13 17:00:00;374,389938354492;449,333333333;16,6787971020542;;;;;;;;;;;;;;
2016-09-13 18:00:00;475,706939697266;505,833333333;5,95579445846871;"September";"North";"Tuesday";17,2;1005,1;98;16,9;3,9;24,076;2;8;18;1;0
2016-09-13 19:00:00;518,813934326172;561,166666667;7,54726445039553;;;;;;;;;;;;;;
2016-09-13 20:00:00;510,437343597412;542,333333333;5,88125194879057;;;;;;;;;;;;;;
2016-09-13 21:00:00;494,439361572266;512,833333333;3,58673482497492;"September";"East";"Tuesday";17,2;1005,1;98;16,9;3;25,928;0;8;21;1;0
2016-09-13 22:00:00;601,935073852539;624,333333333;3,587548234993;;;;;;;;;;;;;;
2016-09-13 23:00:00;528,454692840576;550,666666667;4,03365142126096;;;;;;;;;;;;;;
2016-09-14 00:00:00;447,779144287109;467,166666667;4,15002262858583;"September";"East";"Wednesday";17,5;1005,5;97;17;9;24,076;3;8;0;0;0
2016-09-14 01:00:00;394,080688476562;405,833333333;2,89592891739971;;;;;;;;;;;;;;
2016-09-14 02:00:00;338,363586425781;362,5;6,65832098599138;;;;;;;;;;;;;;
2016-09-14 03:00:00;369,68603515625;396,666666667;6,80183987665395;"September";"East";"Wednesday";16,2;1004;97;15,7;2,9;12,964;0;;3;0;0
2016-09-14 04:00:00;345,241186141968;407,833333333;15,3474819430527;;;;;;;;;;;;;;
2016-09-14 05:00:00;281,029411315918;330,833333333;15,0540822218032;;;;;;;;;;;;;;
2016-09-14 06:00:00;310,344360351562;317,166666667;2,15101617932644;"September";"East";"Wednesday";15,5;1004,6;94;14,5;45;36;0;7;6;0;0
2016-09-14 07:00:00;364,435119628906;384,833333333;5,30053192830959;;;;;;;;;;;;;;
2016-09-14 08:00:00;441,422317504883;458,833333333;3,79462749614162;;;;;;;;;;;;;;
2016-09-14 09:00:00;475,0009765625;478,333333333;0,696659952021388;"September";"East";"Wednesday";18;1005,9;82;14,9;29;46,8;0;;9;0;0
2016-09-14 10:00:00;495,430809020996;504;1,70023630535792;;;;;;;;;;;;;;
2016-09-14 11:00:00;476,100784420967;492,333333333;3,29706477563518;;;;;;;;;;;;;;
2016-09-14 12:00:00;530,24365234375;519,5;2,06807552333975;"September";"South";"Wednesday";20,2;1007,2;65;13,4;7;54;0;7;12;0;0
2016-09-14 13:00:00;531,271957874298;543,333333333;2,21988505375019;;;;;;;;;;;;;;
2016-09-14 14:00:00;548,420257568359;573;4,28965836503327;;;;;;;;;;;;;;
2016-09-14 15:00:00;467,386505126953;539;13,2863626851664;"September";"South";"Wednesday";20,4;1007,9;62;12,9;28;46,8;0;;15;0;0
2016-09-14 16:00:00;386,664276123047;438,833333333;11,888125456132;;;;;;;;;;;;;;
2016-09-14 17:00:00;363,552238464355;380,5;4,45407661909186;;;;;;;;;;;;;;
2016-09-14 18:00:00;438,413299560547;426;2,91392008463542;"September";"East";"Wednesday";18,6;1009,3;63;11,4;45;43,2;0;;18;1;0
2016-09-14 19:00:00;489,274707794189;480,5;1,82616187183964;;;;;;;;;;;;;;
2016-09-14 20:00:00;492,390907287598;471,833333333;4,35695668412834;;;;;;;;;;;;;;
