"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-13 00:00:00;485,547882080078;435;11,6202027770295;"September";"South";"Tuesday";18,3;1009;97;17,8;9;20,372;0;7;0;0;0
2016-09-13 01:00:00;425,018218994141;422,333333333;0,635726675882264;;;;;;;;;;;;;;
2016-09-13 02:00:00;355,409210205078;376,166666667;5,5181541325397;;;;;;;;;;;;;;
2016-09-13 03:00:00;385,644317626953;407,833333333;5,44070675261095;"September";"East";"Tuesday";17,1;1007,4;98;16,8;0,4;11,112;0;7;3;0;0
2016-09-13 04:00:00;366,354917526245;399,5;8,29664142021399;;;;;;;;;;;;;;
2016-09-13 05:00:00;293,708061218262;346,333333333;15,1949775114886;;;;;;;;;;;;;;
2016-09-13 06:00:00;317,775451660156;313,833333333;1,25611842607343;"September";"South";"Tuesday";17,6;1008,1;99;17,4;5;14,816;0;8;6;0;0
2016-09-13 07:00:00;382,672859191895;362,833333333;5,4679446556489;;;;;;;;;;;;;;
2016-09-13 08:00:00;458,330276489258;445,666666667;2,84149809025766;;;;;;;;;;;;;;
2016-09-13 09:00:00;485,514709472656;503,833333333;3,63584992266408;"September";"North";"Tuesday";20,1;1007,2;87;17,9;45;18,52;0;8;9;0;0
2016-09-13 10:00:00;524,497234344482;513,833333333;2,07536185757171;;;;;;;;;;;;;;
2016-09-13 11:00:00;517,564949035645;545,5;5,12099926019349;;;;;;;;;;;;;;
2016-09-13 12:00:00;559,870544433594;555,666666667;0,756546688648699;"September";"North";"Tuesday";23,3;1005,8;76;18,8;40;25,928;0;;12;0;0
2016-09-13 13:00:00;547,468299865723;576,5;5,03585431644013;;;;;;;;;;;;;;
2016-09-13 14:00:00;578,839946746826;588,5;1,64147039136344;;;;;;;;;;;;;;
2016-09-13 15:00:00;538,696533203125;563;4,31677918239343;"September";"North";"Tuesday";18,8;1005,1;93;17,6;5;29,632;0;8;15;0;0
2016-09-13 16:00:00;452,62718963623;496,5;8,83641699169578;;;;;;;;;;;;;;
2016-09-13 17:00:00;387,939575195312;449,333333333;13,663299288813;;;;;;;;;;;;;;
2016-09-13 18:00:00;495,778594970703;505,833333333;1,98775717211931;"September";"North";"Tuesday";17,2;1005,1;98;16,9;3,9;24,076;2;8;18;1;0
2016-09-13 19:00:00;542,784206390381;561,166666667;3,27575769704928;;;;;;;;;;;;;;
2016-09-13 20:00:00;534,702774047852;542,333333333;1,40698696099935;;;;;;;;;;;;;;
2016-09-13 21:00:00;514,547424316406;512,833333333;0,334239385779783;"September";"East";"Tuesday";17,2;1005,1;98;16,9;3;25,928;0;8;21;1;0
2016-09-13 22:00:00;627,884582519531;624,333333333;0,568806596881971;;;;;;;;;;;;;;
2016-09-13 23:00:00;549,324111938477;550,666666667;0,243805338109428;;;;;;;;;;;;;;
2016-09-14 00:00:00;460,7626953125;467,166666667;1,37081085005254;"September";"East";"Wednesday";17,5;1005,5;97;17;9;24,076;3;8;0;0;0
2016-09-14 01:00:00;406,96821975708;405,833333333;0,279643472052819;;;;;;;;;;;;;;
2016-09-14 02:00:00;347,855934143066;362,5;4,03974230536099;;;;;;;;;;;;;;
2016-09-14 03:00:00;386,6943359375;396,666666667;2,5140329570147;"September";"East";"Wednesday";16,2;1004;97;15,7;2,9;12,964;0;;3;0;0
2016-09-14 04:00:00;360,178516387939;407,833333333;11,6848754258519;;;;;;;;;;;;;;
2016-09-14 05:00:00;291,919082641602;330,833333333;11,7624939117696;;;;;;;;;;;;;;
2016-09-14 06:00:00;320,745452880859;317,166666667;1,12836139165179;"September";"East";"Wednesday";15,5;1004,6;94;14,5;45;36;0;7;6;0;0
2016-09-14 07:00:00;376,193836212158;384,833333333;2,24499708640518;;;;;;;;;;;;;;
2016-09-14 08:00:00;459,52180480957;458,833333333;0,150048269503268;;;;;;;;;;;;;;
2016-09-14 09:00:00;494,939361572266;478,333333333;3,47164353434367;"September";"East";"Wednesday";18;1005,9;82;14,9;29;46,8;0;;9;0;0
2016-09-14 10:00:00;515,878873825073;504;2,35691940973675;;;;;;;;;;;;;;
2016-09-14 11:00:00;496,445409178734;492,333333333;0,835221905024365;;;;;;;;;;;;;;
2016-09-14 12:00:00;556,065246582031;519,5;7,03854602156521;"September";"South";"Wednesday";20,2;1007,2;65;13,4;7;54;0;7;12;0;0
2016-09-14 13:00:00;555,627319693565;543,333333333;2,26269687617906;;;;;;;;;;;;;;
2016-09-14 14:00:00;573,830043792725;573;0,144859300650019;;;;;;;;;;;;;;
2016-09-14 15:00:00;486,918853759766;539;9,66255032286352;"September";"South";"Wednesday";20,4;1007,9;62;12,9;28;46,8;0;;15;0;0
2016-09-14 16:00:00;403,121131896973;438,833333333;8,13798741421674;;;;;;;;;;;;;;
2016-09-14 17:00:00;381,667289733887;380,5;0,306777853846707;;;;;;;;;;;;;;
2016-09-14 18:00:00;454,350250244141;426;6,6549883202208;"September";"East";"Wednesday";18,6;1009,3;63;11,4;45;43,2;0;;18;1;0
2016-09-14 19:00:00;506,673950195312;480,5;5,44723209059573;;;;;;;;;;;;;;
2016-09-14 20:00:00;511,485015869141;471,833333333;8,40374762334906;;;;;;;;;;;;;;
2016-09-14 21:00:00;515,896362304688;477,166666667;8,11659705993582;"September";"East";"Wednesday";13,8;1010,5;89;12;60;10,8;0;;21;1;0
2016-09-14 22:00:00;645,737686157227;607,166666667;6,35262467585047;;;;;;;;;;;;;;
2016-09-14 23:00:00;659,970108032227;539,833333333;22,2544195182403;;;;;;;;;;;;;;
2016-09-15 00:00:00;527,3359375;445,333333333;18,4137584207473;"September";"North";"Thursday";13,4;1010,4;89;11,6;60;14,4;0;8;0;0;0
2016-09-15 01:00:00;467,725826263428;393,166666667;18,9637540304446;;;;;;;;;;;;;;
2016-09-15 02:00:00;421,092964172363;358,5;17,4596831722073;;;;;;;;;;;;;;
