"dt_posix";"puissance";"reality";"mape";"Month";"rose_vt";"Weekday";"temp";"pression";"hr";"p_ros";"visi";"vt_raf";"rr_3h";"nebul";"Hour";"f_evening";"f_weekend"
2016-09-13 00:00:00;485,107482910156;435;11,5189615885417;"September";"South";"Tuesday";18,3;1009;97;17,8;9;20,372;0;7;0;0;0
2016-09-13 01:00:00;424,656574249268;422,333333333;0,550096507403969;;;;;;;;;;;;;;
2016-09-13 02:00:00;354,960739135742;376,166666667;5,63737550675384;;;;;;;;;;;;;;
2016-09-13 03:00:00;385,451202392578;407,833333333;5,48805826083535;"September";"East";"Tuesday";17,1;1007,4;98;16,8;0,4;11,112;0;7;3;0;0
2016-09-13 04:00:00;366,229816436768;399,5;8,32795583560261;;;;;;;;;;;;;;
2016-09-13 05:00:00;293,514221191406;346,333333333;15,2509467203979;;;;;;;;;;;;;;
2016-09-13 06:00:00;317,582336425781;313,833333333;1,19458409754177;"September";"South";"Tuesday";17,6;1008,1;99;17,4;5;14,816;0;8;6;0;0
2016-09-13 07:00:00;382,428886413574;362,833333333;5,40070365105895;;;;;;;;;;;;;;
2016-09-13 08:00:00;458,047866821289;445,666666667;2,77813017672695;;;;;;;;;;;;;;
2016-09-13 09:00:00;485,207366943359;503,833333333;3,69685075547197;"September";"North";"Tuesday";20,1;1007,2;87;17,9;45;18,52;0;8;9;0;0
2016-09-13 10:00:00;524,058334350586;513,833333333;1,98994505694308;;;;;;;;;;;;;;
2016-09-13 11:00:00;517,222896575928;545,5;5,18370365244221;;;;;;;;;;;;;;
2016-09-13 12:00:00;559,514892578125;555,666666667;0,692542155570978;"September";"North";"Tuesday";23,3;1005,8;76;18,8;40;25,928;0;;12;0;0
2016-09-13 13:00:00;547,113729476929;576,5;5,09735828674263;;;;;;;;;;;;;;
2016-09-13 14:00:00;578,478885650635;588,5;1,70282316896606;;;;;;;;;;;;;;
2016-09-13 15:00:00;538,260986328125;563;4,39414097191385;"September";"North";"Tuesday";18,8;1005,1;93;17,6;5;29,632;0;8;15;0;0
2016-09-13 16:00:00;452,284111022949;496,5;8,90551641028213;;;;;;;;;;;;;;
2016-09-13 17:00:00;387,549209594727;449,333333333;13,7501759061541;;;;;;;;;;;;;;
2016-09-13 18:00:00;495,343048095703;505,833333333;2,07386199090025;"September";"North";"Tuesday";17,2;1005,1;98;16,9;3,9;24,076;2;8;18;1;0
2016-09-13 19:00:00;542,347816467285;561,166666667;3,35352245910965;;;;;;;;;;;;;;
2016-09-13 20:00:00;534,210037231445;542,333333333;1,49784193636627;;;;;;;;;;;;;;
2016-09-13 21:00:00;514,234191894531;512,833333333;0,273160590484001;"September";"East";"Tuesday";17,2;1005,1;98;16,9;3;25,928;0;8;21;1;0
2016-09-13 22:00:00;627,526054382324;624,333333333;0,511380840788983;;;;;;;;;;;;;;
2016-09-13 23:00:00;548,911010742188;550,666666667;0,318823715159454;;;;;;;;;;;;;;
2016-09-14 00:00:00;460,444946289062;467,166666667;1,4388270520013;"September";"East";"Wednesday";17,5;1005,5;97;17;9;24,076;3;8;0;0;0
2016-09-14 01:00:00;406,696807861328;405,833333333;0,212765797534829;;;;;;;;;;;;;;
2016-09-14 02:00:00;347,671447753906;362,5;4,09063510237069;;;;;;;;;;;;;;
